date,store_id,product_id,category,region,inventory_level,units_sold,units_ordered,demand_forecast,price,discount,weather_condition,holiday_promotion,competitor_pricing,seasonality,visitors,cost
2022-06-01,S003,P0006,Clothing,South,285,7,56,4.5,10.97,0,Cloudy,0,8.7,Winter,247,8.45
2022-06-01,S003,P0007,Furniture,South,108,9,67,17.36,11.77,0,Rainy,1,10.1,Winter,144,8.23
2022-06-01,S003,P0009,Electronics,West,60,11,89,5.61,15.82,0,Cloudy,1,15.76,Summer,213,12.61
2022-06-01,S003,P0014,Furniture,South,268,80,62,96.56,45.22,0,Cloudy,1,40.97,Autumn,279,32.27
2022-06-01,S003,P0016,Groceries,North,385,316,183,326.93,41.15,0,Rainy,1,42.58,Spring,423,28.87
2022-06-01,S003,P0017,Toys,South,409,162,200,153.54,75.06,0,Cloudy,1,73.35,Summer,297,40.87
2022-06-01,S003,P0020,Electronics,West,283,63,138,71.1,95.0,0,Rainy,0,94.76,Winter,282,61.29
2022-06-01,S004,P0002,Toys,East,162,105,71,99.68,20.2,0,Rainy,0,15.44,Autumn,169,14.06
2022-06-01,S004,P0012,Clothing,North,483,73,199,90.39,77.85,0,Cloudy,0,81.15,Spring,230,46.38
2022-06-01,S004,P0013,Toys,West,389,257,81,276.75,23.32,0,Cloudy,0,19.92,Autumn,311,13.03
2022-06-01,S005,P0008,Toys,West,279,162,79,181.89,81.97,0,Rainy,0,78.8,Summer,325,43.38
2022-06-01,S005,P0009,Toys,South,87,70,44,81.01,46.58,0,Sunny,1,43.42,Autumn,243,27.5
2022-06-01,S005,P0012,Groceries,South,385,171,24,165.78,57.72,0,Cloudy,1,55.53,Winter,367,35.77
2022-07-01,S001,P0003,Electronics,North,487,32,157,33.38,63.07,0,Sunny,0,67.25,Winter,198,47.56
2022-07-01,S001,P0009,Electronics,West,402,242,126,258.36,48.3,0,Snowy,0,50.42,Autumn,536,28.08
2022-07-01,S001,P0010,Groceries,East,438,20,139,39.58,55.07,0,Cloudy,0,53.32,Autumn,198,41.36
2022-07-01,S001,P0014,Electronics,East,189,115,86,129.39,51.17,0,Cloudy,1,54.34,Spring,403,29.83
2022-07-01,S001,P0015,Electronics,East,311,128,165,133.63,12.36,0,Rainy,0,9.38,Spring,211,8.63
2022-07-01,S001,P0017,Furniture,South,299,66,185,74.5,13.81,0,Snowy,1,9.33,Spring,241,10.29
2022-07-01,S001,P0019,Toys,South,159,46,29,54.36,65.57,0,Rainy,1,61.51,Winter,143,33.46
2022-07-01,S002,P0003,Electronics,West,85,72,59,80.31,42.82,0,Snowy,1,39.39,Autumn,238,26.04
2022-07-01,S002,P0017,Electronics,South,103,100,157,106.28,79.73,0,Rainy,1,81.89,Winter,293,46.08
2022-07-01,S003,P0003,Clothing,South,92,4,87,20.75,85.2,0,Sunny,1,90.12,Summer,259,63.82
2022-07-01,S003,P0006,Electronics,East,187,175,161,194.41,73.39,0,Rainy,1,71.36,Spring,271,43.65
2022-07-01,S003,P0008,Electronics,South,172,154,176,154.77,12.48,0,Rainy,0,14.52,Winter,297,8.95
2022-07-01,S003,P0010,Furniture,North,74,63,35,72.14,61.85,0,Sunny,0,66.47,Summer,302,40.57
2022-07-01,S003,P0019,Furniture,South,317,35,154,41.58,80.19,0,Sunny,1,75.71,Autumn,123,59.24
2022-07-01,S004,P0002,Toys,North,61,46,172,42.15,79.31,0,Sunny,1,80.4,Summer,317,53.48
2022-07-01,S004,P0008,Toys,East,231,72,186,75.46,32.77,0,Rainy,0,28.73,Spring,190,20.04
2022-07-01,S004,P0009,Clothing,South,442,186,97,202.77,48.29,0,Cloudy,1,45.31,Spring,335,31.54
2022-07-01,S004,P0011,Clothing,North,88,80,106,74.64,82.63,0,Snowy,1,82.31,Spring,309,47.27
2022-07-01,S004,P0016,Furniture,North,323,139,173,157.56,82.21,0,Rainy,0,83.05,Autumn,374,59.97
2022-07-01,S005,P0002,Electronics,West,406,297,38,295.38,71.78,0,Rainy,0,69.36,Autumn,350,44.03
2022-07-01,S005,P0005,Toys,South,140,131,130,138.96,60.88,0,Rainy,1,58.4,Spring,260,47.06
2022-07-01,S005,P0009,Furniture,West,213,182,122,176.48,25.51,0,Cloudy,1,24.02,Autumn,451,16.71
2022-07-01,S005,P0010,Furniture,South,260,164,151,155.35,61.24,0,Sunny,1,58.08,Summer,341,44.46
2022-07-01,S005,P0015,Electronics,East,206,161,141,172.67,63.13,0,Cloudy,0,60.01,Autumn,350,38.13
2022-07-01,S005,P0016,Furniture,North,170,111,168,105.03,38.22,0,Cloudy,0,41.87,Autumn,338,20.46
2022-07-01,S005,P0019,Furniture,East,60,33,155,33.96,31.44,0,Rainy,1,33.88,Spring,115,16.85
2022-07-01,S005,P0020,Groceries,West,248,126,28,122.01,38.55,0,Rainy,0,42.42,Winter,336,29.57
2022-08-01,S001,P0004,Toys,North,420,79,141,89.99,40.63,0,Rainy,0,40.25,Summer,229,22.7
2022-08-01,S001,P0013,Electronics,South,332,261,66,275.59,76.62,0,Rainy,0,75.03,Autumn,339,39.82
2022-08-01,S001,P0019,Furniture,South,440,127,69,136.09,12.22,0,Rainy,0,11.92,Winter,419,7.58
2022-08-01,S002,P0008,Electronics,South,405,278,65,269.15,74.62,0,Sunny,0,71.97,Autumn,529,42.61
2022-08-01,S002,P0009,Groceries,West,371,241,113,236.08,68.99,0,Sunny,0,73.06,Spring,380,48.03
2022-08-01,S002,P0011,Electronics,South,64,7,79,-2.99,92.43,0,Snowy,0,88.55,Spring,171,55.03
2022-08-01,S002,P0018,Clothing,South,471,351,36,341.29,97.91,0,Cloudy,0,93.15,Summer,637,54.42
2022-08-01,S003,P0004,Clothing,East,435,250,26,245.77,29.64,0,Cloudy,1,25.93,Autumn,320,19.29
2022-08-01,S003,P0007,Groceries,West,418,324,30,327.28,73.57,0,Sunny,1,69.12,Winter,511,58.83
2022-08-01,S003,P0009,Electronics,West,176,104,21,107.37,84.48,0,Rainy,1,88.15,Spring,354,59.42
2022-08-01,S003,P0013,Groceries,South,303,11,29,17.37,87.77,0,Sunny,1,85.3,Summer,237,49.81
2022-08-01,S003,P0015,Electronics,South,233,47,145,44.21,97.72,0,Cloudy,0,102.16,Winter,336,73.64
2022-08-01,S003,P0019,Toys,South,109,66,132,70.44,22.67,0,Snowy,0,25.4,Winter,346,16.37
2022-08-01,S004,P0010,Electronics,North,393,170,187,162.77,15.27,0,Cloudy,0,14.74,Spring,242,9.44
2022-08-01,S004,P0016,Electronics,North,329,163,56,166.53,81.94,0,Cloudy,1,79.28,Summer,325,47.54
2022-08-01,S005,P0013,Groceries,West,365,241,86,239.85,95.4,0,Sunny,1,91.51,Autumn,489,51.54
2022-08-01,S005,P0015,Groceries,South,307,230,20,241.79,96.08,0,Rainy,0,92.66,Autumn,485,76.65
2022-08-01,S005,P0019,Furniture,South,135,83,195,100.37,42.53,0,Snowy,1,46.54,Summer,215,31.82
2022-09-01,S001,P0001,Electronics,South,373,350,178,352.24,41.72,0,Sunny,1,38.68,Summer,510,28.24
2022-09-01,S001,P0005,Toys,North,471,343,32,353.75,83.56,0,Sunny,0,86.48,Spring,491,57.77
2022-09-01,S001,P0020,Toys,North,351,55,33,66.56,10.99,0,Cloudy,0,7.6,Spring,290,8.02
2022-09-01,S002,P0016,Furniture,North,219,178,114,179.94,52.98,0,Sunny,1,54.51,Winter,413,41.9
2022-09-01,S002,P0018,Furniture,West,96,95,63,103.86,45.68,0,Sunny,1,45.36,Autumn,289,30.2
2022-09-01,S003,P0001,Clothing,East,139,112,66,106.74,84.48,0,Snowy,0,89.23,Summer,335,49.67
2022-09-01,S003,P0005,Furniture,West,418,4,143,-1.33,60.22,0,Cloudy,1,58.63,Summer,190,37.84
2022-09-01,S003,P0017,Clothing,North,488,312,171,312.76,27.22,0,Snowy,0,24.53,Summer,470,20.24
2022-09-01,S004,P0001,Clothing,West,391,253,163,250.85,80.62,0,Rainy,0,79.01,Autumn,447,43.82
2022-09-01,S004,P0011,Furniture,East,203,156,75,153.2,34.38,0,Rainy,0,31.76,Autumn,313,25.81
2022-09-01,S004,P0015,Electronics,North,173,14,150,23.41,94.54,0,Rainy,1,89.88,Spring,265,66.54
2022-09-01,S005,P0003,Clothing,West,107,28,192,43.08,13.88,0,Sunny,0,11.35,Autumn,319,8.59
2022-09-01,S005,P0010,Toys,East,225,98,56,94.99,91.41,0,Snowy,1,92.16,Spring,208,49.69
2022-09-01,S005,P0012,Groceries,West,156,152,113,159.59,95.44,0,Cloudy,0,95.95,Autumn,306,72.99
2022-09-01,S005,P0016,Clothing,North,282,222,166,215.32,41.91,0,Snowy,1,46.88,Winter,476,23.82
2022-10-01,S001,P0007,Clothing,South,481,323,113,317.12,84.01,0,Rainy,0,82.9,Autumn,506,63.61
2022-10-01,S001,P0009,Toys,North,170,138,162,141.94,43.24,0,Cloudy,1,42.57,Spring,231,33.83
2022-10-01,S001,P0010,Clothing,East,324,113,82,111.02,63.67,0,Snowy,0,60.13,Autumn,335,33.48
2022-10-01,S001,P0011,Clothing,North,393,88,146,89.39,11.14,0,Cloudy,1,12.33,Spring,297,7.23
2022-10-01,S001,P0014,Furniture,West,282,269,139,288.12,24.95,0,Snowy,1,22.85,Autumn,365,17.78
2022-10-01,S001,P0017,Clothing,West,301,84,191,90.29,83.04,0,Cloudy,0,80.87,Spring,251,51.77
2022-10-01,S002,P0016,Electronics,South,355,71,149,63.71,44.98,0,Cloudy,1,46.57,Winter,238,28.24
2022-10-01,S003,P0004,Clothing,West,209,92,54,105.52,94.47,0,Snowy,0,92.82,Spring,365,65.98
2022-10-01,S003,P0007,Clothing,North,421,120,45,139.15,24.06,0,Sunny,1,27.82,Winter,271,18.1
2022-10-01,S003,P0011,Electronics,North,459,91,23,82.67,76.21,0,Cloudy,0,74.7,Spring,257,39.2
2022-10-01,S003,P0013,Furniture,East,436,67,123,82.23,87.82,0,Cloudy,0,83.78,Winter,238,56.7
2022-10-01,S003,P0019,Clothing,West,408,170,20,164.18,95.52,0,Cloudy,0,93.62,Summer,279,74.37
2022-10-01,S004,P0001,Groceries,East,310,280,145,279.05,20.82,0,Cloudy,0,17.27,Winter,357,15.67
2022-10-01,S004,P0002,Clothing,East,248,236,82,243.09,96.0,0,Snowy,0,98.28,Winter,505,49.15
2022-10-01,S004,P0003,Toys,West,161,107,53,101.45,85.09,0,Rainy,1,82.52,Summer,257,57.54
2022-10-01,S004,P0006,Toys,North,130,102,94,110.85,23.47,0,Sunny,0,28.37,Spring,343,11.75
2022-10-01,S004,P0010,Groceries,South,359,259,26,250.33,89.31,0,Rainy,1,88.85,Autumn,453,54.48
2022-10-01,S004,P0016,Clothing,West,419,201,141,202.21,78.7,0,Cloudy,1,82.16,Winter,470,53.99
2022-10-01,S005,P0006,Clothing,South,142,112,180,131.57,86.12,0,Rainy,0,82.46,Summer,208,66.15
2022-10-01,S005,P0007,Furniture,East,157,140,110,133.11,81.91,0,Cloudy,0,81.5,Winter,342,47.91
2022-10-01,S005,P0013,Groceries,East,276,176,120,183.7,33.77,0,Snowy,0,30.48,Spring,334,26.9
2022-10-01,S005,P0015,Furniture,West,494,300,31,311.48,61.44,0,Sunny,0,60.36,Winter,468,35.97
2022-10-01,S005,P0020,Toys,West,372,176,182,183.29,15.56,0,Sunny,1,19.15,Summer,371,10.8
2022-11-01,S001,P0006,Groceries,South,357,259,185,273.03,78.72,0,Sunny,1,81.3,Spring,334,47.17
2022-11-01,S001,P0014,Toys,South,217,57,69,57.46,26.07,0,Sunny,0,22.55,Winter,267,13.5
2022-11-01,S001,P0015,Clothing,North,51,38,196,48.25,27.47,0,Rainy,1,24.16,Spring,185,21.86
2022-11-01,S001,P0019,Clothing,South,417,410,96,425.75,10.17,0,Rainy,0,9.52,Winter,608,6.34
2022-11-01,S002,P0007,Electronics,West,211,6,191,3.26,30.24,0,Sunny,0,33.1,Summer,188,19.68
2022-11-01,S002,P0008,Electronics,North,308,22,108,12.51,35.64,0,Snowy,0,40.16,Summer,173,25.47
2022-11-01,S002,P0011,Clothing,West,319,314,187,318.2,41.52,0,Snowy,1,46.04,Autumn,386,32.0
2022-11-01,S002,P0013,Toys,South,383,379,167,374.54,53.87,0,Rainy,0,53.47,Spring,481,31.02
2022-11-01,S002,P0014,Electronics,South,486,241,24,242.04,44.65,0,Snowy,0,42.28,Summer,455,22.86
2022-11-01,S003,P0001,Clothing,North,366,6,147,7.29,42.12,0,Sunny,0,46.51,Spring,256,31.65
2022-11-01,S003,P0005,Groceries,West,378,94,44,90.4,71.51,0,Rainy,1,71.49,Spring,316,40.25
2022-11-01,S003,P0009,Furniture,South,119,29,157,45.21,61.5,0,Sunny,0,63.52,Spring,271,46.26
2022-11-01,S003,P0012,Toys,West,430,405,175,424.34,69.5,0,Cloudy,0,67.32,Summer,486,45.68
2022-11-01,S003,P0013,Electronics,East,489,3,41,1.28,54.68,0,Snowy,1,53.19,Summer,86,36.89
2022-11-01,S004,P0001,Electronics,East,147,45,129,41.43,54.34,0,Rainy,1,53.68,Autumn,276,38.32
2022-11-01,S004,P0002,Furniture,West,322,94,183,89.52,80.99,0,Rainy,0,83.43,Autumn,261,42.76
2022-11-01,S004,P0003,Groceries,West,366,175,25,193.59,42.72,0,Rainy,0,38.37,Spring,227,25.23
2022-11-01,S004,P0010,Clothing,East,475,386,89,384.19,16.38,0,Cloudy,1,14.52,Autumn,568,12.21
2022-11-01,S004,P0016,Furniture,South,192,186,181,179.93,47.55,0,Cloudy,0,45.4,Winter,282,29.92
2022-11-01,S005,P0007,Toys,North,143,82,177,86.28,61.03,0,Sunny,0,60.86,Summer,323,32.76
2022-11-01,S005,P0010,Electronics,South,170,50,87,68.65,77.8,0,Cloudy,0,75.62,Winter,149,61.89
2022-11-01,S005,P0020,Groceries,South,384,155,177,154.7,77.59,0,Cloudy,0,78.87,Winter,453,54.47
2022-12-01,S001,P0001,Toys,South,145,104,189,100.32,92.92,0,Snowy,0,97.59,Winter,319,48.78
2022-12-01,S001,P0003,Clothing,West,207,164,33,169.01,14.77,0,Cloudy,1,17.97,Autumn,429,11.42
2022-12-01,S001,P0007,Toys,East,471,152,141,161.91,66.26,0,Sunny,1,62.28,Spring,307,48.59
2022-12-01,S001,P0008,Clothing,West,432,0,33,-3.55,55.07,0,Cloudy,0,51.15,Autumn,100,40.26
2022-12-01,S001,P0010,Toys,West,275,3,124,17.98,82.89,0,Snowy,0,82.08,Spring,185,43.6
2022-12-01,S002,P0007,Clothing,East,144,46,82,53.42,97.34,0,Sunny,1,95.07,Spring,330,51.67
2022-12-01,S002,P0011,Groceries,West,466,62,53,73.3,67.49,0,Cloudy,1,66.29,Autumn,226,47.58
2022-12-01,S003,P0004,Electronics,North,77,64,156,83.42,91.29,0,Cloudy,0,95.37,Summer,245,72.72
2022-12-01,S003,P0007,Clothing,East,121,8,81,24.27,42.01,0,Sunny,1,42.25,Summer,252,23.64
2022-12-01,S003,P0012,Furniture,East,495,328,97,329.15,83.85,0,Rainy,0,88.8,Winter,537,49.2
2022-12-01,S003,P0014,Groceries,North,419,104,183,96.74,56.87,0,Snowy,1,52.16,Autumn,214,40.19
2022-12-01,S003,P0015,Clothing,West,370,89,149,84.22,47.97,0,Snowy,1,46.72,Winter,260,34.24
2022-12-01,S003,P0016,Furniture,West,136,114,148,129.96,56.47,0,Snowy,1,56.87,Spring,214,33.2
2022-12-01,S004,P0003,Furniture,West,280,31,80,44.78,96.29,0,Cloudy,1,91.64,Winter,141,62.08
2022-12-01,S004,P0012,Groceries,South,285,141,176,156.95,46.66,0,Rainy,0,43.93,Winter,236,35.22
2022-12-01,S004,P0017,Clothing,East,435,400,55,412.14,10.15,0,Sunny,1,9.8,Autumn,494,5.15
2022-12-01,S004,P0019,Groceries,East,209,96,70,113.57,27.43,0,Sunny,0,25.35,Spring,218,16.71
2022-12-01,S005,P0011,Toys,North,198,170,21,170.13,54.66,0,Sunny,0,52.58,Summer,280,38.09
2022-12-01,S005,P0014,Clothing,East,345,132,26,132.99,43.4,0,Cloudy,0,45.48,Autumn,217,29.39
