date,store_id,product_id,category,region,inventory_level,units_sold,units_ordered,demand_forecast,price,discount,weather_condition,holiday_promotion,competitor_pricing,seasonality,visitors,cost,discounted_price,profit_margin,margin_percent,revenue,demand_ratio,inventory_pressure,stock_remaining,competitor_gap,conversion_rate,price_demand_ratio,traffic_intensity,day_of_week,month,is_weekend
2022-01-01,S004,P0011,Electronics,West,205,46,27,46.65,54.84,0,Sunny,1,57.76,Spring,185,42.33,54.84,12.510000000000005,0.22811816192560183,2522.6400000000003,0.9860664523043945,4.361702127659575,159,-2.9199999999999946,0.24731182795698925,1.1508919202518364,0.6039722119217629,5.0,1.0,1
2022-01-01,S004,P0013,Furniture,East,191,56,65,54.47,61.81,0,Sunny,0,63.92,Autumn,235,46.22,61.81,15.590000000000003,0.25222455913282643,3461.36,1.0280888562511474,3.3508771929824563,135,-2.1099999999999994,0.23728813559322035,1.1142960158644313,0.7672079448735907,5.0,1.0,1
2022-01-01,S004,P0017,Electronics,South,203,46,75,55.12,25.55,0,Rainy,0,28.07,Winter,283,13.15,25.55,12.4,0.48532289628180036,1175.3,0.8345428156748912,4.319148936170213,157,-2.5199999999999996,0.1619718309859155,0.4552744119743407,0.9239142485073454,5.0,1.0,1
2022-02-01,S001,P0006,Furniture,East,471,58,32,51.57,47.56,0,Snowy,1,46.82,Summer,155,24.3,47.56,23.26,0.48906644238856184,2758.48,1.1246848943184022,7.983050847457627,413,0.740000000000002,0.3717948717948718,0.9046984972417729,0.5060307721506662,1.0,2.0,0
2022-02-01,S001,P0011,Furniture,East,215,12,173,16.92,53.84,0,Cloudy,1,53.79,Spring,310,32.98,53.84,20.860000000000007,0.3874442793462111,646.08,0.7092198581560283,16.53846153846154,203,0.05000000000000426,0.03858520900321544,3.0044642857142856,1.0120615443013323,1.0,2.0,0
2022-02-01,S001,P0014,Electronics,West,84,25,20,23.36,31.41,0,Cloudy,1,28.6,Spring,287,22.42,31.41,8.989999999999998,0.2862145813435211,785.25,1.0702054794520548,3.230769230769231,59,2.8099999999999987,0.08680555555555555,1.2894088669950738,0.9369731071434916,1.0,2.0,0
2022-02-01,S001,P0020,Electronics,North,221,174,168,187.49,97.88,0,Snowy,0,99.5,Autumn,247,76.44,97.88,21.439999999999998,0.21904372701266855,17031.12,0.9280494959731185,1.262857142857143,47,-1.6200000000000045,0.7016129032258065,0.5192848426972253,0.8063845207820294,1.0,2.0,0
2022-02-01,S002,P0004,Groceries,South,131,88,109,100.61,68.71,0,Snowy,0,69.34,Spring,261,38.42,68.71,30.289999999999992,0.4408383059234463,6046.48,0.8746645462677666,1.4719101123595506,43,-0.6300000000000097,0.33587786259541985,0.6762129711642554,0.8520905260085412,1.0,2.0,0
2022-02-01,S002,P0006,Groceries,East,344,273,154,273.1,79.38,0,Rainy,0,77.28,Autumn,363,52.19,79.38,27.189999999999998,0.3425296044343663,21670.739999999998,0.9996338337605272,1.2554744525547445,71,2.0999999999999943,0.75,0.28960233491426485,1.18509142123027,1.0,2.0,0
2022-02-01,S002,P0009,Electronics,North,296,197,157,195.61,30.5,0,Sunny,0,28.86,Spring,291,20.56,30.5,9.940000000000001,0.32590163934426236,6008.5,1.007105976177087,1.494949494949495,99,1.6400000000000006,0.6746575342465754,0.15512944407710696,0.9500319657796378,1.0,2.0,0
2022-02-01,S002,P0011,Furniture,East,308,154,22,169.13,88.62,0,Cloudy,0,86.3,Winter,292,70.85,88.62,17.77000000000001,0.20051907018731674,13647.480000000001,0.9105421864837699,1.9870967741935484,154,2.3200000000000074,0.5255972696245734,0.5208957855757362,0.9532966804386743,1.0,2.0,0
2022-02-01,S002,P0015,Toys,North,353,106,191,110.49,70.59,0,Cloudy,1,75.27,Winter,284,45.87,70.59,24.720000000000006,0.3501912452188696,7482.54,0.9593628382659065,3.2990654205607477,247,-4.679999999999993,0.3719298245614035,0.6331509552426228,0.9271789631663819,1.0,2.0,0
2022-02-01,S002,P0020,Clothing,South,222,78,42,76.55,64.99,0,Sunny,1,65.4,Summer,266,34.58,64.99,30.409999999999997,0.46791814125250036,5069.219999999999,1.0189418680600915,2.810126582278481,144,-0.4100000000000108,0.29213483146067415,0.8380399742101869,0.8684140993037239,1.0,2.0,0
2022-02-01,S003,P0002,Groceries,East,175,2,140,-3.4,87.5,0,Rainy,0,91.2,Autumn,132,60.79,87.5,26.71,0.3052571428571429,175.0,-0.5882352941176471,58.333333333333336,173,-3.700000000000003,0.015037593984962405,-36.458333333333336,0.4309423349928254,1.0,2.0,0
2022-02-01,S003,P0006,Groceries,East,302,93,33,106.58,97.74,0,Cloudy,0,97.69,Winter,175,56.36,97.74,41.379999999999995,0.4233681195007162,9089.82,0.8725839744792644,3.2127659574468086,209,0.04999999999999716,0.5284090909090909,0.9085331846068042,0.5713250653313973,1.0,2.0,0
2022-02-01,S003,P0009,Electronics,West,219,140,196,139.46,88.97,0,Snowy,1,91.53,Spring,423,58.19,88.97,30.78,0.3459593121276835,12455.8,1.0038720780152015,1.553191489361702,79,-2.5600000000000023,0.330188679245283,0.6334187669087284,1.3809743007724633,1.0,2.0,0
2022-02-01,S003,P0014,Toys,North,420,368,71,384.47,66.51,0,Cloudy,0,70.84,Spring,552,39.23,66.51,27.28000000000001,0.41016388513005575,24475.68,0.9571618071631076,1.1382113821138211,52,-4.329999999999998,0.6654611211573237,0.17254261031986926,1.8021224917881788,1.0,2.0,0
2022-02-01,S004,P0002,Electronics,East,283,45,156,46.65,59.38,0,Sunny,1,62.4,Spring,245,43.77,59.38,15.61,0.26288312563152577,2672.1,0.9646302250803859,6.1521739130434785,238,-3.019999999999996,0.18292682926829268,1.2461699895068206,0.7998550914639563,1.0,2.0,0
2022-02-01,S004,P0003,Clothing,East,347,89,122,87.77,48.18,0,Sunny,1,49.64,Spring,200,25.25,48.18,22.93,0.4759236197592362,4288.0199999999995,1.0140138999658197,3.8555555555555556,258,-1.4600000000000009,0.4427860696517413,0.5427509293680297,0.6529429318073112,1.0,2.0,0
2022-02-01,S004,P0014,Electronics,East,472,16,166,28.75,82.64,0,Cloudy,0,78.35,Autumn,166,54.15,82.64,28.490000000000002,0.3447483059051307,1322.24,0.5565217391304348,27.764705882352942,456,4.290000000000006,0.09580838323353294,2.7778151260504202,0.5419426334000683,1.0,2.0,0
2022-02-01,S004,P0016,Clothing,West,215,178,111,180.76,61.41,0,Sunny,0,61.32,Spring,433,45.04,61.41,16.369999999999997,0.26656896270965635,10930.98,0.9847311352069043,1.2011173184357542,37,0.0899999999999963,0.41013824884792627,0.3378631161971831,1.4136214473628288,1.0,2.0,0
2022-02-01,S004,P0018,Furniture,South,198,27,62,25.51,89.33,0,Sunny,0,89.63,Spring,77,55.38,89.33,33.949999999999996,0.3800514944587484,2411.91,1.058408467267738,7.071428571428571,171,-0.29999999999999716,0.34615384615384615,3.3696718219539794,0.2513830287458148,1.0,2.0,0
2022-02-01,S005,P0015,Clothing,West,289,60,83,52.77,63.26,0,Rainy,1,61.02,Autumn,340,33.41,63.26,29.85,0.471862156180841,3795.6,1.1370096645821488,4.737704918032787,229,2.239999999999995,0.17595307917888564,1.1764924679189137,1.110002984072429,1.0,2.0,0
2022-03-01,S001,P0002,Clothing,East,282,199,70,193.26,54.02,0,Cloudy,0,52.91,Spring,399,30.78,54.02,23.240000000000002,0.43021103295075896,10749.980000000001,1.029700921039015,1.41,83,1.1100000000000065,0.4975,0.27808092247503347,1.302621148955586,1.0,3.0,0
2022-03-01,S001,P0004,Electronics,East,239,214,51,228.51,10.19,0,Cloudy,1,7.82,Winter,500,5.68,10.19,4.51,0.44259077526987245,2180.66,0.9365016848277975,1.1116279069767443,25,2.369999999999999,0.42714570858283435,0.04439893686549606,1.632357329518278,1.0,3.0,0
2022-03-01,S001,P0005,Groceries,West,368,165,56,170.76,95.54,0,Sunny,0,91.29,Spring,357,57.86,95.54,37.68000000000001,0.39438978438350436,15764.1,0.966268446943078,2.216867469879518,203,4.25,0.46089385474860334,0.5562412668840243,1.1655031332760506,1.0,3.0,0
2022-03-01,S001,P0011,Groceries,East,252,3,98,5.18,60.52,0,Cloudy,0,62.72,Autumn,123,30.27,60.52,30.250000000000004,0.4998347653668209,181.56,0.5791505791505792,63.0,249,-2.1999999999999957,0.024193548387096774,9.792880258899677,0.4015599030614964,1.0,3.0,0
2022-03-01,S001,P0019,Furniture,South,240,193,171,203.45,56.91,0,Sunny,1,54.2,Spring,304,45.0,56.91,11.909999999999997,0.20927780706378488,10983.63,0.948636028508233,1.2371134020618557,47,2.7099999999999937,0.6327868852459017,0.2783565663976522,0.992473256347113,1.0,3.0,0
2022-03-01,S002,P0001,Toys,North,405,96,171,100.82,48.08,0,Rainy,1,49.4,Autumn,390,32.61,48.08,15.469999999999999,0.32175540765391014,4615.68,0.9521920253917874,4.175257731958763,309,-1.3200000000000003,0.24552429667519182,0.4722058534669024,1.273238717024257,1.0,3.0,0
2022-03-01,S002,P0005,Groceries,West,327,313,194,326.56,29.74,0,Snowy,1,31.67,Winter,470,23.47,29.74,6.27,0.21082716879623403,9308.619999999999,0.9584762371386575,1.0414012738853504,14,-1.9300000000000033,0.6645435244161358,0.09079252656001953,1.5344158897471813,1.0,3.0,0
2022-03-01,S002,P0009,Groceries,South,288,191,29,207.27,58.59,0,Cloudy,0,60.98,Summer,430,41.91,58.59,16.680000000000007,0.28469022017409124,11190.69,0.9215033531142953,1.5,97,-2.3899999999999935,0.4431554524361949,0.28131752052624,1.4038273033857191,1.0,3.0,0
2022-03-01,S002,P0010,Electronics,West,270,185,150,192.21,95.48,0,Rainy,1,91.76,Winter,309,64.27,95.48,31.210000000000008,0.3268747381650608,17663.8,0.9624889443837469,1.4516129032258065,85,3.719999999999999,0.5967741935483871,0.494177320014492,1.0087968296422958,1.0,3.0,0
2022-03-01,S002,P0014,Groceries,West,298,233,143,245.02,20.37,0,Rainy,1,23.3,Spring,374,12.41,20.37,7.960000000000001,0.3907707412862052,4746.21,0.9509427801812097,1.2735042735042734,65,-2.9299999999999997,0.6213333333333333,0.08279814649215511,1.221003282479672,1.0,3.0,0
2022-03-01,S002,P0015,Furniture,West,193,187,57,177.8,46.25,0,Snowy,0,49.2,Spring,453,31.38,46.25,14.870000000000001,0.32151351351351354,8648.75,1.0517435320584927,1.0265957446808511,6,-2.950000000000003,0.4118942731277533,0.25866890380313196,1.4789157405435598,1.0,3.0,0
2022-03-01,S003,P0002,Groceries,North,405,353,74,355.08,17.36,0,Cloudy,1,17.32,Spring,592,13.17,17.36,4.1899999999999995,0.24135944700460826,6128.08,0.9941421651458827,1.1440677966101696,52,0.03999999999999915,0.5952782462057336,0.04875308919343968,1.9327110781496413,1.0,3.0,0
2022-03-01,S003,P0005,Clothing,East,311,147,29,154.97,65.77,0,Cloudy,1,61.06,Spring,401,33.94,65.77,31.83,0.4839592519385738,9668.189999999999,0.9485706911015035,2.1013513513513513,164,4.709999999999994,0.3656716417910448,0.42168365711354744,1.309150578273659,1.0,3.0,0
2022-03-01,S003,P0007,Furniture,West,277,54,126,48.62,98.9,0,Cloudy,0,97.62,Summer,106,77.54,98.9,21.36,0.2159757330637007,5340.6,1.1106540518305226,5.036363636363636,223,1.2800000000000011,0.5046728971962616,1.9931479242241035,0.34605975385787496,1.0,3.0,0
2022-03-01,S003,P0009,Toys,South,241,179,135,198.59,42.07,0,Snowy,1,37.66,Winter,426,31.84,42.07,10.23,0.24316615165200856,7530.53,0.9013545495745002,1.3388888888888888,62,4.410000000000004,0.41920374707259955,0.21078210331178918,1.390768444749573,1.0,3.0,0
2022-03-01,S003,P0010,Furniture,South,186,175,75,177.8,95.89,0,Rainy,1,96.19,Autumn,424,56.95,95.89,38.94,0.40609031181562205,16780.75,0.9842519685039369,1.0568181818181819,11,-0.29999999999999716,0.4117647058823529,0.5362975391498881,1.3842390154314999,1.0,3.0,0
2022-03-01,S003,P0013,Groceries,South,268,43,78,49.77,49.23,0,Rainy,1,47.75,Spring,154,28.71,49.23,20.519999999999996,0.4168190127970749,2116.89,0.8639742816958006,6.090909090909091,225,1.4799999999999969,0.27741935483870966,0.9696671262556626,0.5027660574916296,1.0,3.0,0
2022-03-01,S003,P0015,Electronics,South,495,399,86,390.1,60.83,0,Cloudy,1,60.34,Spring,673,46.18,60.83,14.649999999999999,0.24083511425283574,24271.17,1.0228146629069468,1.2375,96,0.4899999999999949,0.5919881305637982,0.15553566862694962,2.197152965531602,1.0,3.0,0
2022-03-01,S004,P0002,Groceries,West,228,163,161,161.48,81.57,0,Cloudy,1,77.66,Winter,330,56.09,81.57,25.47999999999999,0.3123697437783498,13295.909999999998,1.0094129303938568,1.3902439024390243,65,3.9099999999999966,0.49244712990936557,0.5020310192023634,1.0773558374820635,1.0,3.0,0
2022-03-01,S004,P0004,Groceries,East,211,150,20,167.75,60.11,0,Rainy,1,62.3,Summer,295,42.5,60.11,17.61,0.2929629013475295,9016.5,0.8941877794336811,1.3973509933774835,61,-2.1899999999999977,0.5067567567567568,0.3562074074074074,0.9630908244157841,1.0,3.0,0
2022-03-01,S004,P0010,Electronics,West,467,143,183,139.44,23.73,0,Snowy,0,21.84,Winter,433,13.16,23.73,10.57,0.44542772861356933,3393.39,1.025530694205393,3.2430555555555554,324,1.8900000000000006,0.3294930875576037,0.16896895471375678,1.4136214473628288,1.0,3.0,0
2022-03-01,S004,P0014,Groceries,East,301,165,34,160.46,60.58,0,Sunny,1,58.02,Winter,253,42.36,60.58,18.22,0.30075932651039944,9995.699999999999,1.0282936557397482,1.8132530120481927,136,2.559999999999995,0.6496062992125984,0.37520128824476645,0.8259728087362487,1.0,3.0,0
2022-03-01,S004,P0015,Groceries,South,423,85,73,95.5,73.48,0,Rainy,0,77.0,Spring,264,52.61,73.48,20.870000000000005,0.28402286336418076,6245.8,0.8900523560209425,4.9186046511627906,338,-3.519999999999996,0.32075471698113206,0.7614507772020725,0.8618846699856508,1.0,3.0,0
2022-03-01,S004,P0018,Electronics,South,467,270,108,270.37,46.93,0,Snowy,0,46.83,Winter,420,27.11,46.93,19.82,0.4223311314724057,12671.1,0.9986315049746644,1.7232472324723247,197,0.10000000000000142,0.6413301662707839,0.172937318052843,1.3711801567953537,1.0,3.0,0
2022-03-01,S004,P0019,Toys,North,140,1,47,-3.91,80.41,0,Snowy,0,76.9,Winter,163,44.45,80.41,35.959999999999994,0.4472080586991667,80.41,-0.2557544757033248,70.0,139,3.509999999999991,0.006097560975609756,-27.63230240549828,0.5321484894229587,1.0,3.0,0
2022-03-01,S005,P0001,Groceries,North,159,3,145,18.12,36.3,0,Snowy,0,34.96,Winter,133,22.06,36.3,14.239999999999998,0.39228650137741045,108.89999999999999,0.16556291390728475,39.75,156,1.3399999999999963,0.022388059701492536,1.8985355648535562,0.43420704965186196,1.0,3.0,0
2022-03-01,S005,P0011,Groceries,North,119,40,151,43.92,74.14,0,Cloudy,1,69.67,Winter,314,57.07,74.14,17.07,0.2302400863231724,2965.6,0.9107468123861566,2.902439024390244,79,4.469999999999999,0.12698412698412698,1.6504897595725734,1.0251204029374785,1.0,3.0,0
2022-03-01,S005,P0018,Toys,North,376,36,53,43.47,38.42,0,Snowy,1,35.98,Winter,303,30.32,38.42,8.100000000000001,0.21082769390942221,1383.1200000000001,0.8281573498964804,10.162162162162161,340,2.440000000000005,0.11842105263157894,0.8639532268945357,0.9892085416880765,1.0,3.0,0
2022-04-01,S001,P0011,Toys,South,421,30,33,49.2,24.21,0,Sunny,0,25.48,Spring,148,16.79,24.21,7.420000000000002,0.3064849235852954,726.3000000000001,0.6097560975609756,13.580645161290322,391,-1.2699999999999996,0.20134228187919462,0.48227091633466135,0.4831777695374103,4.0,4.0,0
2022-04-01,S001,P0017,Toys,West,353,348,36,349.59,53.02,0,Cloudy,1,57.08,Autumn,637,41.63,53.02,11.39,0.2148245944926443,18450.960000000003,0.9954518149832662,1.011461318051576,5,-4.059999999999995,0.5454545454545454,0.15123078239539064,2.079623237806286,4.0,4.0,0
2022-04-01,S001,P0020,Electronics,North,153,49,139,44.55,10.93,0,Snowy,1,10.76,Winter,299,8.24,10.93,2.6899999999999995,0.24611161939615733,535.5699999999999,1.0998877665544333,3.06,104,0.16999999999999993,0.16333333333333333,0.23995609220636663,0.9761496830519303,4.0,4.0,0
2022-04-01,S002,P0004,Toys,East,289,11,21,26.96,58.13,0,Sunny,1,61.63,Summer,268,34.57,58.13,23.560000000000002,0.40529846894890764,639.4300000000001,0.40801186943620177,24.083333333333332,278,-3.5,0.040892193308550186,2.079041487839771,0.874943528621797,4.0,4.0,0
2022-04-01,S002,P0006,Clothing,West,118,81,139,88.67,33.96,0,Sunny,0,29.22,Summer,133,20.15,33.96,13.810000000000002,0.4066548881036514,2750.76,0.913499492500282,1.4390243902439024,37,4.740000000000002,0.6044776119402985,0.37872198059551687,0.43420704965186196,4.0,4.0,0
2022-04-01,S002,P0012,Electronics,North,74,61,87,67.72,94.85,0,Cloudy,0,93.92,Winter,305,59.3,94.85,35.55,0.37480231945176595,5785.849999999999,0.9007678676904902,1.1935483870967742,13,0.9299999999999926,0.19934640522875818,1.3802386495925494,0.9957379710061496,4.0,4.0,0
2022-04-01,S002,P0020,Furniture,East,403,349,42,340.49,21.47,0,Rainy,0,17.22,Winter,566,12.89,21.47,8.579999999999998,0.3996273870517,7493.03,1.0249933918764134,1.1514285714285715,54,4.25,0.6155202821869489,0.06287153357345748,1.8478284970146908,4.0,4.0,0
2022-04-01,S003,P0006,Electronics,East,328,308,113,323.67,18.48,0,Rainy,1,17.76,Autumn,368,9.76,18.48,8.72,0.47186147186147187,5691.84,0.9515864924151141,1.0614886731391586,20,0.7199999999999989,0.8346883468834688,0.056919333477069026,1.2014149945254526,4.0,4.0,0
2022-04-01,S003,P0014,Clothing,East,228,79,158,75.88,85.33,0,Sunny,1,82.64,Spring,170,49.58,85.33,35.75,0.41896167819055435,6741.07,1.0411175540326834,2.85,149,2.6899999999999977,0.4619883040935672,1.1099115504682622,0.5550014920362145,4.0,4.0,0
2022-04-01,S003,P0017,Toys,West,355,236,26,248.1,53.81,0,Rainy,0,49.72,Winter,429,28.13,53.81,25.680000000000003,0.47723471473703777,12699.16,0.9512293430068521,1.4978902953586497,119,4.090000000000003,0.5488372093023256,0.21601766358892013,1.4005625887266826,4.0,4.0,0
2022-04-01,S003,P0019,Groceries,North,172,32,160,26.96,38.2,0,Rainy,0,38.42,Summer,193,23.87,38.2,14.330000000000002,0.37513089005235606,1222.4,1.1869436201780414,5.212121212121212,140,-0.21999999999999886,0.16494845360824742,1.3662374821173104,0.6300899291940554,4.0,4.0,0
2022-04-01,S004,P0006,Groceries,South,499,138,175,128.04,50.26,0,Cloudy,1,47.5,Autumn,235,25.63,50.26,24.63,0.4900517309988062,6935.88,1.0777881911902532,3.5899280575539567,361,2.759999999999998,0.5847457627118644,0.3894916305021699,0.7672079448735907,4.0,4.0,0
2022-04-01,S004,P0016,Groceries,West,129,92,73,89.92,25.69,0,Sunny,0,27.17,Autumn,189,14.01,25.69,11.680000000000001,0.45465161541455823,2363.48,1.0231316725978647,1.3870967741935485,37,-1.4800000000000004,0.4842105263157895,0.28255609326880776,0.6170310705579091,4.0,4.0,0
2022-04-01,S005,P0011,Toys,West,237,78,192,77.14,39.15,0,Snowy,1,35.15,Autumn,231,25.85,39.15,13.299999999999997,0.33971902937420173,3053.7,1.011148561057817,3.0,159,4.0,0.33620689655172414,0.5010238034297415,0.7541490862374445,4.0,4.0,0
2022-05-01,S001,P0005,Furniture,West,405,192,76,193.38,46.13,0,Cloudy,0,42.56,Spring,404,33.19,46.13,12.940000000000005,0.28051159765879047,8856.960000000001,0.9928637914986038,2.098445595854922,213,3.5700000000000003,0.4740740740740741,0.2373186541825291,1.3189447222507686,6.0,5.0,1
2022-05-01,S001,P0006,Toys,North,338,158,139,168.84,60.2,0,Rainy,1,57.13,Winter,415,43.63,60.2,16.57,0.27524916943521593,9511.6,0.9357972044539209,2.1257861635220126,180,3.0700000000000003,0.3798076923076923,0.35445124823363167,1.3548565835001707,6.0,5.0,1
2022-05-01,S001,P0013,Toys,East,370,57,24,55.73,83.3,0,Snowy,0,82.46,Summer,248,49.49,83.3,33.809999999999995,0.4058823529411764,4748.099999999999,1.0227884442849453,6.379310344827586,313,0.8400000000000034,0.2289156626506024,1.4683588930019391,0.8096492354410659,6.0,5.0,1
2022-05-01,S002,P0005,Clothing,West,241,209,36,212.58,87.11,0,Cloudy,1,83.23,Spring,434,66.52,87.11,20.590000000000003,0.23636781081391348,18205.99,0.9831592812117791,1.1476190476190475,32,3.8799999999999955,0.4804597701149425,0.4078565408746137,1.4168861620218653,6.0,5.0,1
2022-05-01,S002,P0008,Clothing,East,483,148,111,145.1,41.24,0,Cloudy,1,44.9,Autumn,312,31.4,41.24,9.840000000000003,0.23860329776915623,6103.52,1.019986216402481,3.2416107382550337,335,-3.6599999999999966,0.4728434504792332,0.28227241615331966,1.0185909736194054,6.0,5.0,1
2022-05-01,S003,P0001,Electronics,West,388,53,55,47.35,93.06,0,Snowy,1,88.15,Summer,129,67.85,93.06,25.210000000000008,0.2709004943047497,4932.18,1.1193241816261879,7.185185185185185,335,4.909999999999997,0.4076923076923077,1.9247156153050673,0.4211481910157157,6.0,5.0,1
2022-05-01,S003,P0003,Furniture,East,370,146,68,155.15,25.75,0,Rainy,1,30.21,Summer,216,19.97,25.75,5.780000000000001,0.22446601941747577,3759.5,0.941024814695456,2.5170068027210886,224,-4.460000000000001,0.6728110599078341,0.16490553954530898,0.7051783663518961,6.0,5.0,1
2022-05-01,S003,P0006,Furniture,East,314,225,135,220.06,93.81,0,Snowy,0,89.3,Autumn,302,64.54,93.81,29.269999999999996,0.3120136446007888,21107.25,1.0224484231573208,1.3893805309734513,89,4.510000000000005,0.7425742574257426,0.4243644259477065,0.9859438270290399,6.0,5.0,1
2022-05-01,S003,P0015,Furniture,South,278,25,81,28.28,86.8,0,Snowy,0,90.41,Autumn,109,51.1,86.8,35.699999999999996,0.41129032258064513,2170.0,0.884016973125884,10.692307692307692,253,-3.6099999999999994,0.22727272727272727,2.9644808743169397,0.3558538978349846,6.0,5.0,1
2022-05-01,S003,P0017,Toys,East,192,28,175,18.54,29.03,0,Snowy,0,25.22,Summer,126,16.57,29.03,12.46,0.42921116086806754,812.84,1.5102481121898599,6.620689655172414,164,3.8100000000000023,0.2204724409448819,1.485670419651996,0.41135404703860606,6.0,5.0,1
2022-05-01,S003,P0019,Toys,West,308,149,35,167.46,31.18,0,Sunny,1,34.2,Winter,370,24.94,31.18,6.239999999999998,0.20012828736369462,4645.82,0.8897647199331183,2.0533333333333332,159,-3.020000000000003,0.40161725067385445,0.18508844829633148,1.2079444238435257,6.0,5.0,1
2022-05-01,S004,P0009,Toys,North,348,325,97,321.15,89.52,0,Rainy,0,87.3,Summer,411,65.69,89.52,23.83,0.2661974977658624,29094.0,1.0119881675229645,1.0674846625766872,23,2.219999999999999,0.7888349514563107,0.27788297376998294,1.3417977248640245,6.0,5.0,1
2022-05-01,S004,P0010,Groceries,East,412,53,75,72.67,12.89,0,Snowy,1,13.92,Autumn,126,7.16,12.89,5.73,0.4445306439100078,683.1700000000001,0.7293243429200496,7.62962962962963,359,-1.0299999999999994,0.41732283464566927,0.17496945839554773,0.41135404703860606,6.0,5.0,1
2022-05-01,S004,P0013,Electronics,West,400,95,86,113.09,89.52,0,Cloudy,0,91.76,Autumn,190,48.48,89.52,41.04,0.45844504021447724,8504.4,0.8400389070651693,4.166666666666667,305,-2.240000000000009,0.4973821989528796,0.7846437023402576,0.6202957852169456,6.0,5.0,1
2022-05-01,S004,P0016,Electronics,North,421,324,27,318.43,60.8,0,Rainy,1,58.01,Spring,472,46.74,60.8,14.059999999999995,0.23124999999999993,19699.2,1.017492070470747,1.2953846153846154,97,2.789999999999999,0.6849894291754757,0.19033904141752495,1.5409453190652544,6.0,5.0,1
2022-05-01,S005,P0006,Groceries,South,392,62,125,68.41,12.38,0,Rainy,1,16.24,Summer,239,8.1,12.38,4.280000000000001,0.34571890145395806,767.5600000000001,0.9063002485016811,6.222222222222222,330,-3.8599999999999977,0.25833333333333336,0.17836046679152862,0.7802668035097369,6.0,5.0,1
2022-06-01,S001,P0002,Furniture,East,262,230,114,228.65,47.32,0,Rainy,0,45.33,Winter,473,28.01,47.32,19.31,0.40807269653423495,10883.6,1.0059042204242292,1.1341991341991342,32,1.990000000000002,0.48523206751054854,0.20605268887437406,1.544210033724291,2.0,6.0,0
