date,store_id,product_id,category,region,inventory_level,units_sold,units_ordered,demand_forecast,price,discount,weather_condition,holiday/promotion,competitor_pricing,seasonality,visitors,cost,profit_margin,margin_percent,demand_ratio,inventory_pressure,competitor_gap,discounted_price,revenue,day_of_week,month
2022-01-01,S002,P0012,Groceries,East,281,25,136,37.27,19.56,5,Rainy,1,19.01,Winter,235,12.98,6.579999999999998,0.33640081799590993,0.6532532009406845,0.08865248226950355,0.5499999999999972,-78.24,-1955.9999999999998,5,1
2022-01-01,S002,P0013,Clothing,East,389,283,177,299.7,57.78,20,Cloudy,0,58.5,Spring,536,29.13,28.650000000000002,0.495846313603323,0.9411373461922182,0.7256410256410256,-0.7199999999999989,-1097.82,-310683.06,5,1
2022-01-01,S002,P0014,Electronics,East,465,359,77,370.36,91.28,20,Cloudy,0,90.85,Summer,466,65.14,26.14,0.2863716038562664,0.9667169323567427,0.7703862660944206,0.4300000000000068,-1734.32,-622620.88,5,1
2022-01-01,S002,P0015,Toys,South,197,129,94,148.55,59.9,15,Sunny,1,55.23,Winter,200,44.73,15.170000000000002,0.25325542570951587,0.8625877632898695,0.6515151515151515,4.670000000000002,-838.6,-108179.40000000001,5,1
2022-01-01,S002,P0016,Toys,South,242,63,85,58.07,45.65,20,Rainy,1,42.17,Spring,348,25.58,20.07,0.43964950711938666,1.0665312341289994,0.25925925925925924,3.479999999999997,-867.35,-54643.05,5,1
2022-01-01,S002,P0017,Groceries,West,398,373,92,390.89,11.71,20,Cloudy,1,10.0,Winter,511,8.01,3.700000000000001,0.3159692570452605,0.9517976983337161,0.9348370927318296,1.7100000000000009,-222.49,-82988.77,5,1
2022-01-01,S002,P0018,Groceries,North,234,160,140,177.41,58.84,5,Cloudy,0,54.39,Summer,258,34.06,24.78,0.42114208021753907,0.8968107168880668,0.6808510638297872,4.450000000000003,-235.36,-37657.600000000006,5,1
2022-01-01,S002,P0019,Toys,East,67,15,186,34.38,84.99,5,Sunny,1,81.02,Winter,283,43.51,41.48,0.48805741851982587,0.4239683436970039,0.22058823529411764,3.969999999999999,-339.96,-5099.4,5,1
2022-01-01,S002,P0020,Toys,West,221,101,38,115.0,87.1,0,Rainy,1,91.56,Spring,209,62.8,24.299999999999997,0.2789896670493685,0.8706896551724138,0.45495495495495497,-4.460000000000008,87.1,8797.099999999999,5,1
2022-01-01,S003,P0001,Toys,South,241,147,180,161.09,67.21,5,Sunny,1,67.39,Summer,366,46.22,20.989999999999995,0.31230471656003567,0.9069035720895798,0.6074380165289256,-0.18000000000000682,-268.84,-39519.479999999996,5,1
2022-01-01,S003,P0002,Electronics,West,115,4,169,11.11,28.2,10,Sunny,1,25.63,Spring,273,20.54,7.66,0.27163120567375887,0.33030553261767137,0.034482758620689655,2.5700000000000003,-253.79999999999998,-1015.1999999999999,5,1
2022-01-01,S003,P0003,Groceries,South,375,77,145,75.04,56.16,10,Sunny,1,57.16,Spring,314,31.74,24.419999999999998,0.43482905982905984,1.0126249342451341,0.2047872340425532,-1.0,-505.43999999999994,-38918.88,5,1
2022-01-01,S003,P0004,Toys,South,153,31,145,42.99,89.53,20,Rainy,1,93.6,Winter,288,70.55,18.980000000000004,0.21199597900145206,0.7047056149124801,0.2012987012987013,-4.069999999999993,-1701.07,-52733.17,5,1
2022-01-01,S003,P0005,Clothing,West,438,325,20,330.92,97.95,20,Sunny,0,93.54,Winter,389,72.36,25.590000000000003,0.2612557427258806,0.9791516027958543,0.7403189066059226,4.409999999999997,-1861.05,-604841.25,5,1
2022-01-01,S003,P0006,Groceries,North,456,163,22,159.17,76.37,5,Rainy,1,71.38,Summer,402,46.89,29.480000000000004,0.3860154510933613,1.0176687269775864,0.35667396061269147,4.990000000000009,-305.48,-49793.240000000005,5,1
2022-01-01,S003,P0007,Electronics,North,189,34,107,26.91,86.99,15,Rainy,1,90.5,Summer,273,60.19,26.799999999999997,0.30808138866536383,1.2182013615191687,0.17894736842105263,-3.510000000000005,-1217.86,-41407.24,5,1
2022-01-01,S003,P0008,Toys,North,223,47,107,45.48,66.53,15,Cloudy,1,70.46,Spring,271,48.21,18.32,0.27536449721929956,1.0111876075731498,0.20982142857142858,-3.9299999999999926,-931.4200000000001,-43776.740000000005,5,1
2022-01-01,S003,P0009,Groceries,South,381,15,184,30.05,74.86,15,Snowy,1,73.93,Winter,254,43.15,31.71,0.42359070264493726,0.4830917874396135,0.03926701570680628,0.9299999999999926,-1048.04,-15720.599999999999,5,1
2022-01-01,S003,P0010,Groceries,South,166,126,124,141.34,97.09,5,Rainy,1,95.8,Summer,226,53.22,43.870000000000005,0.4518488000823978,0.8852044400730644,0.7544910179640718,1.2900000000000063,-388.36,-48933.36,5,1
2022-01-01,S003,P0011,Toys,East,292,232,155,242.02,56.19,0,Snowy,1,57.85,Winter,389,40.43,15.759999999999998,0.2804769531945186,0.954653937947494,0.7918088737201365,-1.6600000000000037,56.19,13036.08,5,1
2022-01-01,S003,P0012,Electronics,North,311,175,55,176.75,90.38,20,Cloudy,0,89.52,Summer,279,59.43,30.949999999999996,0.3424430183668953,0.9845288326300985,0.5608974358974359,0.8599999999999994,-1717.2199999999998,-300513.49999999994,5,1
2022-01-01,S003,P0013,Furniture,North,51,17,172,12.86,73.98,20,Cloudy,1,76.65,Summer,310,56.71,17.270000000000003,0.23344147066774806,1.2265512265512266,0.3269230769230769,-2.6700000000000017,-1405.6200000000001,-23895.54,5,1
2022-01-01,S003,P0014,Electronics,South,398,369,26,387.88,79.03,5,Rainy,0,82.51,Spring,482,41.14,37.89,0.4794381880298621,0.9488788315161489,0.924812030075188,-3.480000000000004,-316.12,-116648.28,5,1
2022-01-01,S003,P0015,Clothing,West,445,260,24,266.36,27.72,5,Snowy,0,23.28,Autumn,558,21.81,5.91,0.21320346320346323,0.9724715739078396,0.5829596412556054,4.439999999999998,-110.88,-28828.8,5,1
2022-01-01,S003,P0016,Groceries,South,487,347,93,349.36,98.18,15,Rainy,0,99.58,Winter,527,58.02,40.160000000000004,0.4090446119372581,0.990409864139742,0.7110655737704918,-1.3999999999999915,-1374.52,-476958.44,5,1
2022-01-01,S003,P0017,Clothing,East,429,150,168,157.82,27.1,5,Cloudy,1,27.4,Spring,428,19.2,7.900000000000002,0.29151291512915134,0.9444654325651681,0.3488372093023256,-0.29999999999999716,-108.4,-16260.0,5,1
2022-01-01,S003,P0018,Toys,West,204,70,170,83.01,97.08,15,Snowy,1,94.88,Winter,170,49.43,47.65,0.4908323032550474,0.8332341387930008,0.34146341463414637,2.200000000000003,-1359.12,-95138.4,5,1
2022-01-01,S003,P0019,Clothing,East,330,249,37,268.25,26.71,15,Cloudy,1,24.81,Summer,433,13.42,13.290000000000001,0.49756645451141895,0.924791086350975,0.7522658610271903,1.9000000000000021,-373.94,-93111.06,5,1
2022-01-01,S003,P0020,Electronics,North,431,370,99,387.57,95.85,20,Cloudy,1,95.7,Spring,440,74.04,21.809999999999988,0.2275430359937401,0.9522093831227321,0.8564814814814815,0.14999999999999147,-1821.1499999999999,-673825.5,5,1
2022-01-01,S004,P0001,Toys,South,477,271,66,286.65,15.62,15,Sunny,0,16.09,Winter,393,9.72,5.899999999999999,0.3777208706786171,0.9421171562662959,0.5669456066945606,-0.47000000000000064,-218.67999999999998,-59262.27999999999,5,1
2022-01-01,S004,P0002,Clothing,North,462,180,183,176.06,41.13,5,Sunny,0,45.05,Autumn,396,21.98,19.150000000000002,0.4655968879163628,1.0166045408336157,0.38876889848812096,-3.9199999999999946,-164.52,-29613.600000000002,5,1
2022-01-01,S004,P0003,Clothing,West,446,344,27,352.93,89.32,20,Cloudy,0,93.0,Autumn,411,64.63,24.689999999999998,0.2764218540080609,0.9719436046675897,0.7695749440715883,-3.680000000000007,-1697.08,-583795.52,5,1
2022-01-01,S004,P0004,Groceries,West,437,0,160,-2.4,87.23,10,Sunny,0,90.36,Spring,181,50.31,36.92,0.4232488822652757,-0.0,0.0,-3.1299999999999955,-785.07,-0.0,5,1
2022-01-01,S004,P0005,Groceries,North,397,200,172,196.57,81.72,0,Snowy,1,85.22,Spring,338,64.53,17.189999999999998,0.21035242290748896,1.0122994381738117,0.5025125628140703,-3.5,81.72,16344.0,5,1
2022-01-01,S004,P0006,Electronics,East,470,382,195,396.4,41.35,10,Snowy,0,39.86,Summer,491,26.04,15.310000000000002,0.3702539298669892,0.961248112732763,0.8110403397027601,1.490000000000002,-372.15000000000003,-142161.30000000002,5,1
2022-01-01,S004,P0007,Electronics,West,264,190,139,197.45,67.26,20,Cloudy,0,64.78,Summer,253,34.48,32.78000000000001,0.4873624739815642,0.9574200050390527,0.7169811320754716,2.480000000000004,-1277.94,-242808.6,5,1
2022-01-01,S004,P0008,Furniture,South,250,51,137,54.98,85.88,20,Snowy,1,86.14,Winter,342,53.5,32.379999999999995,0.37703772706101535,0.9110396570203645,0.20318725099601595,-0.2600000000000051,-1631.7199999999998,-83217.71999999999,5,1
2022-01-01,S004,P0009,Furniture,North,63,40,73,51.78,59.23,10,Rainy,1,61.1,Summer,339,38.55,20.68,0.34914739152456525,0.757862826828344,0.625,-1.8700000000000045,-533.0699999999999,-21322.799999999996,5,1
2022-01-01,S004,P0010,Groceries,East,447,104,96,115.03,33.48,15,Cloudy,0,37.15,Summer,162,21.64,11.839999999999996,0.35364396654719227,0.8963199172627768,0.23214285714285715,-3.6700000000000017,-468.71999999999997,-48746.88,5,1
2022-01-01,S004,P0011,Electronics,West,205,46,27,46.65,54.84,0,Sunny,1,57.76,Spring,185,42.33,12.510000000000005,0.22811816192560183,0.9653725078698846,0.22330097087378642,-2.9199999999999946,54.84,2522.6400000000003,5,1
2022-01-01,S004,P0012,Electronics,North,349,9,165,0.95,14.25,5,Rainy,1,18.56,Spring,111,10.92,3.33,0.2336842105263158,4.615384615384616,0.025714285714285714,-4.309999999999999,-57.0,-513.0,5,1
2022-01-01,S004,P0013,Furniture,East,191,56,65,54.47,61.81,0,Sunny,0,63.92,Autumn,235,46.22,15.590000000000003,0.25222455913282643,1.0095547142599604,0.2916666666666667,-2.1099999999999994,61.81,3461.36,5,1
2022-01-01,S004,P0014,Electronics,West,406,63,139,69.73,66.94,10,Snowy,1,68.47,Winter,196,35.26,31.68,0.4732596354944727,0.8907111550968471,0.1547911547911548,-1.5300000000000011,-602.46,-37954.98,5,1
2022-01-01,S004,P0015,Clothing,South,228,181,127,171.96,60.54,5,Cloudy,0,65.27,Autumn,322,47.34,13.199999999999996,0.21803766105054503,1.0464847363552265,0.7903930131004366,-4.729999999999997,-242.16,-43830.96,5,1
2022-01-01,S004,P0016,Groceries,South,263,94,24,98.05,94.26,15,Rainy,0,96.74,Summer,254,55.0,39.260000000000005,0.4165075323573096,0.9490156486622918,0.3560606060606061,-2.4799999999999898,-1319.64,-124046.16,5,1
2022-01-01,S004,P0017,Electronics,South,203,46,75,55.12,25.55,0,Rainy,0,28.07,Winter,283,13.15,12.4,0.48532289628180036,0.819672131147541,0.22549019607843138,-2.5199999999999996,25.55,1175.3,5,1
2022-01-01,S004,P0018,Groceries,West,143,8,27,27.3,16.73,5,Cloudy,1,18.79,Spring,256,13.37,3.360000000000001,0.2008368200836821,0.2826855123674912,0.05555555555555555,-2.0599999999999987,-66.92,-535.36,5,1
2022-01-01,S004,P0019,Groceries,West,359,172,125,181.25,71.2,15,Rainy,1,73.85,Spring,393,36.94,34.260000000000005,0.48117977528089895,0.943758573388203,0.4777777777777778,-2.6499999999999915,-996.8000000000001,-171449.6,5,1
2022-01-01,S004,P0020,Clothing,West,211,68,37,86.27,11.5,20,Snowy,0,9.26,Winter,125,5.96,5.54,0.4817391304347826,0.7791910163859288,0.32075471698113206,2.24,-218.5,-14858.0,5,1
2022-01-01,S005,P0001,Toys,West,111,77,60,83.47,70.33,10,Cloudy,0,70.29,Winter,301,52.11,18.22,0.2590644106355751,0.9115662365336806,0.6875,0.03999999999999204,-632.97,-48738.69,5,1
2022-01-01,S005,P0002,Clothing,West,415,298,107,292.96,57.15,5,Snowy,1,60.71,Autumn,382,29.78,27.369999999999997,0.47891513560804894,1.0137433664444142,0.7163461538461539,-3.5600000000000023,-228.6,-68122.8,5,1
2022-01-01,S005,P0003,Electronics,North,384,64,26,76.02,36.17,5,Sunny,0,40.93,Spring,319,23.06,13.110000000000003,0.36245507326513693,0.8309529992209816,0.16623376623376623,-4.759999999999998,-144.68,-9259.52,5,1
2022-01-01,S005,P0004,Furniture,West,436,300,174,292.04,50.77,15,Snowy,1,54.7,Spring,430,36.12,14.650000000000006,0.2885562339964547,1.0237510237510237,0.6864988558352403,-3.9299999999999997,-710.7800000000001,-213234.00000000003,5,1
2022-01-01,S005,P0005,Clothing,West,180,21,47,38.63,92.86,15,Rainy,1,96.3,Winter,234,55.69,37.17,0.40027999138488046,0.5299015897047691,0.11602209944751381,-3.4399999999999977,-1300.04,-27300.84,5,1
2022-01-01,S005,P0006,Groceries,North,185,176,163,174.06,60.76,20,Cloudy,0,61.15,Summer,275,42.5,18.259999999999998,0.3005266622778143,1.005369587569976,0.946236559139785,-0.39000000000000057,-1154.44,-203181.44,5,1
2022-01-01,S005,P0007,Clothing,South,292,131,140,122.6,46.47,15,Snowy,0,50.84,Summer,284,36.56,9.909999999999997,0.2132558639982784,1.0598705501618124,0.447098976109215,-4.3700000000000045,-650.5799999999999,-85225.98,5,1
2022-01-01,S005,P0008,Toys,West,478,317,197,328.64,34.08,5,Snowy,1,30.44,Winter,498,27.21,6.869999999999997,0.20158450704225345,0.9616551389394491,0.6617954070981211,3.639999999999997,-136.32,-43213.439999999995,5,1
2022-01-01,S005,P0009,Groceries,West,182,97,27,92.62,87.81,5,Snowy,0,85.45,Spring,148,57.06,30.75,0.3501879057055005,1.0361033967101045,0.5300546448087432,2.3599999999999994,-351.24,-34070.28,5,1
2022-01-01,S005,P0010,Clothing,East,87,8,141,14.38,37.04,10,Rainy,1,36.87,Summer,191,26.97,10.07,0.27186825053995683,0.5201560468140441,0.09090909090909091,0.1700000000000017,-333.36,-2666.88,5,1
2022-01-01,S005,P0011,Groceries,West,427,104,128,94.65,54.12,10,Rainy,1,53.03,Summer,207,37.72,16.4,0.30303030303030304,1.0872974385781495,0.24299065420560748,1.0899999999999963,-487.08,-50656.32,5,1
2022-01-01,S005,P0012,Electronics,West,245,87,188,90.59,67.64,15,Sunny,0,63.53,Summer,242,52.44,15.200000000000003,0.22471910112359555,0.9498853586636096,0.35365853658536583,4.109999999999999,-946.96,-82385.52,5,1
2022-01-01,S005,P0013,Furniture,South,317,238,95,256.57,82.18,5,Cloudy,0,87.09,Summer,291,64.06,18.120000000000005,0.2204916037965442,0.9240206545793377,0.7484276729559748,-4.909999999999997,-328.72,-78235.36,5,1
2022-01-01,S005,P0014,Electronics,South,325,171,43,188.55,42.62,20,Cloudy,1,42.01,Autumn,274,28.68,13.939999999999998,0.32707648991083993,0.9021366394091268,0.5245398773006135,0.6099999999999994,-809.78,-138472.38,5,1
2022-01-01,S005,P0015,Furniture,West,411,250,119,260.79,11.54,10,Cloudy,0,11.27,Spring,520,6.82,4.719999999999999,0.40901213171577117,0.9549639023644906,0.6067961165048543,0.2699999999999996,-103.85999999999999,-25964.999999999996,5,1
2022-01-01,S005,P0016,Clothing,South,71,11,32,1.85,16.3,5,Sunny,0,17.98,Winter,251,8.75,7.550000000000001,0.4631901840490798,3.8596491228070176,0.1527777777777778,-1.6799999999999997,-65.2,-717.2,5,1
2022-01-01,S005,P0017,Electronics,East,388,371,98,390.04,98.31,15,Sunny,1,102.42,Spring,566,59.69,38.620000000000005,0.39283897874071816,0.9487520458265138,0.9537275064267352,-4.109999999999999,-1376.3400000000001,-510622.1400000001,5,1
2022-01-01,S005,P0018,Furniture,West,161,107,66,103.97,48.96,10,Snowy,1,50.03,Spring,374,34.71,14.25,0.29105392156862747,1.0193388587215395,0.6604938271604939,-1.0700000000000003,-440.64,-47148.479999999996,5,1
2022-01-01,S005,P0019,Groceries,South,235,106,124,119.33,88.22,5,Rainy,0,91.16,Spring,199,54.67,33.55,0.38029925187032415,0.8809108285548076,0.4491525423728814,-2.9399999999999977,-352.88,-37405.28,5,1
2022-01-01,S005,P0020,Electronics,South,108,101,52,105.92,11.04,10,Snowy,1,9.14,Autumn,312,5.59,5.449999999999999,0.49365942028985504,0.9446315001870558,0.926605504587156,1.8999999999999986,-99.35999999999999,-10035.359999999999,5,1
2022-01-02,S001,P0001,Groceries,West,116,81,104,92.94,27.95,10,Cloudy,0,30.89,Spring,332,18.98,8.969999999999999,0.3209302325581395,0.8622525015967639,0.6923076923076923,-2.9400000000000013,-251.54999999999998,-20375.55,6,1
2022-01-02,S001,P0002,Clothing,West,416,163,79,171.6,19.78,15,Cloudy,0,18.76,Spring,402,12.33,7.450000000000001,0.3766430738119313,0.9443800695249132,0.3908872901678657,1.0199999999999996,-276.92,-45137.96,6,1
2022-01-02,S001,P0003,Clothing,South,488,464,163,463.12,70.99,10,Snowy,0,72.93,Summer,741,40.88,30.109999999999992,0.4241442456684039,0.9997414461777127,0.9488752556237219,-1.940000000000012,-638.91,-296454.24,6,1
2022-01-02,S001,P0004,Groceries,East,248,116,107,133.92,49.56,5,Snowy,0,50.46,Summer,179,29.88,19.680000000000003,0.3970944309927361,0.85976875185295,0.46586345381526106,-0.8999999999999986,-198.24,-22995.84,6,1
2022-01-02,S001,P0005,Electronics,East,238,200,40,204.3,23.76,15,Sunny,1,19.19,Summer,344,16.82,6.940000000000001,0.2920875420875421,0.9741841207988309,0.8368200836820083,4.57,-332.64000000000004,-66528.00000000001,6,1
2022-01-02,S001,P0006,Furniture,East,471,58,32,51.57,47.56,0,Snowy,1,46.82,Summer,155,24.3,23.26,0.48906644238856184,1.1032908502948449,0.1228813559322034,0.740000000000002,47.56,2758.48,6,1
2022-01-02,S001,P0007,Electronics,North,178,56,149,60.3,17.1,5,Snowy,1,17.0,Autumn,120,10.56,6.540000000000001,0.3824561403508772,0.9135399673735727,0.3128491620111732,0.10000000000000142,-68.4,-3830.4000000000005,6,1
2022-01-02,S001,P0008,Clothing,East,92,74,121,67.04,58.89,5,Cloudy,0,61.56,Autumn,323,30.8,28.09,0.4769910001698081,1.0875955320399764,0.7956989247311828,-2.6700000000000017,-235.56,-17431.44,6,1
2022-01-02,S001,P0009,Toys,South,99,54,182,70.6,99.76,20,Cloudy,0,95.61,Spring,309,71.25,28.510000000000005,0.28578588612670414,0.7541899441340782,0.54,4.150000000000006,-1895.44,-102353.76000000001,6,1
2022-01-02,S001,P0010,Clothing,North,171,39,163,47.8,11.44,5,Sunny,0,12.71,Summer,303,9.13,2.3099999999999987,0.20192307692307682,0.7991803278688525,0.22674418604651161,-1.2700000000000014,-45.76,-1784.6399999999999,6,1
2022-01-02,S001,P0011,Furniture,East,215,12,173,16.92,53.84,0,Cloudy,1,53.79,Spring,310,32.98,20.860000000000007,0.3874442793462111,0.6696428571428571,0.05555555555555555,0.05000000000000426,53.84,646.08,6,1
2022-01-02,S001,P0012,Furniture,East,281,56,187,70.71,57.84,5,Snowy,1,60.99,Summer,295,43.81,14.030000000000001,0.24256569847856155,0.7809231627388091,0.19858156028368795,-3.1499999999999986,-231.36,-12956.16,6,1
2022-01-02,S001,P0013,Toys,North,455,31,124,44.46,35.51,15,Cloudy,1,31.06,Autumn,120,27.03,8.479999999999997,0.23880597014925364,0.6819181698196216,0.06798245614035088,4.449999999999999,-497.14,-15411.34,6,1
2022-01-02,S001,P0014,Electronics,West,84,25,20,23.36,31.41,0,Cloudy,1,28.6,Spring,287,22.42,8.989999999999998,0.2862145813435211,1.026272577996716,0.29411764705882354,2.8099999999999987,31.41,785.25,6,1
2022-01-02,S001,P0015,Electronics,East,246,198,67,203.23,28.06,20,Cloudy,1,30.29,Winter,455,15.03,13.03,0.4643620812544547,0.9694951770063165,0.8016194331983806,-2.2300000000000004,-533.14,-105561.72,6,1
2022-01-02,S001,P0016,Electronics,West,399,77,147,67.55,35.67,15,Snowy,0,38.02,Summer,363,25.9,9.770000000000003,0.27389963554807967,1.1232676878191101,0.1925,-2.3500000000000014,-499.38,-38452.26,6,1
2022-01-02,S001,P0017,Furniture,West,242,165,105,181.86,28.18,5,Cloudy,0,27.5,Autumn,296,17.67,10.509999999999998,0.37295954577714685,0.9023296510992015,0.6790123456790124,0.6799999999999997,-112.72,-18598.8,6,1
