date,store_id,product_id,category,region,inventory_level,units_sold,units_ordered,demand_forecast,price,discount,weather_condition,holiday,competitor_pricing,seasonality,customer_visits,cost_price,conversion_rate_%
2022-01-01,S002,P0020,Toys,West,221,101,38,115.0,87.1,0,Rainy,1,91.56,Spring,199,60.97,50.75376884
2022-01-01,S003,P0001,Toys,South,241,147,180,161.09,67.21,1,Sunny,1,67.39,Summer,205,47.047,71.70731707
2022-01-01,S003,P0002,Electronics,West,115,4,169,11.11,28.2,1,Sunny,1,25.63,Spring,66,19.74,6.060606061
2022-01-01,S003,P0003,Groceries,South,375,77,145,75.04,56.16,1,Sunny,1,57.16,Spring,156,39.312,49.35897436
2022-01-01,S003,P0004,Toys,South,153,31,145,42.99,89.53,1,Rainy,1,93.6,Winter,100,62.671,31.0
2022-01-01,S003,P0005,Clothing,West,438,325,20,330.92,97.95,1,Sunny,0,93.54,Winter,371,68.565,87.60107817
2022-01-01,S003,P0006,Groceries,North,456,163,22,159.17,76.37,1,Rainy,1,71.38,Summer,245,53.459,66.53061224
2022-01-01,S003,P0007,Electronics,North,189,34,107,26.91,86.99,1,Rainy,1,90.5,Summer,97,60.893,35.05154639
2022-01-01,S003,P0008,Toys,North,223,47,107,45.48,66.53,1,Cloudy,1,70.46,Spring,103,46.571,45.63106796
2022-01-01,S003,P0009,Groceries,South,381,15,184,30.05,74.86,1,Snowy,1,73.93,Winter,111,52.402,13.51351351
2022-01-01,S003,P0010,Groceries,South,166,126,124,141.34,97.09,1,Rainy,1,95.8,Summer,210,67.963,60.0
2022-01-01,S003,P0011,Toys,East,292,232,155,242.02,56.19,0,Snowy,1,57.85,Winter,311,39.333,74.59807074
2022-01-01,S003,P0012,Electronics,North,311,175,55,176.75,90.38,1,Cloudy,0,89.52,Summer,198,63.266,88.38383838
2022-01-01,S003,P0013,Furniture,North,51,17,172,12.86,73.98,1,Cloudy,1,76.65,Summer,60,51.786,28.33333333
2022-01-01,S003,P0014,Electronics,South,398,369,26,387.88,79.03,1,Rainy,0,82.51,Spring,447,55.321,82.55033557
2022-01-01,S003,P0015,Clothing,West,445,260,24,266.36,27.72,1,Snowy,0,23.28,Autumn,295,19.404,88.13559322
2022-01-01,S003,P0016,Groceries,South,487,347,93,349.36,98.18,1,Rainy,0,99.58,Winter,411,68.726,84.42822384
2022-01-01,S003,P0017,Clothing,East,429,150,168,157.82,27.1,1,Cloudy,1,27.4,Spring,239,18.97,62.76150628
2022-01-01,S003,P0018,Toys,West,204,70,170,83.01,97.08,1,Snowy,1,94.88,Winter,137,67.956,51.09489051
2022-01-01,S003,P0019,Clothing,East,330,249,37,268.25,26.71,1,Cloudy,1,24.81,Summer,274,18.697,90.87591241
2022-01-01,S003,P0020,Electronics,North,431,370,99,387.57,95.85,1,Cloudy,1,95.7,Spring,426,67.095,86.85446009
2022-01-01,S004,P0001,Toys,South,477,271,66,286.65,15.62,1,Sunny,0,16.09,Winter,338,10.934,80.17751479
2022-01-01,S004,P0002,Clothing,North,462,180,183,176.06,41.13,1,Sunny,0,45.05,Autumn,213,28.791,84.50704225
2022-01-01,S004,P0003,Clothing,West,446,344,27,352.93,89.32,1,Cloudy,0,93.0,Autumn,373,62.524,92.22520107
2022-01-01,S004,P0004,Groceries,West,437,0,160,-2.4,87.23,1,Sunny,0,90.36,Spring,85,61.061,0.0
2022-01-01,S004,P0005,Groceries,North,397,200,172,196.57,81.72,0,Snowy,1,85.22,Spring,267,57.204,74.90636704
2022-01-01,S004,P0006,Electronics,East,470,382,195,396.4,41.35,1,Snowy,0,39.86,Summer,407,28.945,93.85749386
2022-01-01,S004,P0007,Electronics,West,264,190,139,197.45,67.26,1,Cloudy,0,64.78,Summer,238,47.082,79.83193277
2022-01-01,S004,P0008,Furniture,South,250,51,137,54.98,85.88,1,Snowy,1,86.14,Winter,78,60.116,65.38461538
2022-01-01,S004,P0009,Furniture,North,63,40,73,51.78,59.23,1,Rainy,1,61.1,Summer,116,41.461,34.48275862
2022-01-01,S004,P0010,Groceries,East,447,104,96,115.03,33.48,1,Cloudy,0,37.15,Summer,145,23.436,71.72413793
2022-01-01,S004,P0011,Electronics,West,205,46,27,46.65,54.84,0,Sunny,1,57.76,Spring,106,38.388,43.39622642
2022-01-01,S004,P0012,Electronics,North,349,9,165,0.95,14.25,1,Rainy,1,18.56,Spring,104,9.975,8.653846154
2022-01-01,S004,P0013,Furniture,East,191,56,65,54.47,61.81,0,Sunny,0,63.92,Autumn,145,43.267,38.62068966
2022-01-01,S004,P0014,Electronics,West,406,63,139,69.73,66.94,1,Snowy,1,68.47,Winter,105,46.858,60.0
2022-01-01,S004,P0015,Clothing,South,228,181,127,171.96,60.54,1,Cloudy,0,65.27,Autumn,207,42.378,87.43961353
2022-01-01,S004,P0016,Groceries,South,263,94,24,98.05,94.26,1,Rainy,0,96.74,Summer,114,65.982,82.45614035
2022-01-01,S004,P0017,Electronics,South,203,46,75,55.12,25.55,0,Rainy,0,28.07,Winter,139,17.885,33.09352518
2022-01-01,S004,P0018,Groceries,West,143,8,27,27.3,16.73,1,Cloudy,1,18.79,Spring,96,11.711,8.333333333
2022-01-01,S004,P0019,Groceries,West,359,172,125,181.25,71.2,1,Rainy,1,73.85,Spring,219,49.84,78.53881279
2022-01-01,S004,P0020,Clothing,West,211,68,37,86.27,11.5,1,Snowy,0,9.26,Winter,105,8.05,64.76190476
2022-01-01,S005,P0001,Toys,West,111,77,60,83.47,70.33,1,Cloudy,0,70.29,Winter,170,49.231,45.29411765
2022-01-01,S005,P0002,Clothing,West,415,298,107,292.96,57.15,1,Snowy,1,60.71,Autumn,375,40.005,79.46666667
2022-01-01,S005,P0003,Electronics,North,384,64,26,76.02,36.17,1,Sunny,0,40.93,Spring,112,25.319,57.14285714
2022-01-01,S005,P0004,Furniture,West,436,300,174,292.04,50.77,1,Snowy,1,54.7,Spring,389,35.539,77.12082262
2022-01-01,S005,P0005,Clothing,West,180,21,47,38.63,92.86,1,Rainy,1,96.3,Winter,117,65.002,17.94871795
2022-01-01,S005,P0006,Groceries,North,185,176,163,174.06,60.76,1,Cloudy,0,61.15,Summer,255,42.532,69.01960784
2022-01-01,S005,P0007,Clothing,South,292,131,140,122.6,46.47,1,Snowy,0,50.84,Summer,165,32.529,79.39393939
2022-01-01,S005,P0008,Toys,West,478,317,197,328.64,34.08,1,Snowy,1,30.44,Winter,371,23.856,85.44474394
2022-01-01,S005,P0009,Groceries,West,182,97,27,92.62,87.81,1,Snowy,0,85.45,Spring,146,61.467,66.43835616
2022-01-01,S005,P0010,Clothing,East,87,8,141,14.38,37.04,1,Rainy,1,36.87,Summer,52,25.928,15.38461538
2022-01-01,S005,P0011,Groceries,West,427,104,128,94.65,54.12,1,Rainy,1,53.03,Summer,125,37.884,83.2
2022-01-01,S005,P0012,Electronics,West,245,87,188,90.59,67.64,1,Sunny,0,63.53,Summer,130,47.348,66.92307692
2022-01-01,S005,P0013,Furniture,South,317,238,95,256.57,82.18,1,Cloudy,0,87.09,Summer,271,57.526,87.82287823
2022-01-01,S005,P0014,Electronics,South,325,171,43,188.55,42.62,1,Cloudy,1,42.01,Autumn,260,29.834,65.76923077
2022-01-01,S005,P0015,Furniture,West,411,250,119,260.79,11.54,1,Cloudy,0,11.27,Spring,322,8.078,77.63975155
2022-01-01,S005,P0016,Clothing,South,71,11,32,1.85,16.3,1,Sunny,0,17.98,Winter,90,11.41,12.22222222
2022-01-01,S005,P0017,Electronics,East,388,371,98,390.04,98.31,1,Sunny,1,102.42,Spring,420,68.817,88.33333333
2022-01-01,S005,P0018,Furniture,West,161,107,66,103.97,48.96,1,Snowy,1,50.03,Spring,137,34.272,78.10218978
2022-01-01,S005,P0019,Groceries,South,235,106,124,119.33,88.22,1,Rainy,0,91.16,Spring,202,61.754,52.47524752
2022-01-01,S005,P0020,Electronics,South,108,101,52,105.92,11.04,1,Snowy,1,9.14,Autumn,148,7.728,68.24324324
2022-01-02,S001,P0001,Groceries,West,116,81,104,92.94,27.95,1,Cloudy,0,30.89,Spring,129,19.565,62.79069767
2022-01-02,S001,P0002,Clothing,West,416,163,79,171.6,19.78,1,Cloudy,0,18.76,Spring,215,13.846,75.81395349
2022-01-02,S001,P0003,Clothing,South,488,464,163,463.12,70.99,1,Snowy,0,72.93,Summer,526,49.693,88.21292776
2022-01-02,S001,P0004,Groceries,East,248,116,107,133.92,49.56,1,Snowy,0,50.46,Summer,136,34.692,85.29411765
2022-01-02,S001,P0005,Electronics,East,238,200,40,204.3,23.76,1,Sunny,1,19.19,Summer,247,16.632,80.97165992
2022-01-02,S001,P0006,Furniture,East,471,58,32,51.57,47.56,0,Snowy,1,46.82,Summer,122,33.292,47.54098361
2022-01-02,S001,P0007,Electronics,North,178,56,149,60.3,17.1,1,Snowy,1,17.0,Autumn,124,11.97,45.16129032
2022-01-02,S001,P0008,Clothing,East,92,74,121,67.04,58.89,1,Cloudy,0,61.56,Autumn,166,41.223,44.57831325
2022-01-02,S001,P0009,Toys,South,99,54,182,70.6,99.76,1,Cloudy,0,95.61,Spring,146,69.832,36.98630137
2022-01-02,S001,P0010,Clothing,North,171,39,163,47.8,11.44,1,Sunny,0,12.71,Summer,61,8.008,63.93442623
2022-01-02,S001,P0011,Furniture,East,215,12,173,16.92,53.84,0,Cloudy,1,53.79,Spring,85,37.688,14.11764706
2022-01-02,S001,P0012,Furniture,East,281,56,187,70.71,57.84,1,Snowy,1,60.99,Summer,125,40.488,44.8
2022-01-02,S001,P0013,Toys,North,455,31,124,44.46,35.51,1,Cloudy,1,31.06,Autumn,106,24.857,29.24528302
2022-01-02,S001,P0014,Electronics,West,84,25,20,23.36,31.41,0,Cloudy,1,28.6,Spring,113,21.987,22.12389381
2022-01-02,S001,P0015,Electronics,East,246,198,67,203.23,28.06,1,Cloudy,1,30.29,Winter,231,19.642,85.71428571
2022-01-02,S001,P0016,Electronics,West,399,77,147,67.55,35.67,1,Snowy,0,38.02,Summer,115,24.969,66.95652174
2022-01-02,S001,P0017,Furniture,West,242,165,105,181.86,28.18,1,Cloudy,0,27.5,Autumn,241,19.726,68.46473029
2022-01-02,S001,P0018,Toys,North,478,42,168,55.16,74.42,1,Snowy,0,69.67,Summer,101,52.094,41.58415842
2022-01-02,S001,P0019,Furniture,South,156,8,67,24.41,91.95,1,Cloudy,1,87.43,Spring,81,64.365,9.87654321
2022-01-02,S001,P0020,Electronics,North,221,174,168,187.49,97.88,0,Snowy,0,99.5,Autumn,212,68.516,82.0754717
2022-01-02,S002,P0001,Electronics,West,402,343,141,339.04,66.57,1,Rainy,1,63.92,Summer,391,46.599,87.72378517
2022-01-02,S002,P0002,Furniture,West,132,71,60,82.44,90.36,1,Rainy,0,86.73,Winter,134,63.252,52.98507463
2022-01-02,S002,P0003,Groceries,West,218,157,31,153.42,92.24,1,Snowy,1,89.57,Autumn,242,64.568,64.87603306
2022-01-02,S002,P0004,Groceries,South,131,88,109,100.61,68.71,0,Snowy,0,69.34,Spring,177,48.097,49.71751412
2022-01-02,S002,P0005,Groceries,North,93,64,128,57.53,87.22,1,Cloudy,1,90.59,Spring,109,61.054,58.71559633
2022-01-02,S002,P0006,Groceries,East,344,273,154,273.1,79.38,0,Rainy,0,77.28,Autumn,302,55.566,90.39735099
2022-01-02,S002,P0007,Groceries,North,340,247,148,264.18,17.41,1,Snowy,0,13.57,Summer,277,12.187,89.16967509
2022-01-02,S002,P0008,Electronics,North,241,42,187,46.32,14.8,1,Sunny,1,13.94,Spring,93,10.36,45.16129032
2022-01-02,S002,P0009,Electronics,North,296,197,157,195.61,30.5,0,Sunny,0,28.86,Spring,230,21.35,85.65217391
2022-01-02,S002,P0010,Groceries,West,472,374,65,387.41,27.84,1,Cloudy,1,32.0,Spring,416,19.488,89.90384615
2022-01-02,S002,P0011,Furniture,East,308,154,22,169.13,88.62,0,Cloudy,0,86.3,Winter,198,62.034,77.77777778
2022-01-02,S002,P0012,Toys,North,434,236,30,239.09,82.35,1,Rainy,0,83.13,Autumn,300,57.645,78.66666667
2022-01-02,S002,P0013,Toys,North,287,278,92,279.91,92.57,1,Sunny,1,97.09,Summer,377,64.799,73.74005305
2022-01-02,S002,P0014,Furniture,West,190,27,134,31.53,94.38,1,Rainy,0,89.47,Autumn,60,66.066,45.0
2022-01-02,S002,P0015,Toys,North,353,106,191,110.49,70.59,0,Cloudy,1,75.27,Winter,188,49.413,56.38297872
2022-01-02,S002,P0016,Toys,West,210,154,70,166.83,63.13,1,Sunny,0,67.23,Autumn,199,44.191,77.38693467
2022-01-02,S002,P0017,Clothing,West,193,176,38,174.49,46.04,1,Rainy,1,41.4,Autumn,267,32.228,65.917603
2022-01-02,S002,P0018,Groceries,East,124,124,46,116.05,21.07,1,Sunny,0,21.71,Autumn,144,14.749,86.11111111
2022-01-02,S002,P0019,Toys,East,492,479,132,469.74,79.11,0,Cloudy,0,80.06,Winter,538,55.377,89.03345725
2022-01-02,S002,P0020,Clothing,South,222,78,42,76.55,64.99,0,Sunny,1,65.4,Summer,101,45.493,77.22772277
2022-01-02,S003,P0001,Toys,West,277,114,40,132.41,73.48,1,Cloudy,0,72.55,Autumn,178,51.436,64.04494382
2022-01-02,S003,P0002,Groceries,East,175,2,140,-3.4,87.5,0,Rainy,0,91.2,Autumn,88,61.25,2.272727273
2022-01-02,S003,P0003,Toys,East,157,7,187,22.8,88.68,1,Cloudy,1,87.38,Autumn,61,62.076,11.47540984
2022-01-02,S003,P0004,Furniture,West,120,54,154,49.64,82.36,1,Snowy,0,85.85,Autumn,115,57.652,46.95652174
2022-01-02,S003,P0005,Furniture,East,375,282,61,297.42,38.56,1,Cloudy,0,36.57,Winter,359,26.992,78.55153203
2022-01-02,S003,P0006,Groceries,East,302,93,33,106.58,97.74,0,Cloudy,0,97.69,Winter,173,68.418,53.75722543
2022-01-02,S003,P0007,Electronics,West,375,85,40,85.31,37.68,1,Cloudy,0,36.72,Autumn,164,26.376,51.82926829
2022-01-02,S003,P0008,Clothing,South,248,136,50,130.52,36.03,1,Rainy,0,37.49,Spring,178,25.221,76.40449438
2022-01-02,S003,P0009,Electronics,West,219,140,196,139.46,88.97,0,Snowy,1,91.53,Spring,218,62.279,64.22018349
2022-01-02,S003,P0010,Furniture,West,146,79,155,94.23,16.48,1,Cloudy,1,21.42,Spring,169,11.536,46.74556213
2022-01-02,S003,P0011,Furniture,South,218,106,111,117.65,58.37,1,Cloudy,1,58.1,Autumn,200,40.859,53.0
2022-01-02,S003,P0012,Groceries,West,260,1,142,1.99,27.86,1,Snowy,1,31.78,Winter,38,19.502,2.631578947
2022-01-02,S003,P0013,Electronics,West,414,203,53,206.35,39.14,1,Rainy,1,35.3,Autumn,275,27.398,73.81818182
2022-01-02,S003,P0014,Toys,North,420,368,71,384.47,66.51,0,Cloudy,0,70.84,Spring,395,46.557,93.16455696
2022-01-02,S003,P0015,Electronics,East,435,286,159,283.25,89.65,1,Snowy,0,84.99,Winter,379,62.755,75.46174142
2022-01-02,S003,P0016,Clothing,South,230,69,173,70.77,86.7,1,Rainy,0,91.05,Spring,166,60.69,41.56626506
2022-01-02,S003,P0017,Toys,South,456,52,78,65.67,29.69,1,Snowy,0,25.27,Summer,76,20.783,68.42105263
2022-01-02,S003,P0018,Toys,East,319,109,83,126.67,86.93,1,Rainy,1,82.59,Winter,207,60.851,52.65700483
2022-01-02,S003,P0019,Furniture,North,59,50,135,44.37,59.33,1,Cloudy,0,54.98,Spring,132,41.531,37.87878788
2022-01-02,S003,P0020,Electronics,East,155,0,92,9.42,57.07,1,Rainy,1,53.34,Summer,79,39.949,0.0
2022-01-02,S004,P0001,Electronics,North,144,22,45,39.12,74.16,1,Rainy,0,69.74,Autumn,101,51.912,21.78217822
2022-01-02,S004,P0002,Electronics,East,283,45,156,46.65,59.38,0,Sunny,1,62.4,Spring,133,41.566,33.83458647
2022-01-02,S004,P0003,Clothing,East,347,89,122,87.77,48.18,0,Sunny,1,49.64,Spring,115,33.726,77.39130435
2022-01-02,S004,P0004,Groceries,East,410,209,128,224.66,94.75,1,Snowy,0,90.1,Autumn,276,66.325,75.72463768
2022-01-02,S004,P0005,Toys,West,99,4,76,14.91,60.89,1,Sunny,0,59.42,Autumn,33,42.623,12.12121212
2022-01-02,S004,P0006,Toys,East,97,47,138,52.02,14.71,1,Cloudy,0,16.85,Autumn,118,10.297,39.83050847
2022-01-02,S004,P0007,Furniture,West,339,115,95,124.22,33.09,1,Rainy,0,28.55,Spring,144,23.163,79.86111111
2022-01-02,S004,P0008,Toys,South,144,27,119,21.73,98.75,1,Snowy,0,102.7,Summer,59,69.125,45.76271186
2022-01-02,S004,P0009,Furniture,South,110,90,28,103.6,12.4,1,Snowy,0,8.56,Autumn,185,8.68,48.64864865
2022-01-02,S004,P0010,Groceries,South,348,206,67,214.99,92.01,1,Snowy,1,87.81,Autumn,246,64.407,83.7398374
2022-01-02,S004,P0011,Toys,East,458,328,144,339.54,92.12,1,Sunny,1,87.37,Spring,370,64.484,88.64864865
2022-01-02,S004,P0012,Groceries,South,403,155,24,145.99,37.39,1,Sunny,0,38.71,Spring,252,26.173,61.50793651
2022-01-02,S004,P0013,Clothing,West,198,184,161,191.55,85.35,1,Rainy,1,80.79,Spring,257,59.745,71.59533074
2022-01-02,S004,P0014,Electronics,East,472,16,166,28.75,82.64,0,Cloudy,0,78.35,Autumn,77,57.848,20.77922078
2022-01-02,S004,P0015,Toys,North,178,90,79,98.56,92.19,1,Snowy,1,97.07,Summer,128,64.533,70.3125
2022-01-02,S004,P0016,Clothing,West,215,178,111,180.76,61.41,0,Sunny,0,61.32,Spring,228,42.987,78.07017544
2022-01-02,S004,P0017,Electronics,South,477,256,150,254.89,96.47,1,Cloudy,0,93.35,Spring,286,67.529,89.51048951
2022-01-02,S004,P0018,Furniture,South,198,27,62,25.51,89.33,0,Sunny,0,89.63,Spring,66,62.531,40.90909091
2022-01-02,S004,P0019,Groceries,North,110,67,83,79.41,59.49,1,Rainy,1,57.55,Spring,98,41.643,68.36734694
2022-01-02,S004,P0020,Electronics,North,254,84,112,77.15,73.05,1,Sunny,1,74.55,Autumn,123,51.135,68.29268293
2022-01-02,S005,P0001,Groceries,East,223,67,53,74.8,67.49,1,Sunny,0,65.24,Winter,108,47.243,62.03703704
2022-01-02,S005,P0002,Furniture,West,100,15,114,28.97,66.05,1,Sunny,1,65.16,Autumn,84,46.235,17.85714286
2022-01-02,S005,P0003,Toys,West,397,333,35,336.02,80.88,1,Rainy,1,84.97,Winter,430,56.616,77.44186047
2022-01-02,S005,P0004,Groceries,North,442,56,38,54.08,60.5,1,Cloudy,1,64.88,Spring,131,42.35,42.7480916
2022-01-02,S005,P0005,Furniture,West,411,165,194,172.41,71.72,1,Rainy,0,75.17,Autumn,252,50.204,65.47619048
2022-01-02,S005,P0006,Clothing,North,76,54,175,49.32,69.21,1,Rainy,1,71.17,Summer,135,48.447,40.0
2022-01-02,S005,P0007,Clothing,East,257,93,148,84.69,70.69,1,Snowy,0,71.37,Winter,177,49.483,52.54237288
2022-01-02,S005,P0008,Furniture,East,353,250,57,254.75,63.54,1,Cloudy,0,61.05,Summer,333,44.478,75.07507508
2022-01-02,S005,P0009,Electronics,West,119,90,76,99.63,78.08,1,Sunny,0,73.69,Winter,186,54.656,48.38709677
2022-01-02,S005,P0010,Furniture,West,403,83,77,84.32,43.09,1,Sunny,1,47.02,Spring,151,30.163,54.96688742
2022-01-02,S005,P0011,Electronics,East,60,16,149,23.98,25.67,1,Sunny,1,27.78,Winter,112,17.969,14.28571429
2022-01-02,S005,P0012,Toys,West,182,87,121,83.13,38.59,1,Rainy,0,33.87,Spring,115,27.013,75.65217391
2022-01-02,S005,P0013,Furniture,East,455,241,136,235.03,57.99,1,Sunny,0,55.4,Spring,333,40.593,72.37237237
2022-01-02,S005,P0014,Toys,South,437,286,116,282.52,14.65,1,Snowy,1,13.12,Winter,378,10.255,75.66137566
2022-01-02,S005,P0015,Clothing,West,289,60,83,52.77,63.26,0,Rainy,1,61.02,Autumn,111,44.282,54.05405405
2022-01-02,S005,P0016,Groceries,East,487,437,106,432.86,43.64,1,Cloudy,1,39.13,Autumn,459,30.548,95.20697168
2022-01-02,S005,P0017,Toys,North,418,377,76,383.26,84.85,1,Sunny,1,84.29,Summer,467,59.395,80.72805139
2022-01-02,S005,P0018,Clothing,West,89,83,113,78.67,47.05,1,Rainy,1,47.89,Spring,123,32.935,67.4796748
2022-01-02,S005,P0019,Clothing,West,421,203,152,220.23,76.83,1,Snowy,0,75.86,Spring,238,53.781,85.29411765
2022-01-02,S005,P0020,Clothing,South,211,183,189,190.11,93.95,1,Sunny,1,98.89,Spring,272,65.765,67.27941176
2022-01-03,S001,P0001,Electronics,West,154,5,189,5.36,62.7,1,Rainy,0,58.22,Winter,46,43.89,10.86956522
2022-01-03,S001,P0002,Clothing,East,282,199,70,193.26,54.02,0,Cloudy,0,52.91,Spring,230,37.814,86.52173913
2022-01-03,S001,P0003,Toys,South,183,176,124,168.28,26.03,1,Rainy,0,29.38,Winter,248,18.221,70.96774194
2022-01-03,S001,P0004,Electronics,East,239,214,51,228.51,10.19,0,Cloudy,1,7.82,Winter,237,7.133,90.29535865
2022-01-03,S001,P0005,Groceries,West,368,165,56,170.76,95.54,0,Sunny,0,91.29,Spring,262,66.878,62.97709924
2022-01-03,S001,P0006,Furniture,South,57,9,40,13.6,57.65,1,Sunny,0,58.01,Summer,52,40.355,17.30769231
2022-01-03,S001,P0007,Clothing,South,460,140,70,143.7,87.85,1,Sunny,0,91.9,Winter,227,61.495,61.67400881
2022-01-03,S001,P0008,Groceries,West,214,177,150,178.0,53.94,1,Snowy,0,51.47,Autumn,242,37.758,73.14049587
2022-01-03,S001,P0009,Groceries,South,407,217,55,217.69,61.42,1,Sunny,0,65.86,Winter,300,42.994,72.33333333
2022-01-03,S001,P0010,Electronics,West,51,47,155,38.08,99.14,1,Snowy,0,102.66,Autumn,139,69.398,33.81294964
2022-01-03,S001,P0011,Groceries,East,252,3,98,5.18,60.52,0,Cloudy,0,62.72,Autumn,95,42.364,3.157894737
2022-01-03,S001,P0012,Clothing,East,72,2,62,9.81,86.93,1,Cloudy,0,83.11,Summer,100,60.851,2.0
2022-01-03,S001,P0013,Clothing,South,194,18,120,20.5,83.11,1,Snowy,1,85.16,Summer,80,58.177,22.5
2022-01-03,S001,P0014,Toys,South,302,242,145,255.54,32.28,1,Rainy,1,30.1,Winter,335,22.596,72.23880597
2022-01-03,S001,P0015,Toys,North,330,228,157,246.91,52.17,1,Sunny,1,52.43,Summer,314,36.519,72.61146497
