date,store_id,product_id,category,region,price,cost,static_price,dynamic_price,units_sold,static_revenue,dynamic_revenue,price_change_pct,inventory_pressure,demand_ratio,competitor_gap,seasonality,weather_condition,holiday/promotion,is_weekend
2022-01-01,S001,P0018,Clothing,South,19.57,14.62,0.0,20.94,151,0.0,3161.94,inf,0.6239669421487604,1.0184123558373237,-3.5599999999999987,Autumn,Cloudy,0,1
2022-01-01,S001,P0019,Clothing,East,73.28,42.03,0.0,84.27,257,0.0,21657.39,inf,0.7280453257790368,0.957597436470676,-3.980000000000004,Winter,Cloudy,0,1
2022-01-01,S001,P0020,Toys,East,30.24,16.5,0.0,30.54,99,0.0,3023.46,inf,0.36,0.8517594424847286,3.139999999999997,Spring,Cloudy,0,1
2022-01-01,S002,P0001,Groceries,South,32.8,21.74,0.0,35.42,104,0.0,3683.6800000000003,inf,0.3023255813953488,0.9158960810215764,2.019999999999996,Spring,Sunny,1,1
2022-01-01,S002,P0002,Clothing,West,46.16,28.79,0.0,48.93,141,0.0,6899.13,inf,0.3770053475935829,1.0320597277119017,0.9499999999999956,Winter,Rainy,1,1
2022-01-01,S002,P0003,Furniture,East,20.46,15.7,0.0,20.87,182,0.0,3798.34,inf,0.4080717488789238,1.026450848795894,-1.5399999999999991,Spring,Snowy,1,1
2022-01-01,S002,P0004,Toys,West,26.19,15.39,26.19,27.5,63,1649.97,1732.5,5.001909125620461,0.328125,1.133705236638474,-1.8699999999999972,Autumn,Cloudy,0,1
2022-01-01,S002,P0005,Toys,West,83.29,59.26,0.0,83.29,156,0.0,12993.240000000002,inf,0.5531914893617021,1.0269914417379855,2.6500000000000057,Autumn,Rainy,0,1
2022-01-01,S002,P0006,Furniture,North,85.59,67.48,0.0,95.86,250,0.0,23965.0,inf,0.5070993914807302,1.02639898181221,-1.2299999999999898,Winter,Cloudy,0,1
2022-01-01,S002,P0007,Groceries,West,91.13,61.18,0.0,114.82,393,0.0,45124.259999999995,inf,0.8524945770065075,0.9764460345855694,-2.200000000000003,Summer,Sunny,0,1
2022-01-01,S002,P0008,Electronics,West,66.96,38.11,0.0,60.93,29,0.0,1766.97,inf,0.0950819672131147,0.7936507936507937,1.5999999999999943,Summer,Snowy,0,1
2022-01-01,S002,P0009,Clothing,South,81.29,52.65,0.0,78.04,9,0.0,702.36,inf,0.0789473684210526,0.5703422053231939,-0.769999999999996,Winter,Rainy,1,1
2022-01-01,S002,P0010,Electronics,North,60.84,45.02,60.84,71.18,126,7665.84,8968.68,16.99539776462854,0.7974683544303798,0.9420560747663552,-4.379999999999996,Winter,Snowy,1,1
2022-01-01,S002,P0011,Groceries,West,34.62,23.98,34.62,36.7,13,450.05999999999995,477.1,6.00808781051417,0.1911764705882352,1.5402843601895733,0.6400000000000006,Autumn,Snowy,1,1
2022-01-01,S002,P0012,Groceries,East,19.56,12.98,0.0,18.78,25,0.0,469.5,inf,0.0886524822695035,0.6532532009406845,0.5499999999999972,Winter,Rainy,1,1
2022-01-01,S002,P0013,Clothing,East,57.78,29.13,0.0,64.14,283,0.0,18151.62,inf,0.7256410256410256,0.9411373461922182,-0.7199999999999989,Spring,Cloudy,0,1
2022-01-01,S002,P0014,Electronics,East,91.28,65.14,0.0,108.62,359,0.0,38994.58,inf,0.7703862660944206,0.9667169323567428,0.4300000000000068,Summer,Cloudy,0,1
2022-01-01,S002,P0015,Toys,South,59.9,44.73,0.0,76.67,129,0.0,9890.43,inf,0.6515151515151515,0.8625877632898695,4.670000000000002,Winter,Sunny,1,1
2022-01-01,S002,P0016,Toys,South,45.65,25.58,0.0,48.39,63,0.0,3048.57,inf,0.2592592592592592,1.0665312341289994,3.479999999999997,Spring,Rainy,1,1
2022-01-01,S002,P0017,Groceries,West,11.71,8.01,0.0,15.22,373,0.0,5677.06,inf,0.9348370927318296,0.951797698333716,1.7100000000000009,Winter,Cloudy,1,1
2022-01-01,S002,P0018,Groceries,North,58.84,34.06,0.0,70.61,160,0.0,11297.6,inf,0.6808510638297872,0.8968107168880668,4.450000000000003,Summer,Cloudy,0,1
2022-01-01,S002,P0019,Toys,East,84.99,43.51,0.0,95.19,15,0.0,1427.85,inf,0.2205882352941176,0.4239683436970039,3.969999999999999,Winter,Sunny,1,1
2022-01-01,S002,P0020,Toys,West,87.1,62.8,87.1,86.23,101,8797.099999999999,8709.23,-0.9988518943742715,0.4549549549549549,0.8706896551724138,-4.460000000000008,Spring,Rainy,1,1
2022-01-01,S003,P0001,Toys,South,67.21,46.22,0.0,85.36,147,0.0,12547.92,inf,0.6074380165289256,0.9069035720895798,-0.1800000000000068,Summer,Sunny,1,1
2022-01-01,S003,P0002,Electronics,West,28.2,20.54,0.0,26.51,4,0.0,106.04,inf,0.0344827586206896,0.3303055326176713,2.5700000000000003,Spring,Sunny,1,1
2022-01-01,S003,P0003,Groceries,South,56.16,31.74,0.0,60.65,77,0.0,4670.05,inf,0.2047872340425532,1.012624934245134,-1.0,Spring,Sunny,1,1
2022-01-01,S003,P0004,Toys,South,89.53,70.55,0.0,92.22,31,0.0,2858.82,inf,0.2012987012987013,0.7047056149124801,-4.069999999999993,Winter,Rainy,1,1
2022-01-01,S003,P0005,Clothing,West,97.95,72.36,0.0,122.44,325,0.0,39793.0,inf,0.7403189066059226,0.9791516027958544,4.409999999999997,Winter,Sunny,0,1
2022-01-01,S003,P0006,Groceries,North,76.37,46.89,0.0,87.06,163,0.0,14190.78,inf,0.3566739606126914,1.0176687269775864,4.990000000000009,Summer,Rainy,1,1
2022-01-01,S003,P0007,Electronics,North,86.99,60.19,0.0,91.34,34,0.0,3105.56,inf,0.1789473684210526,1.2182013615191687,-3.510000000000005,Summer,Rainy,1,1
2022-01-01,S003,P0008,Toys,North,66.53,48.21,0.0,67.86,47,0.0,3189.42,inf,0.2098214285714285,1.0111876075731498,-3.9299999999999926,Spring,Cloudy,1,1
2022-01-01,S003,P0009,Groceries,South,74.86,43.15,0.0,68.87,15,0.0,1033.0500000000002,inf,0.0392670157068062,0.4830917874396135,0.9299999999999926,Winter,Snowy,1,1
2022-01-01,S003,P0010,Groceries,South,97.09,53.22,0.0,114.57,126,0.0,14435.82,inf,0.7544910179640718,0.8852044400730644,1.2900000000000065,Summer,Rainy,1,1
2022-01-01,S003,P0011,Toys,East,56.19,40.43,56.19,67.99,232,13036.08,15773.679999999998,21.00017796760989,0.7918088737201365,0.954653937947494,-1.6600000000000037,Winter,Snowy,1,1
2022-01-01,S003,P0012,Electronics,North,90.38,59.43,0.0,101.23,175,0.0,17715.25,inf,0.5608974358974359,0.9845288326300984,0.8599999999999994,Summer,Cloudy,0,1
2022-01-01,S003,P0013,Furniture,North,73.98,56.71,0.0,88.04,17,0.0,1496.68,inf,0.3269230769230769,1.2265512265512266,-2.6700000000000017,Summer,Cloudy,1,1
2022-01-01,S003,P0014,Electronics,South,79.03,41.14,0.0,85.35,369,0.0,31494.149999999998,inf,0.924812030075188,0.9488788315161488,-3.480000000000004,Spring,Rainy,0,1
2022-01-01,S003,P0015,Clothing,West,27.72,21.81,0.0,28.83,260,0.0,7495.799999999999,inf,0.5829596412556054,0.9724715739078396,4.439999999999998,Autumn,Snowy,0,1
2022-01-01,S003,P0016,Groceries,South,98.18,58.02,0.0,112.91,347,0.0,39179.77,inf,0.7110655737704918,0.990409864139742,-1.3999999999999917,Winter,Rainy,0,1
2022-01-01,S003,P0017,Clothing,East,27.1,19.2,0.0,28.73,150,0.0,4309.5,inf,0.3488372093023256,0.944465432565168,-0.2999999999999971,Spring,Cloudy,1,1
2022-01-01,S003,P0018,Toys,West,97.08,49.43,0.0,103.88,70,0.0,7271.599999999999,inf,0.3414634146341463,0.8332341387930008,2.200000000000003,Winter,Snowy,1,1
2022-01-01,S003,P0019,Clothing,East,26.71,13.42,0.0,33.39,249,0.0,8314.11,inf,0.7522658610271903,0.924791086350975,1.900000000000002,Summer,Cloudy,1,1
2022-01-01,S003,P0020,Electronics,North,95.85,74.04,0.0,116.94,370,0.0,43267.799999999996,inf,0.8564814814814815,0.952209383122732,0.1499999999999914,Spring,Cloudy,1,1
2022-01-01,S004,P0001,Toys,South,15.62,9.72,0.0,17.81,271,0.0,4826.509999999999,inf,0.5669456066945606,0.942117156266296,-0.4700000000000006,Winter,Sunny,0,1
2022-01-01,S004,P0002,Clothing,North,41.13,21.98,0.0,40.31,180,0.0,7255.8,inf,0.3887688984881209,1.0166045408336155,-3.9199999999999946,Autumn,Sunny,0,1
2022-01-01,S004,P0003,Clothing,West,89.32,64.63,0.0,95.57,344,0.0,32876.079999999994,inf,0.7695749440715883,0.9719436046675896,-3.680000000000007,Autumn,Cloudy,0,1
2022-01-01,S004,P0004,Groceries,West,87.23,50.31,0.0,69.78,0,0.0,0.0,inf,0.0,-0.0,-3.1299999999999955,Spring,Sunny,0,1
2022-01-01,S004,P0005,Groceries,North,81.72,64.53,81.72,83.35,200,16344.0,16670.0,1.9946157611355795,0.5025125628140703,1.0122994381738115,-3.5,Spring,Snowy,1,1
2022-01-01,S004,P0006,Electronics,East,41.35,26.04,0.0,49.62,382,0.0,18954.84,inf,0.8110403397027601,0.961248112732763,1.490000000000002,Summer,Snowy,0,1
2022-01-01,S004,P0007,Electronics,West,67.26,34.48,0.0,80.04,190,0.0,15207.6,inf,0.7169811320754716,0.9574200050390528,2.480000000000004,Summer,Cloudy,0,1
2022-01-01,S004,P0008,Furniture,South,85.88,53.5,0.0,94.47,51,0.0,4817.97,inf,0.2031872509960159,0.9110396570203644,-0.2600000000000051,Winter,Snowy,1,1
2022-01-01,S004,P0009,Furniture,North,59.23,38.55,0.0,69.89,40,0.0,2795.6,inf,0.625,0.757862826828344,-1.8700000000000043,Summer,Rainy,1,1
2022-01-01,S004,P0010,Groceries,East,33.48,21.64,0.0,32.48,104,0.0,3377.9199999999996,inf,0.2321428571428571,0.8963199172627768,-3.6700000000000017,Summer,Cloudy,0,1
2022-01-01,S004,P0011,Electronics,West,54.84,42.33,54.84,59.23,46,2522.6400000000003,2724.58,8.005105762217347,0.2233009708737864,0.9653725078698846,-2.9199999999999946,Spring,Sunny,1,1
2022-01-01,S004,P0012,Electronics,North,14.25,10.92,0.0,13.96,9,0.0,125.64000000000001,inf,0.0257142857142857,4.615384615384616,-4.309999999999999,Spring,Rainy,1,1
2022-01-01,S004,P0013,Furniture,East,61.81,46.22,61.81,63.05,56,3461.36,3530.7999999999997,2.00614787251253,0.2916666666666667,1.0095547142599604,-2.1099999999999994,Autumn,Sunny,0,1
2022-01-01,S004,P0014,Electronics,West,66.94,35.26,0.0,64.93,63,0.0,4090.5900000000006,inf,0.1547911547911548,0.8907111550968471,-1.5300000000000011,Winter,Snowy,1,1
2022-01-01,S004,P0015,Clothing,South,60.54,47.34,0.0,64.78,181,0.0,11725.18,inf,0.7903930131004366,1.0464847363552263,-4.729999999999997,Autumn,Cloudy,0,1
2022-01-01,S004,P0016,Groceries,South,94.26,55.0,0.0,98.03,94,0.0,9214.82,inf,0.3560606060606061,0.9490156486622918,-2.4799999999999898,Summer,Rainy,0,1
2022-01-01,S004,P0017,Electronics,South,25.55,13.15,25.55,25.81,46,1175.3,1187.26,1.0176125244618317,0.2254901960784313,0.819672131147541,-2.52,Winter,Rainy,0,1
2022-01-01,S004,P0018,Groceries,West,16.73,13.37,0.0,15.39,8,0.0,123.12,inf,0.0555555555555555,0.2826855123674912,-2.0599999999999987,Spring,Cloudy,1,1
2022-01-01,S004,P0019,Groceries,West,71.2,36.94,0.0,75.47,172,0.0,12980.84,inf,0.4777777777777778,0.943758573388203,-2.6499999999999915,Spring,Rainy,1,1
2022-01-01,S004,P0020,Clothing,West,11.5,5.96,0.0,11.16,68,0.0,758.88,inf,0.320754716981132,0.7791910163859288,2.24,Winter,Snowy,0,1
2022-01-01,S005,P0001,Toys,West,70.33,52.11,0.0,83.69,77,0.0,6444.13,inf,0.6875,0.9115662365336806,0.039999999999992,Winter,Cloudy,0,1
2022-01-01,S005,P0002,Clothing,West,57.15,29.78,0.0,62.29,298,0.0,18562.42,inf,0.7163461538461539,1.0137433664444142,-3.5600000000000023,Autumn,Snowy,1,1
2022-01-01,S005,P0003,Electronics,North,36.17,23.06,0.0,32.19,64,0.0,2060.16,inf,0.1662337662337662,0.8309529992209816,-4.759999999999998,Spring,Sunny,0,1
2022-01-01,S005,P0004,Furniture,West,50.77,36.12,0.0,55.34,300,0.0,16602.0,inf,0.6864988558352403,1.0237510237510237,-3.93,Spring,Snowy,1,1
2022-01-01,S005,P0005,Clothing,West,92.86,55.69,0.0,85.43,21,0.0,1794.0300000000002,inf,0.1160220994475138,0.5299015897047691,-3.4399999999999977,Winter,Rainy,1,1
2022-01-01,S005,P0006,Groceries,North,60.76,42.5,0.0,75.34,176,0.0,13259.84,inf,0.946236559139785,1.005369587569976,-0.3900000000000005,Summer,Cloudy,0,1
2022-01-01,S005,P0007,Clothing,South,46.47,36.56,0.0,48.33,131,0.0,6331.23,inf,0.447098976109215,1.0598705501618124,-4.3700000000000045,Summer,Snowy,0,1
2022-01-01,S005,P0008,Toys,West,34.08,27.21,0.0,42.6,317,0.0,13504.2,inf,0.6617954070981211,0.9616551389394492,3.639999999999997,Winter,Snowy,1,1
2022-01-01,S005,P0009,Groceries,West,87.81,57.06,0.0,87.81,97,0.0,8517.57,inf,0.5300546448087432,1.0361033967101043,2.3599999999999994,Spring,Snowy,0,1
2022-01-01,S005,P0010,Clothing,East,37.04,26.97,0.0,35.56,8,0.0,284.48,inf,0.0909090909090909,0.5201560468140441,0.1700000000000017,Summer,Rainy,1,1
2022-01-01,S005,P0011,Groceries,West,54.12,37.72,0.0,57.37,104,0.0,5966.48,inf,0.2429906542056074,1.0872974385781495,1.0899999999999963,Summer,Rainy,1,1
2022-01-01,S005,P0012,Electronics,West,67.64,52.44,0.0,77.11,87,0.0,6708.57,inf,0.3536585365853658,0.9498853586636096,4.109999999999999,Summer,Sunny,0,1
2022-01-01,S005,P0013,Furniture,South,82.18,64.06,0.0,94.51,238,0.0,22493.38,inf,0.7484276729559748,0.9240206545793376,-4.909999999999997,Summer,Cloudy,0,1
2022-01-01,S005,P0014,Electronics,South,42.62,28.68,0.0,46.88,171,0.0,8016.4800000000005,inf,0.5245398773006135,0.9021366394091268,0.6099999999999994,Autumn,Cloudy,1,1
2022-01-01,S005,P0015,Furniture,West,11.54,6.82,0.0,12.81,250,0.0,3202.5,inf,0.6067961165048543,0.9549639023644906,0.2699999999999996,Spring,Cloudy,0,1
2022-01-01,S005,P0016,Clothing,South,16.3,8.75,0.0,18.58,11,0.0,204.38,inf,0.1527777777777778,3.8596491228070176,-1.6799999999999995,Winter,Sunny,0,1
2022-01-01,S005,P0017,Electronics,East,98.31,59.69,0.0,117.97,371,0.0,43766.87,inf,0.9537275064267352,0.9487520458265138,-4.109999999999999,Spring,Sunny,1,1
2022-01-01,S005,P0018,Furniture,West,48.96,34.71,0.0,55.32,107,0.0,5919.24,inf,0.6604938271604939,1.0193388587215395,-1.0700000000000005,Spring,Snowy,1,1
2022-01-01,S005,P0019,Groceries,South,88.22,54.67,0.0,85.57,106,0.0,9070.42,inf,0.4491525423728814,0.8809108285548076,-2.9399999999999977,Spring,Rainy,0,1
2022-01-01,S005,P0020,Electronics,South,11.04,5.59,0.0,13.03,101,0.0,1316.03,inf,0.926605504587156,0.9446315001870558,1.8999999999999984,Autumn,Snowy,1,1
2022-01-02,S001,P0001,Groceries,West,27.95,18.98,0.0,30.19,81,0.0,2445.3900000000003,inf,0.6923076923076923,0.8622525015967639,-2.9400000000000013,Spring,Cloudy,0,1
2022-01-02,S001,P0002,Clothing,West,19.78,12.33,0.0,19.78,163,0.0,3224.1400000000003,inf,0.3908872901678657,0.9443800695249132,1.0199999999999996,Spring,Cloudy,0,1
2022-01-02,S001,P0003,Clothing,South,70.99,40.88,0.0,85.19,464,0.0,39528.159999999996,inf,0.948875255623722,0.9997414461777128,-1.940000000000012,Summer,Snowy,0,1
2022-01-02,S001,P0004,Groceries,East,49.56,29.88,0.0,50.06,116,0.0,5806.96,inf,0.465863453815261,0.85976875185295,-0.8999999999999986,Summer,Snowy,0,1
2022-01-02,S001,P0005,Electronics,East,23.76,16.82,0.0,30.89,200,0.0,6178.0,inf,0.8368200836820083,0.9741841207988308,4.57,Summer,Sunny,1,1
2022-01-02,S001,P0006,Furniture,East,47.56,24.3,47.56,49.94,58,2758.48,2896.52,5.004205214465928,0.1228813559322034,1.1032908502948449,0.740000000000002,Summer,Snowy,1,1
2022-01-02,S001,P0007,Electronics,North,17.1,10.56,0.0,16.76,56,0.0,938.5600000000001,inf,0.3128491620111732,0.9135399673735728,0.1000000000000014,Autumn,Snowy,1,1
2022-01-02,S001,P0008,Clothing,East,58.89,30.8,0.0,65.37,74,0.0,4837.38,inf,0.7956989247311828,1.0875955320399764,-2.6700000000000017,Autumn,Cloudy,0,1
2022-01-02,S001,P0009,Toys,South,99.76,71.25,0.0,104.75,54,0.0,5656.5,inf,0.54,0.7541899441340782,4.150000000000006,Spring,Cloudy,0,1
2022-01-02,S001,P0010,Clothing,North,11.44,9.13,0.0,12.24,39,0.0,477.36,inf,0.2267441860465116,0.7991803278688525,-1.2700000000000014,Summer,Sunny,0,1
2022-01-02,S001,P0011,Furniture,East,53.84,32.98,53.84,49.53,12,646.08,594.36,-8.005200594353644,0.0555555555555555,0.6696428571428571,0.0500000000000042,Spring,Cloudy,1,1
2022-01-02,S001,P0012,Furniture,East,57.84,43.81,0.0,56.1,56,0.0,3141.6,inf,0.1985815602836879,0.7809231627388091,-3.1499999999999986,Summer,Snowy,1,1
2022-01-02,S001,P0013,Toys,North,35.51,27.03,0.0,32.67,31,0.0,1012.7700000000001,inf,0.0679824561403508,0.6819181698196216,4.449999999999999,Autumn,Cloudy,1,1
2022-01-02,S001,P0014,Electronics,West,31.41,22.42,31.41,33.29,25,785.25,832.25,5.98535498248965,0.2941176470588235,1.026272577996716,2.8099999999999987,Spring,Cloudy,1,1
2022-01-02,S001,P0015,Electronics,East,28.06,15.03,0.0,36.48,198,0.0,7223.039999999999,inf,0.8016194331983806,0.9694951770063164,-2.2300000000000004,Winter,Cloudy,1,1
2022-01-02,S001,P0016,Electronics,West,35.67,25.9,0.0,36.74,77,0.0,2828.98,inf,0.1925,1.12326768781911,-2.3500000000000014,Summer,Snowy,0,1
2022-01-02,S001,P0017,Furniture,West,28.18,17.67,0.0,31.28,165,0.0,5161.2,inf,0.6790123456790124,0.9023296510992016,0.6799999999999997,Autumn,Cloudy,0,1
2022-01-02,S001,P0018,Toys,North,74.42,53.91,0.0,70.7,42,0.0,2969.4,inf,0.0876826722338204,0.7478632478632479,4.75,Summer,Snowy,0,1
2022-01-02,S001,P0019,Furniture,South,91.95,54.4,0.0,84.59,8,0.0,676.72,inf,0.0509554140127388,0.3148366784730421,4.519999999999996,Spring,Cloudy,1,1
2022-01-02,S001,P0020,Electronics,North,97.88,76.44,97.88,104.73,174,17031.12,18223.02,6.99836534532081,0.7837837837837838,0.9231258952729589,-1.6200000000000043,Autumn,Snowy,0,1
2022-01-02,S002,P0001,Electronics,West,66.57,34.44,0.0,83.88,343,0.0,28770.84,inf,0.8511166253101737,1.0087048582519702,2.6499999999999915,Summer,Rainy,1,1
2022-01-02,S002,P0002,Furniture,West,90.36,71.36,0.0,98.49,71,0.0,6992.79,inf,0.5338345864661654,0.8509108341323106,3.629999999999996,Winter,Rainy,0,1
2022-01-02,S002,P0003,Groceries,West,92.24,55.5,0.0,104.23,157,0.0,16364.11,inf,0.7168949771689498,1.016707680352286,2.6700000000000017,Autumn,Snowy,1,1
2022-01-02,S002,P0004,Groceries,South,68.71,38.42,68.71,71.46,88,6046.48,6288.48,4.002328627565129,0.6666666666666666,0.8660564905029032,-0.6300000000000097,Spring,Snowy,0,1
2022-01-02,S002,P0005,Groceries,North,87.22,59.23,0.0,98.56,64,0.0,6307.84,inf,0.6808510638297872,1.0934563471723902,-3.3700000000000045,Spring,Cloudy,1,1
2022-01-02,S002,P0006,Groceries,East,79.38,52.19,79.38,84.94,273,21670.739999999998,23188.62,7.004283194759388,0.7913043478260869,0.99598686610726,2.0999999999999943,Autumn,Rainy,0,1
2022-01-02,S002,P0007,Groceries,North,17.41,13.21,0.0,20.72,247,0.0,5117.84,inf,0.7243401759530792,0.931442793574176,3.84,Summer,Snowy,0,1
2022-01-02,S002,P0008,Electronics,North,14.8,10.96,0.0,14.06,42,0.0,590.52,inf,0.1735537190082644,0.8875739644970414,0.8600000000000012,Spring,Sunny,1,1
2022-01-02,S002,P0009,Electronics,North,30.5,20.56,30.5,34.47,197,6008.5,6790.59,13.016393442622947,0.6632996632996633,1.0019836223996743,1.6400000000000006,Spring,Sunny,0,1
2022-01-02,S002,P0010,Groceries,West,27.84,17.8,0.0,31.46,374,0.0,11766.04,inf,0.7906976744186046,0.962900028320589,-4.16,Spring,Cloudy,1,1
2022-01-02,S002,P0011,Furniture,East,88.62,70.85,88.62,99.25,154,13647.480000000001,15284.5,11.995034980816966,0.4983818770226537,0.9051901487098102,2.3200000000000074,Winter,Cloudy,0,1
2022-01-02,S002,P0012,Toys,North,82.35,46.61,0.0,82.35,236,0.0,19434.6,inf,0.542528735632184,0.9829647215627472,-0.7800000000000011,Autumn,Rainy,0,1
2022-01-02,S002,P0013,Toys,North,92.57,68.86,0.0,118.49,278,0.0,32940.22,inf,0.9652777777777778,0.989640810223915,-4.52000000000001,Summer,Sunny,1,1
2022-01-02,S002,P0014,Furniture,West,94.38,56.56,0.0,85.89,27,0.0,2319.03,inf,0.1413612565445026,0.8300030740854596,4.909999999999997,Autumn,Rainy,0,1
2022-01-02,S002,P0015,Toys,North,70.59,45.87,70.59,77.65,106,7482.54,8230.900000000001,10.001416631250889,0.2994350282485876,0.9507579155081174,-4.679999999999993,Winter,Cloudy,1,1
2022-01-02,S002,P0016,Toys,West,63.13,32.52,0.0,68.81,154,0.0,10596.74,inf,0.7298578199052133,0.9175951856044806,-4.100000000000001,Autumn,Sunny,0,1
2022-01-02,S002,P0017,Clothing,West,46.04,25.62,0.0,56.17,176,0.0,9885.92,inf,0.9072164948453608,1.0029061484984898,4.640000000000001,Autumn,Rainy,1,1
2022-01-02,S002,P0018,Groceries,East,21.07,12.31,0.0,24.86,124,0.0,3082.64,inf,0.992,1.0593763348996157,-0.6400000000000006,Autumn,Sunny,0,1
2022-01-02,S002,P0019,Toys,East,79.11,43.67,79.11,98.1,479,37893.69,46989.899999999994,24.00455062571103,0.9716024340770792,1.0175468411437312,-0.9500000000000028,Winter,Cloudy,0,1
2022-01-02,S002,P0020,Clothing,South,64.99,34.58,64.99,75.39,78,5069.219999999999,5880.42,16.002461917218046,0.3497757847533632,1.0058027079303675,-0.4100000000000108,Summer,Sunny,1,1
2022-01-02,S003,P0001,Toys,West,73.48,52.85,0.0,74.21,114,0.0,8459.939999999999,inf,0.4100719424460431,0.854508657521925,0.9300000000000068,Autumn,Cloudy,0,1
2022-01-02,S003,P0002,Groceries,East,87.5,60.79,87.5,66.87,2,175.0,133.74,-23.577142857142853,0.0113636363636363,-0.8333333333333334,-3.700000000000003,Autumn,Rainy,0,1
2022-01-02,S003,P0003,Toys,East,88.68,59.91,0.0,81.59,7,0.0,571.13,inf,0.0443037974683544,0.2941176470588235,1.3000000000000114,Autumn,Cloudy,1,1
2022-01-02,S003,P0004,Furniture,West,82.36,50.49,0.0,79.07,54,0.0,4269.78,inf,0.4462809917355372,1.066350710900474,-3.489999999999995,Autumn,Snowy,0,1
2022-01-02,S003,P0005,Furniture,East,38.56,19.59,0.0,45.89,282,0.0,12940.98,inf,0.75,0.94497687822532,1.990000000000002,Winter,Cloudy,0,1
2022-01-02,S003,P0006,Groceries,East,97.74,56.36,97.74,98.72,93,9089.82,9180.96,1.0026601186822222,0.3069306930693069,0.8644729503625209,0.0499999999999971,Winter,Cloudy,0,1
2022-01-02,S003,P0007,Electronics,West,37.68,23.64,0.0,36.17,85,0.0,3074.4500000000003,inf,0.226063829787234,0.9848221527053644,0.9600000000000009,Autumn,Cloudy,0,1
2022-01-02,S003,P0008,Clothing,South,36.03,24.25,0.0,36.03,136,0.0,4900.08,inf,0.5461847389558233,1.0340632603406326,-1.4600000000000009,Spring,Rainy,0,1
2022-01-02,S003,P0009,Electronics,West,88.97,58.19,88.97,100.54,140,12455.8,14075.6,13.004383500056207,0.6363636363636364,0.99672504627652,-2.5600000000000023,Spring,Snowy,1,1
