date,store_id,product_id,category,price,cost_price,discounted_price,ml_price,units_sold,static_revenue,ml_revenue,ml_pred_demand,residual
2023-08-08,S005,P0017,3,28.28,19.796,0.0,35.35,181,0.0,6398.35,182.08379,-1.1137847900390625
2023-08-08,S005,P0016,1,26.65,18.655,26.65,33.31,14,373.09999999999997,466.34000000000003,13.767948,0.2238779067993164
2023-08-08,S005,P0015,0,33.56,23.492,0.0,41.95,192,0.0,8054.400000000001,192.28096,0.096435546875
2023-08-08,S005,P0014,0,57.63,40.341,57.63,72.04,59,3400.17,4250.360000000001,59.207302,0.6043243408203125
2023-08-08,S005,P0013,2,50.43,35.301,0.0,63.04,228,0.0,14373.119999999999,226.60617,1.320068359375
2023-08-08,S005,P0012,3,27.04,18.928,0.0,33.8,39,0.0,1318.1999999999998,39.425804,-0.18085479736328125
2023-08-08,S005,P0011,0,73.72,51.604,0.0,92.15,116,0.0,10689.400000000001,116.45477,-0.35071563720703125
2023-08-08,S004,P0017,2,95.62,66.934,0.0,119.52,63,0.0,7529.759999999999,63.736748,-0.49332427978515625
2023-08-08,S005,P0010,0,23.18,16.226,0.0,28.98,62,0.0,1796.76,61.244656,0.6107521057128906
2023-08-08,S005,P0008,1,69.77,48.839,0.0,87.21,445,0.0,38808.45,448.76373,-3.59613037109375
2023-08-08,S005,P0007,0,52.9,37.03,0.0,66.12,36,0.0,2380.32,35.024265,0.2801246643066406
2023-08-08,S005,P0006,4,86.92,60.844,0.0,108.65,11,0.0,1195.15,11.7448225,-0.7561073303222656
2023-08-08,S005,P0005,3,89.94,62.958,89.94,112.42,384,34536.96,43169.28,382.9562,0.726776123046875
2023-08-08,S005,P0004,1,98.94,69.258,0.0,123.68,36,0.0,4452.4800000000005,35.978737,-0.11503982543945312
2023-08-08,S005,P0003,0,35.44,24.808,0.0,44.3,199,0.0,8815.699999999999,199.15613,-0.1585845947265625
2023-08-08,S005,P0002,0,21.35,14.945,0.0,26.69,274,0.0,7313.06,273.34283,0.700408935546875
2023-08-08,S005,P0001,3,35.03,24.521,0.0,43.79,79,0.0,3459.41,79.06041,-0.11338043212890625
2023-08-08,S004,P0020,3,70.14,49.098,0.0,87.68,275,0.0,24112.000000000004,275.6172,-0.986053466796875
2023-08-08,S004,P0019,4,78.39,54.873,0.0,97.99,144,0.0,14110.56,144.23058,0.3102874755859375
2023-08-08,S005,P0009,0,89.56,62.692,0.0,111.95,82,0.0,9179.9,81.69615,-0.17742156982421875
2023-08-08,S003,P0011,3,68.66,48.062,68.66,85.82,305,20941.3,26175.1,304.2812,0.123687744140625
2023-08-08,S004,P0015,0,23.75,16.625,0.0,29.69,31,0.0,920.39,31.119585,-0.388702392578125
2023-08-08,S003,P0009,2,66.8,46.76,0.0,83.5,18,0.0,1503.0,17.86808,0.35414886474609375
2023-08-08,S002,P0002,1,81.97,57.379,81.97,102.46,56,4590.32,5737.759999999999,55.39755,-0.20134735107421875
2023-08-08,S002,P0001,4,88.52,61.964,0.0,110.65,227,0.0,25117.550000000003,226.38254,0.0240325927734375
2023-08-08,S001,P0020,3,86.32,60.424,0.0,107.9,14,0.0,1510.6000000000001,13.810128,0.262725830078125
2023-08-08,S001,P0019,3,71.87,50.309,0.0,89.84,191,0.0,17159.440000000002,190.87524,0.101531982421875
2023-08-08,S001,P0018,2,21.2,14.84,0.0,26.5,184,0.0,4876.0,183.59892,0.6019287109375
2023-08-08,S001,P0017,2,87.7,61.39,0.0,109.62,106,0.0,11619.720000000001,106.59886,-0.7515335083007812
2023-08-08,S001,P0016,4,54.18,37.926,54.18,67.72,33,1787.94,2234.7599999999998,33.177425,0.044277191162109375
2023-08-08,S001,P0015,0,77.83,54.481,0.0,97.29,89,0.0,8658.810000000001,88.48217,0.7957839965820312
2023-08-08,S001,P0014,4,78.62,55.034,0.0,98.28,122,0.0,11990.16,121.30202,0.37805938720703125
2023-08-08,S001,P0013,4,10.43,7.301,0.0,13.04,331,0.0,4316.24,331.39285,-0.9990234375
2023-08-08,S002,P0003,3,61.72,43.204,0.0,77.15,198,0.0,15275.7,197.7048,0.2760772705078125
2023-08-08,S001,P0012,2,20.65,14.455,0.0,25.81,68,0.0,1755.08,67.863884,0.29425811767578125
2023-08-08,S001,P0010,3,29.78,20.846,0.0,37.22,420,0.0,15632.4,421.33017,-1.417938232421875
2023-08-08,S001,P0009,4,39.53,27.671,0.0,49.41,76,0.0,3755.16,75.791466,0.05910491943359375
2023-08-08,S001,P0008,0,74.51,52.157,0.0,93.14,259,0.0,24123.26,260.3998,-0.608062744140625
2023-08-08,S001,P0007,0,36.87,25.809,0.0,46.09,47,0.0,2166.23,46.23274,0.7025871276855469
2023-08-08,S001,P0006,2,86.49,60.543,86.49,108.11,108,9340.92,11675.88,107.9767,-0.21186065673828125
2023-08-08,S001,P0005,1,20.87,14.609,0.0,26.09,23,0.0,600.07,23.169247,-0.4671173095703125
2023-08-08,S001,P0004,4,10.8,7.56,0.0,13.5,27,0.0,364.5,27.280237,-0.4795722961425781
2023-08-08,S001,P0003,1,97.47,68.229,0.0,121.84,179,0.0,21809.36,179.17166,0.07232666015625
2023-08-08,S001,P0001,3,61.35,42.945,0.0,76.69,335,0.0,25691.149999999998,335.08817,-0.063690185546875
2023-08-08,S003,P0010,3,19.16,13.412,0.0,23.95,102,0.0,2442.9,101.87494,0.6228713989257812
2023-08-08,S001,P0011,0,55.86,39.102,0.0,69.82,27,0.0,1885.1399999999999,27.011538,-0.19520187377929688
2023-08-08,S002,P0004,4,60.03,42.021,0.0,75.04,164,0.0,12306.560000000001,163.81583,0.4737701416015625
2023-08-08,S001,P0002,2,52.94,37.058,0.0,66.18,239,0.0,15817.020000000002,240.18057,-1.1044158935546875
2023-08-08,S002,P0006,0,13.35,9.345,13.35,16.69,304,4058.4,5073.76,305.4026,-1.36761474609375
2023-08-08,S002,P0005,4,25.39,17.773,0.0,31.74,91,0.0,2888.3399999999997,91.40668,0.2496337890625
2023-08-08,S003,P0008,4,64.71,45.297,0.0,80.89,62,0.0,5015.18,61.88978,0.3116722106933594
2023-08-08,S003,P0006,2,37.44,26.208,0.0,46.8,219,0.0,10249.199999999999,220.05989,-0.919464111328125
2023-08-08,S003,P0005,1,69.18,48.426,69.18,86.48,100,6918.000000000001,8648.0,100.61402,-0.5960006713867188
2023-08-08,S003,P0004,1,77.81,54.467,0.0,97.26,307,0.0,29858.820000000003,306.3363,0.32391357421875
2023-08-08,S003,P0003,3,18.29,12.803,0.0,22.86,195,0.0,4457.7,195.52768,-0.4124755859375
2023-08-08,S003,P0002,1,82.34,57.638,0.0,102.93,159,0.0,16365.87,159.42075,0.00030517578125
2023-08-08,S003,P0001,1,88.51,61.957,0.0,110.64,141,0.0,15600.24,140.81711,0.261749267578125
2023-08-08,S002,P0020,4,21.2,14.84,21.2,26.5,274,5808.8,7261.0,272.95593,1.20330810546875
2023-08-08,S002,P0019,1,59.54,41.678,59.54,74.42,82,4882.28,6102.4400000000005,82.183205,-0.17711639404296875
2023-08-08,S002,P0018,1,52.46,36.722,0.0,65.58,28,0.0,1836.24,27.406368,0.7717056274414062
2023-08-08,S003,P0007,4,45.81,32.067,0.0,57.26,102,0.0,5840.5199999999995,101.76,0.22180938720703125
2023-08-08,S002,P0016,2,54.43,38.101,0.0,68.04,59,0.0,4014.3600000000006,58.103928,0.19646453857421875
2023-08-08,S002,P0015,2,49.61,34.727,0.0,62.01,12,0.0,744.12,11.949152,0.1772928237915039
2023-08-08,S002,P0014,3,83.29,58.303,0.0,104.11,281,0.0,29254.91,279.7167,1.401214599609375
2023-08-08,S002,P0013,4,44.15,30.905,0.0,55.19,356,0.0,19647.64,357.584,-2.235687255859375
2023-08-08,S002,P0012,3,65.8,46.06,65.8,82.25,122,8027.599999999999,10034.5,121.516685,0.31232452392578125
2023-08-08,S002,P0011,1,40.66,28.462,40.66,50.82,188,7644.079999999999,9554.16,187.15001,0.7389373779296875
2023-08-08,S002,P0010,1,79.24,55.468,79.24,99.05,63,4992.12,6240.15,63.1538,-0.3020057678222656
2023-08-08,S002,P0009,1,95.99,67.193,0.0,119.99,12,0.0,1439.8799999999999,12.130254,-0.17411231994628906
2023-08-08,S002,P0007,0,12.59,8.813,0.0,15.74,23,0.0,362.02,22.85931,0.2665748596191406
2023-08-08,S002,P0008,4,30.89,21.623,0.0,38.61,57,0.0,2200.77,57.683514,-0.5381355285644531
2023-08-08,S002,P0017,3,37.4,26.18,0.0,46.75,36,0.0,1683.0,35.86843,0.08318710327148438
2023-08-09,S002,P0014,0,24.75,17.325,24.75,30.94,39,965.25,1206.66,39.523827,-0.6200752258300781
2023-08-09,S002,P0013,4,43.07,30.149,0.0,53.84,96,0.0,5168.64,95.92681,1.06341552734375
2023-08-09,S002,P0012,3,46.24,32.368,0.0,57.8,46,0.0,2658.7999999999997,45.70259,-0.5208587646484375
2023-08-09,S002,P0008,3,60.91,42.637,0.0,76.14,103,0.0,7842.42,102.75887,0.13695526123046875
2023-08-09,S002,P0010,3,38.59,27.013,0.0,48.24,167,0.0,8056.08,167.38908,-0.661041259765625
2023-08-09,S002,P0009,3,68.93,48.251,68.93,86.16,347,23918.710000000003,29897.52,345.24213,2.5198974609375
2023-08-09,S002,P0015,0,98.93,69.251,0.0,123.66,177,0.0,21887.82,176.62631,0.5993804931640625
2023-08-09,S002,P0007,2,41.18,28.826,0.0,51.48,94,0.0,4839.12,94.42243,0.0591278076171875
2023-08-09,S002,P0011,4,70.88,49.616,70.88,88.6,55,3898.3999999999996,4873.0,54.821095,-0.413482666015625
2023-08-09,S002,P0016,1,28.59,20.013,28.59,35.74,14,400.26,500.36,14.365536,-0.1040487289428711
2023-08-09,S002,P0020,2,90.72,63.504,0.0,113.4,34,0.0,3855.6000000000004,33.57788,0.3248748779296875
2023-08-09,S002,P0018,4,61.53,43.071,0.0,76.91,210,0.0,16151.099999999999,210.54457,-0.7750244140625
2023-08-09,S002,P0019,2,46.62,32.634,0.0,58.28,281,0.0,16376.68,280.19653,1.0828857421875
2023-08-09,S003,P0001,2,17.39,12.173,0.0,21.74,0,0.0,0.0,0.337461,-0.3612639009952545
2023-08-09,S003,P0002,1,52.61,36.827,0.0,65.76,180,0.0,11836.800000000001,181.1453,-1.0702972412109375
2023-08-09,S003,P0003,1,70.59,49.413,0.0,88.24,86,0.0,7588.639999999999,85.787125,0.45751953125
2023-08-09,S003,P0004,2,20.17,14.119,20.17,25.21,130,2622.1000000000004,3277.3,129.88687,-0.4127349853515625
2023-08-09,S003,P0005,2,59.08,41.356,0.0,73.85,99,0.0,7311.15,98.854095,-0.2303924560546875
2023-08-09,S003,P0006,0,79.45,55.615,0.0,99.31,91,0.0,9037.210000000001,91.48201,-0.918487548828125
2023-08-09,S003,P0007,2,12.91,9.037,12.91,16.14,291,3756.81,4696.74,289.9526,0.9437255859375
2023-08-09,S002,P0017,3,67.04,46.928,0.0,83.8,21,0.0,1759.8,21.148808,-0.14223480224609375
2023-08-09,S002,P0006,3,29.57,20.699,0.0,36.96,104,0.0,3843.84,104.21477,-0.37598419189453125
2023-08-09,S001,P0015,2,20.44,14.308,20.44,25.55,14,286.16,357.7,14.23881,-0.4863090515136719
2023-08-09,S002,P0004,3,61.3,42.91,0.0,76.62,38,0.0,2911.5600000000004,37.68016,0.22619247436523438
2023-08-09,S001,P0001,1,70.26,49.182,70.26,87.82,25,1756.5000000000002,2195.5,24.882862,0.7328891754150391
2023-08-09,S001,P0002,2,60.98,42.686,0.0,76.22,299,0.0,22789.78,299.0084,-0.218719482421875
2023-08-09,S001,P0003,0,71.2,49.84,0.0,89.0,132,0.0,11748.0,130.98395,0.7054443359375
2023-08-09,S001,P0004,0,25.69,17.983,0.0,32.11,25,0.0,802.75,24.146887,0.6873226165771484
2023-08-09,S001,P0005,4,53.66,37.562,53.66,67.07,3,160.98,201.20999999999998,3.117507,-0.22141408920288086
2023-08-09,S001,P0006,1,47.29,33.103,0.0,59.11,167,0.0,9871.37,166.38951,0.552093505859375
2023-08-09,S001,P0007,2,14.27,9.989,14.27,17.84,30,428.09999999999997,535.2,30.402086,-0.1603260040283203
2023-08-09,S001,P0008,4,47.44,33.208,0.0,59.3,73,0.0,4328.9,73.56198,-0.6466751098632812
2023-08-09,S001,P0009,2,20.91,14.637,0.0,26.14,32,0.0,836.48,32.584324,-0.8933868408203125
2023-08-09,S001,P0010,1,63.62,44.534,0.0,79.52,247,0.0,19641.44,245.68488,1.3862457275390625
2023-08-09,S001,P0011,0,84.59,59.213,0.0,105.74,284,0.0,30030.16,285.03058,0.03662109375
2023-08-09,S001,P0012,3,45.4,31.78,0.0,56.75,99,0.0,5618.25,99.256805,-0.00392913818359375
2023-08-09,S001,P0013,3,27.68,19.376,0.0,34.6,108,0.0,3736.8,107.847305,0.444305419921875
2023-08-09,S001,P0014,1,48.13,33.691,0.0,60.16,226,0.0,13596.16,227.0663,-1.4815521240234375
2023-08-09,S003,P0008,4,38.62,27.034,0.0,48.28,400,0.0,19312.0,399.45862,-0.057342529296875
2023-08-09,S001,P0016,1,10.83,7.581,0.0,13.54,31,0.0,419.73999999999995,31.196018,-0.2790565490722656
2023-08-09,S001,P0017,1,57.25,40.075,0.0,71.56,103,0.0,7370.68,103.13299,-0.33220672607421875
2023-08-09,S001,P0018,4,99.89,69.923,0.0,124.86,49,0.0,6118.14,48.758106,0.15249252319335938
2023-08-09,S001,P0019,3,14.7,10.29,0.0,18.38,305,0.0,5605.9,304.57187,1.002166748046875
2023-08-09,S001,P0020,1,64.59,45.213,0.0,80.74,299,0.0,24141.26,299.6764,0.04296875
2023-08-09,S002,P0001,4,52.9,37.03,0.0,66.12,85,0.0,5620.200000000001,85.30339,-0.39867401123046875
2023-08-09,S002,P0002,1,57.62,40.334,0.0,72.02,53,0.0,3817.06,52.976433,0.8595466613769531
2023-08-09,S002,P0003,2,95.54,66.878,0.0,119.43,144,0.0,17197.920000000002,143.23425,0.629852294921875
2023-08-09,S002,P0005,1,82.12,57.484,0.0,102.65,264,0.0,27099.600000000002,264.39966,-0.205322265625
2023-08-09,S003,P0009,3,36.43,25.501,0.0,45.54,60,0.0,2732.4,60.02762,0.24413299560546875
2023-08-09,S004,P0001,4,73.02,51.114,0.0,91.28,479,0.0,43723.12,478.00034,1.364593505859375
2023-08-09,S003,P0011,1,37.14,25.998,0.0,46.42,5,0.0,232.10000000000002,5.2818465,-0.3994455337524414
2023-08-09,S004,P0020,2,58.18,40.726,0.0,72.72,219,0.0,15925.68,218.54333,0.2540740966796875
2023-08-09,S005,P0001,1,46.55,32.585,0.0,58.19,91,0.0,5295.29,91.151085,0.2483062744140625
2023-08-09,S005,P0002,2,43.1,30.17,43.1,53.88,24,1034.4,1293.1200000000001,24.58315,-0.6409645080566406
2023-08-09,S005,P0003,1,82.75,57.925,0.0,103.44,106,0.0,10964.64,106.54522,-0.15608978271484375
2023-08-09,S005,P0004,2,31.01,21.707,0.0,38.76,309,0.0,11976.84,310.52893,-1.083343505859375
2023-08-09,S005,P0005,2,63.98,44.786,63.98,79.97,62,3966.7599999999998,4958.14,62.225803,-0.050502777099609375
2023-08-09,S005,P0006,3,81.83,57.281,0.0,102.29,44,0.0,4500.76,43.691227,0.16132736206054688
2023-08-09,S005,P0007,3,27.54,19.278,0.0,34.42,15,0.0,516.3000000000001,14.779922,0.1996288299560547
2023-08-09,S005,P0008,3,33.76,23.632,0.0,42.2,278,0.0,11731.6,278.69577,-0.17919921875
2023-08-09,S005,P0009,3,80.96,56.672,0.0,101.2,1,0.0,101.2,0.91254497,0.05537605285644531
2023-08-09,S005,P0010,1,10.48,7.336,0.0,13.1,279,0.0,3654.9,280.7848,-1.8353271484375
2023-08-09,S005,P0011,3,69.74,48.818,0.0,87.18,174,0.0,15169.320000000002,173.70143,-0.0700531005859375
2023-08-09,S005,P0012,0,47.54,33.278,0.0,59.42,142,0.0,8437.64,141.83037,-0.4396514892578125
2023-08-09,S005,P0013,1,50.18,35.126,0.0,62.72,36,0.0,2257.92,36.451992,-0.10013580322265625
2023-08-09,S005,P0014,3,87.73,61.411,0.0,109.66,121,0.0,13268.859999999999,120.791824,0.187469482421875
2023-08-09,S005,P0015,3,71.73,50.211,0.0,89.66,155,0.0,13897.3,155.00562,-0.2647247314453125
2023-08-09,S005,P0016,3,33.95,23.765,0.0,42.44,42,0.0,1782.48,42.545425,-0.2975502014160156
2023-08-09,S005,P0017,4,40.54,28.378,0.0,50.68,89,0.0,4510.5199999999995,89.3422,-0.18202972412109375
2023-08-09,S005,P0018,4,84.23,58.961,0.0,105.29,241,0.0,25374.890000000003,241.2828,-0.4135894775390625
2023-08-09,S005,P0020,0,86.2,60.34,0.0,107.75,22,0.0,2370.5,21.51248,0.5383567810058594
2023-08-09,S005,P0019,4,93.55,65.485,0.0,116.94,15,0.0,1754.1,14.989678,0.09720420837402344
2023-08-09,S004,P0019,2,29.12,20.384,0.0,36.4,4,0.0,145.6,4.0919056,-0.3051457405090332
2023-08-09,S004,P0018,3,76.39,53.473,0.0,95.49,204,0.0,19479.96,204.37465,-0.3631439208984375
2023-08-09,S004,P0017,1,93.6,65.52,0.0,117.0,96,0.0,11232.0,95.20162,0.7022323608398438
2023-08-09,S004,P0016,2,41.16,28.812,0.0,51.45,181,0.0,9312.45,180.10167,1.20794677734375
2023-08-09,S003,P0012,1,71.8,50.26,71.8,89.75,8,574.4,718.0,8.217424,-0.30591773986816406
2023-08-09,S003,P0013,2,99.2,69.44,0.0,124.0,71,0.0,8804.0,70.75139,0.26537322998046875
2023-08-09,S003,P0014,2,93.01,65.107,0.0,116.26,50,0.0,5813.0,49.701077,0.6726760864257812
2023-08-09,S003,P0015,0,35.55,24.885,0.0,44.44,91,0.0,4044.04,91.58389,-0.6540451049804688
2023-08-09,S003,P0016,2,80.32,56.224,0.0,100.4,79,0.0,7931.6,78.49916,0.6782760620117188
2023-08-09,S003,P0017,3,23.54,16.478,0.0,29.42,251,0.0,7384.42,251.7107,-0.4149017333984375
2023-08-09,S003,P0018,0,62.9,44.03,0.0,78.62,171,0.0,13444.02,170.72955,0.06915283203125
2023-08-09,S003,P0019,0,34.89,24.423,34.89,43.61,8,279.12,348.88,8.332848,-0.07941341400146484
2023-08-09,S003,P0020,0,54.5,38.15,0.0,68.12,271,0.0,18460.52,271.10754,0.278289794921875
2023-08-09,S004,P0002,4,44.82,31.374,0.0,56.02,2,0.0,112.04,2.0503144,0.1285264492034912
2023-08-09,S003,P0010,2,56.21,39.347,0.0,70.26,61,0.0,4285.860000000001,60.17944,0.8390350341796875
2023-08-09,S004,P0003,4,23.62,16.534,0.0,29.52,1,0.0,29.52,0.7839765,0.08168154954910278
2023-08-09,S004,P0005,1,44.27,30.989,0.0,55.34,104,0.0,5755.360000000001,103.71272,0.4927215576171875
2023-08-09,S004,P0006,3,40.97,28.679,0.0,51.21,327,0.0,16745.670000000002,325.5136,1.61944580078125
2023-08-09,S004,P0007,3,85.23,59.661,0.0,106.54,208,0.0,22160.32,207.99605,0.12957763671875
2023-08-09,S004,P0008,1,22.79,15.953,0.0,28.49,186,0.0,5299.139999999999,185.67451,0.681488037109375
2023-08-09,S004,P0009,2,80.27,56.189,0.0,100.34,18,0.0,1806.1200000000001,18.015305,0.0240936279296875
2023-08-09,S004,P0010,0,24.41,17.087,0.0,30.51,105,0.0,3203.55,104.778694,-0.18033599853515625
2023-08-09,S004,P0011,0,59.47,41.629,0.0,74.34,205,0.0,15239.7,205.43002,-0.5071563720703125
2023-08-09,S004,P0012,0,82.23,57.561,0.0,102.79,50,0.0,5139.5,50.34727,-0.38701629638671875
2023-08-09,S004,P0013,0,16.52,11.564,16.52,20.65,50,826.0,1032.5,50.082516,-0.23337936401367188
2023-08-09,S004,P0015,0,22.93,16.051,0.0,28.66,228,0.0,6534.4800000000005,227.20988,1.0671234130859375
2023-08-09,S004,P0004,4,62.52,43.764,0.0,78.15,265,0.0,20709.75,265.26184,0.03533935546875
2023-08-09,S004,P0014,4,10.07,7.049,0.0,12.59,110,0.0,1384.9,109.62737,0.36541748046875
2023-08-10,S005,P0020,4,25.31,17.717,25.31,31.64,26,658.06,822.64,25.826164,0.032138824462890625
2023-08-10,S004,P0012,0,83.62,58.534,0.0,104.52,37,0.0,3867.24,36.605785,0.047733306884765625
2023-08-10,S004,P0013,3,24.76,17.332,0.0,30.95,63,0.0,1949.85,63.44434,-0.384613037109375
2023-08-10,S004,P0011,2,92.75,64.925,92.75,115.94,190,17622.5,22028.6,190.68344,-0.137939453125
2023-08-10,S004,P0010,1,13.93,9.751,0.0,17.41,57,0.0,992.37,57.00426,-0.27596282958984375
2023-08-10,S004,P0009,2,74.91,52.437,0.0,93.64,135,0.0,12641.4,134.9729,0.22418212890625
2023-08-10,S004,P0008,3,10.79,7.553,0.0,13.49,2,0.0,26.98,2.3069448,-0.30567264556884766
2023-08-10,S004,P0007,3,74.77,52.339,0.0,93.46,348,0.0,32524.079999999998,347.16547,0.447906494140625
2023-08-10,S004,P0006,2,13.7,9.59,0.0,17.12,183,0.0,3132.96,181.88089,0.2483673095703125
2023-08-10,S004,P0005,4,18.09,12.663,0.0,22.61,141,0.0,3188.0099999999998,140.54828,0.3025360107421875
2023-08-10,S004,P0004,0,18.88,13.216,0.0,23.6,67,0.0,1581.2,67.43869,-0.53094482421875
2023-08-10,S004,P0003,3,41.09,28.763,0.0,51.36,266,0.0,13661.76,266.38672,0.020294189453125
2023-08-10,S004,P0002,2,59.86,41.902,59.86,74.82,86,5147.96,6434.5199999999995,86.32149,-0.26581573486328125
2023-08-10,S004,P0001,4,24.1,16.87,24.1,30.12,5,120.5,150.6,4.9752045,-0.0683598518371582
2023-08-10,S003,P0020,1,18.64,13.048,0.0,23.3,243,0.0,5661.900000000001,243.06929,-0.7223052978515625
2023-08-10,S003,P0018,3,13.73,9.611,0.0,17.16,374,0.0,6417.84,373.08752,-0.204498291015625
2023-08-10,S003,P0017,3,85.84,60.088,85.84,107.3,61,5236.24,6545.3,60.987453,0.1874237060546875
2023-08-10,S003,P0016,4,91.2,63.84,0.0,114.0,65,0.0,7410.0,64.89616,0.23479461669921875
2023-08-10,S003,P0015,0,12.82,8.974,0.0,16.02,25,0.0,400.5,25.475739,-0.5334949493408203
2023-08-10,S003,P0014,0,54.96,38.472,0.0,68.7,54,0.0,3709.8,54.27038,0.6577606201171875
2023-08-10,S003,P0013,4,50.1,35.07,0.0,62.62,102,0.0,6387.24,101.745895,-0.12607574462890625
2023-08-10,S003,P0012,1,49.37,34.559,0.0,61.71,304,0.0,18759.84,303.24905,1.046783447265625
2023-08-10,S003,P0011,3,53.52,37.464,0.0,66.9,64,0.0,4281.6,63.678806,0.5068778991699219
2023-08-10,S004,P0014,4,25.82,18.074,0.0,32.28,162,0.0,5229.360000000001,161.93718,0.37835693359375
2023-08-10,S004,P0015,1,76.3,53.41,0.0,95.38,239,0.0,22795.82,238.03825,1.0394439697265625
2023-08-10,S004,P0016,2,45.9,32.13,0.0,57.38,30,0.0,1721.4,29.834036,0.7572975158691406
2023-08-10,S004,P0017,2,16.91,11.837,0.0,21.14,361,0.0,7631.54,360.36334,-0.54071044921875
2023-08-10,S005,P0018,1,25.37,17.759,0.0,31.71,288,0.0,9132.48,286.80258,0.883331298828125
2023-08-10,S005,P0019,4,73.93,51.751,0.0,92.41,236,0.0,21808.76,237.63188,-1.5413818359375
2023-08-10,S005,P0017,3,60.04,42.028,0.0,75.05,107,0.0,8030.349999999999,106.677315,0.352447509765625
2023-08-10,S005,P0016,1,45.02,31.514,0.0,56.28,174,0.0,9792.72,173.47324,0.3870086669921875
2023-08-10,S005,P0015,4,56.01,39.207,0.0,70.01,179,0.0,12531.79,179.05534,-0.1925811767578125
2023-08-10,S005,P0014,3,17.36,12.152,0.0,21.7,66,0.0,1432.2,66.34818,-0.04808807373046875
2023-08-10,S005,P0013,0,59.95,41.965,59.95,74.94,11,659.45,824.3399999999999,10.9615555,-0.014146804809570312
2023-08-10,S005,P0012,0,94.39,66.073,0.0,117.99,131,0.0,15456.689999999999,131.5159,-0.6644287109375
2023-08-10,S005,P0011,0,39.41,27.587,39.41,49.26,148,5832.679999999999,7290.48,147.54572,0.9600677490234375
2023-08-10,S005,P0010,3,27.89,19.523,0.0,34.86,9,0.0,313.74,9.014655,0.13898468017578125
2023-08-10,S003,P0010,2,64.76,45.332,0.0,80.95,80,0.0,6476.0,79.92601,0.16326904296875
