date,store_id,product_id,category,region,inventory_level,units_sold,units_ordered,demand_forecast,price,discount,weather_condition,holiday_promotion,competitor_pricing,seasonality,visitors,cost
2022-01-01,S002,P0004,Toys,West,191,63,115,54.57,26.19,0,Cloudy,0,28.06,Autumn,200,15.39
2022-01-01,S002,P0005,Toys,West,281,156,25,150.9,83.29,1,Rainy,0,80.64,Autumn,441,59.26
2022-01-01,S002,P0006,Furniture,North,492,250,168,242.57,85.59,1,Cloudy,0,86.82,Winter,457,67.48
2022-01-01,S002,P0007,Groceries,West,460,393,70,401.48,91.13,1,Sunny,0,93.33,Summer,480,61.18
2022-01-01,S002,P0008,Electronics,West,304,29,99,35.54,66.96,1,Snowy,0,65.36,Summer,208,38.11
2022-01-01,S002,P0009,Clothing,South,113,9,84,14.78,81.29,1,Rainy,1,82.06,Winter,250,52.65
2022-01-01,S002,P0010,Electronics,North,157,126,181,132.75,60.84,0,Snowy,1,65.22,Winter,363,45.02
2022-01-01,S002,P0011,Groceries,West,67,13,33,7.44,34.62,0,Snowy,1,33.98,Autumn,83,23.98
2022-01-01,S002,P0012,Groceries,East,281,25,136,37.27,19.56,1,Rainy,1,19.01,Winter,235,12.98
2022-01-01,S002,P0013,Clothing,East,389,283,177,299.7,57.78,1,Cloudy,0,58.5,Spring,536,29.13
2022-01-01,S002,P0014,Electronics,East,465,359,77,370.36,91.28,1,Cloudy,0,90.85,Summer,466,65.14
2022-01-01,S002,P0015,Toys,South,197,129,94,148.55,59.9,1,Sunny,1,55.23,Winter,200,44.73
2022-01-01,S002,P0016,Toys,South,242,63,85,58.07,45.65,1,Rainy,1,42.17,Spring,348,25.58
2022-01-01,S002,P0017,Groceries,West,398,373,92,390.89,11.71,1,Cloudy,1,10.0,Winter,511,8.01
2022-01-01,S002,P0018,Groceries,North,234,160,140,177.41,58.84,1,Cloudy,0,54.39,Summer,258,34.06
2022-01-01,S002,P0019,Toys,East,67,15,186,34.38,84.99,1,Sunny,1,81.02,Winter,283,43.51
2022-01-01,S002,P0020,Toys,West,221,101,38,115.0,87.1,0,Rainy,1,91.56,Spring,209,62.8
2022-01-01,S003,P0001,Toys,South,241,147,180,161.09,67.21,1,Sunny,1,67.39,Summer,366,46.22
2022-01-01,S003,P0002,Electronics,West,115,4,169,11.11,28.2,1,Sunny,1,25.63,Spring,273,20.54
2022-01-01,S003,P0003,Groceries,South,375,77,145,75.04,56.16,1,Sunny,1,57.16,Spring,314,31.74
2022-01-01,S003,P0004,Toys,South,153,31,145,42.99,89.53,1,Rainy,1,93.6,Winter,288,70.55
2022-01-01,S003,P0005,Clothing,West,438,325,20,330.92,97.95,1,Sunny,0,93.54,Winter,389,72.36
2022-01-01,S003,P0006,Groceries,North,456,163,22,159.17,76.37,1,Rainy,1,71.38,Summer,402,46.89
2022-01-01,S003,P0007,Electronics,North,189,34,107,26.91,86.99,1,Rainy,1,90.5,Summer,273,60.19
2022-01-01,S003,P0008,Toys,North,223,47,107,45.48,66.53,1,Cloudy,1,70.46,Spring,271,48.21
2022-01-01,S003,P0009,Groceries,South,381,15,184,30.05,74.86,1,Snowy,1,73.93,Winter,254,43.15
2022-01-01,S003,P0010,Groceries,South,166,126,124,141.34,97.09,1,Rainy,1,95.8,Summer,226,53.22
2022-01-01,S003,P0011,Toys,East,292,232,155,242.02,56.19,0,Snowy,1,57.85,Winter,389,40.43
2022-01-01,S003,P0012,Electronics,North,311,175,55,176.75,90.38,1,Cloudy,0,89.52,Summer,279,59.43
2022-01-01,S003,P0013,Furniture,North,51,17,172,12.86,73.98,1,Cloudy,1,76.65,Summer,310,56.71
2022-01-01,S003,P0014,Electronics,South,398,369,26,387.88,79.03,1,Rainy,0,82.51,Spring,482,41.14
2022-01-01,S003,P0015,Clothing,West,445,260,24,266.36,27.72,1,Snowy,0,23.28,Autumn,558,21.81
2022-01-01,S003,P0016,Groceries,South,487,347,93,349.36,98.18,1,Rainy,0,99.58,Winter,527,58.02
2022-01-01,S003,P0017,Clothing,East,429,150,168,157.82,27.1,1,Cloudy,1,27.4,Spring,428,19.2
2022-01-01,S003,P0018,Toys,West,204,70,170,83.01,97.08,1,Snowy,1,94.88,Winter,170,49.43
2022-01-01,S003,P0019,Clothing,East,330,249,37,268.25,26.71,1,Cloudy,1,24.81,Summer,433,13.42
2022-01-01,S003,P0020,Electronics,North,431,370,99,387.57,95.85,1,Cloudy,1,95.7,Spring,440,74.04
2022-01-01,S004,P0001,Toys,South,477,271,66,286.65,15.62,1,Sunny,0,16.09,Winter,393,9.72
2022-01-01,S004,P0002,Clothing,North,462,180,183,176.06,41.13,1,Sunny,0,45.05,Autumn,396,21.98
2022-01-01,S004,P0003,Clothing,West,446,344,27,352.93,89.32,1,Cloudy,0,93.0,Autumn,411,64.63
2022-01-01,S004,P0004,Groceries,West,437,0,160,-2.4,87.23,1,Sunny,0,90.36,Spring,181,50.31
2022-01-01,S004,P0005,Groceries,North,397,200,172,196.57,81.72,0,Snowy,1,85.22,Spring,338,64.53
2022-01-01,S004,P0006,Electronics,East,470,382,195,396.4,41.35,1,Snowy,0,39.86,Summer,491,26.04
2022-01-01,S004,P0007,Electronics,West,264,190,139,197.45,67.26,1,Cloudy,0,64.78,Summer,253,34.48
2022-01-01,S004,P0008,Furniture,South,250,51,137,54.98,85.88,1,Snowy,1,86.14,Winter,342,53.5
2022-01-01,S004,P0009,Furniture,North,63,40,73,51.78,59.23,1,Rainy,1,61.1,Summer,339,38.55
2022-01-01,S004,P0010,Groceries,East,447,104,96,115.03,33.48,1,Cloudy,0,37.15,Summer,162,21.64
2022-01-01,S004,P0011,Electronics,West,205,46,27,46.65,54.84,0,Sunny,1,57.76,Spring,185,42.33
2022-01-01,S004,P0012,Electronics,North,349,9,165,0.95,14.25,1,Rainy,1,18.56,Spring,111,10.92
2022-01-01,S004,P0013,Furniture,East,191,56,65,54.47,61.81,0,Sunny,0,63.92,Autumn,235,46.22
2022-01-01,S004,P0014,Electronics,West,406,63,139,69.73,66.94,1,Snowy,1,68.47,Winter,196,35.26
2022-01-01,S004,P0015,Clothing,South,228,181,127,171.96,60.54,1,Cloudy,0,65.27,Autumn,322,47.34
2022-01-01,S004,P0016,Groceries,South,263,94,24,98.05,94.26,1,Rainy,0,96.74,Summer,254,55.0
2022-01-01,S004,P0017,Electronics,South,203,46,75,55.12,25.55,0,Rainy,0,28.07,Winter,283,13.15
2022-01-01,S004,P0018,Groceries,West,143,8,27,27.3,16.73,1,Cloudy,1,18.79,Spring,256,13.37
2022-01-01,S004,P0019,Groceries,West,359,172,125,181.25,71.2,1,Rainy,1,73.85,Spring,393,36.94
2022-01-01,S004,P0020,Clothing,West,211,68,37,86.27,11.5,1,Snowy,0,9.26,Winter,125,5.96
2022-01-01,S005,P0001,Toys,West,111,77,60,83.47,70.33,1,Cloudy,0,70.29,Winter,301,52.11
2022-01-01,S005,P0002,Clothing,West,415,298,107,292.96,57.15,1,Snowy,1,60.71,Autumn,382,29.78
2022-01-01,S005,P0003,Electronics,North,384,64,26,76.02,36.17,1,Sunny,0,40.93,Spring,319,23.06
2022-01-01,S005,P0004,Furniture,West,436,300,174,292.04,50.77,1,Snowy,1,54.7,Spring,430,36.12
2022-01-01,S005,P0005,Clothing,West,180,21,47,38.63,92.86,1,Rainy,1,96.3,Winter,234,55.69
2022-01-01,S005,P0006,Groceries,North,185,176,163,174.06,60.76,1,Cloudy,0,61.15,Summer,275,42.5
2022-01-01,S005,P0007,Clothing,South,292,131,140,122.6,46.47,1,Snowy,0,50.84,Summer,284,36.56
2022-01-01,S005,P0008,Toys,West,478,317,197,328.64,34.08,1,Snowy,1,30.44,Winter,498,27.21
2022-01-01,S005,P0009,Groceries,West,182,97,27,92.62,87.81,1,Snowy,0,85.45,Spring,148,57.06
2022-01-01,S005,P0010,Clothing,East,87,8,141,14.38,37.04,1,Rainy,1,36.87,Summer,191,26.97
2022-01-01,S005,P0011,Groceries,West,427,104,128,94.65,54.12,1,Rainy,1,53.03,Summer,207,37.72
2022-01-01,S005,P0012,Electronics,West,245,87,188,90.59,67.64,1,Sunny,0,63.53,Summer,242,52.44
2022-01-01,S005,P0013,Furniture,South,317,238,95,256.57,82.18,1,Cloudy,0,87.09,Summer,291,64.06
2022-01-01,S005,P0014,Electronics,South,325,171,43,188.55,42.62,1,Cloudy,1,42.01,Autumn,274,28.68
2022-01-01,S005,P0015,Furniture,West,411,250,119,260.79,11.54,1,Cloudy,0,11.27,Spring,520,6.82
2022-01-01,S005,P0016,Clothing,South,71,11,32,1.85,16.3,1,Sunny,0,17.98,Winter,251,8.75
2022-01-01,S005,P0017,Electronics,East,388,371,98,390.04,98.31,1,Sunny,1,102.42,Spring,566,59.69
2022-01-01,S005,P0018,Furniture,West,161,107,66,103.97,48.96,1,Snowy,1,50.03,Spring,374,34.71
2022-01-01,S005,P0019,Groceries,South,235,106,124,119.33,88.22,1,Rainy,0,91.16,Spring,199,54.67
2022-01-01,S005,P0020,Electronics,South,108,101,52,105.92,11.04,1,Snowy,1,9.14,Autumn,312,5.59
2022-01-02,S001,P0001,Groceries,West,116,81,104,92.94,27.95,1,Cloudy,0,30.89,Spring,332,18.98
2022-01-02,S001,P0002,Clothing,West,416,163,79,171.6,19.78,1,Cloudy,0,18.76,Spring,402,12.33
2022-01-02,S001,P0003,Clothing,South,488,464,163,463.12,70.99,1,Snowy,0,72.93,Summer,741,40.88
2022-01-02,S001,P0004,Groceries,East,248,116,107,133.92,49.56,1,Snowy,0,50.46,Summer,179,29.88
2022-01-02,S001,P0005,Electronics,East,238,200,40,204.3,23.76,1,Sunny,1,19.19,Summer,344,16.82
2022-01-02,S001,P0006,Furniture,East,471,58,32,51.57,47.56,0,Snowy,1,46.82,Summer,155,24.3
2022-01-02,S001,P0007,Electronics,North,178,56,149,60.3,17.1,1,Snowy,1,17.0,Autumn,120,10.56
2022-01-02,S001,P0008,Clothing,East,92,74,121,67.04,58.89,1,Cloudy,0,61.56,Autumn,323,30.8
2022-01-02,S001,P0009,Toys,South,99,54,182,70.6,99.76,1,Cloudy,0,95.61,Spring,309,71.25
2022-01-02,S001,P0010,Clothing,North,171,39,163,47.8,11.44,1,Sunny,0,12.71,Summer,303,9.13
2022-01-02,S001,P0011,Furniture,East,215,12,173,16.92,53.84,0,Cloudy,1,53.79,Spring,310,32.98
2022-01-02,S001,P0012,Furniture,East,281,56,187,70.71,57.84,1,Snowy,1,60.99,Summer,295,43.81
2022-01-02,S001,P0013,Toys,North,455,31,124,44.46,35.51,1,Cloudy,1,31.06,Autumn,120,27.03
2022-01-02,S001,P0014,Electronics,West,84,25,20,23.36,31.41,0,Cloudy,1,28.6,Spring,287,22.42
2022-01-02,S001,P0015,Electronics,East,246,198,67,203.23,28.06,1,Cloudy,1,30.29,Winter,455,15.03
2022-01-02,S001,P0016,Electronics,West,399,77,147,67.55,35.67,1,Snowy,0,38.02,Summer,363,25.9
2022-01-02,S001,P0017,Furniture,West,242,165,105,181.86,28.18,1,Cloudy,0,27.5,Autumn,296,17.67
2022-01-02,S001,P0018,Toys,North,478,42,168,55.16,74.42,1,Snowy,0,69.67,Summer,202,53.91
2022-01-02,S001,P0019,Furniture,South,156,8,67,24.41,91.95,1,Cloudy,1,87.43,Spring,110,54.4
2022-01-02,S001,P0020,Electronics,North,221,174,168,187.49,97.88,0,Snowy,0,99.5,Autumn,247,76.44
2022-01-02,S002,P0001,Electronics,West,402,343,141,339.04,66.57,1,Rainy,1,63.92,Summer,546,34.44
2022-01-02,S002,P0002,Furniture,West,132,71,60,82.44,90.36,1,Rainy,0,86.73,Winter,337,71.36
2022-01-02,S002,P0003,Groceries,West,218,157,31,153.42,92.24,1,Snowy,1,89.57,Autumn,394,55.5
2022-01-02,S002,P0004,Groceries,South,131,88,109,100.61,68.71,0,Snowy,0,69.34,Spring,261,38.42
2022-01-02,S002,P0005,Groceries,North,93,64,128,57.53,87.22,1,Cloudy,1,90.59,Spring,350,59.23
2022-01-02,S002,P0006,Groceries,East,344,273,154,273.1,79.38,0,Rainy,0,77.28,Autumn,363,52.19
2022-01-02,S002,P0007,Groceries,North,340,247,148,264.18,17.41,1,Snowy,0,13.57,Summer,453,13.21
2022-01-02,S002,P0008,Electronics,North,241,42,187,46.32,14.8,1,Sunny,1,13.94,Spring,106,10.96
2022-01-02,S002,P0009,Electronics,North,296,197,157,195.61,30.5,0,Sunny,0,28.86,Spring,291,20.56
2022-01-02,S002,P0010,Groceries,West,472,374,65,387.41,27.84,1,Cloudy,1,32.0,Spring,488,17.8
2022-01-02,S002,P0011,Furniture,East,308,154,22,169.13,88.62,0,Cloudy,0,86.3,Winter,292,70.85
2022-01-02,S002,P0012,Toys,North,434,236,30,239.09,82.35,1,Rainy,0,83.13,Autumn,356,46.61
2022-01-02,S002,P0013,Toys,North,287,278,92,279.91,92.57,1,Sunny,1,97.09,Summer,336,68.86
2022-01-02,S002,P0014,Furniture,West,190,27,134,31.53,94.38,1,Rainy,0,89.47,Autumn,164,56.56
2022-01-02,S002,P0015,Toys,North,353,106,191,110.49,70.59,0,Cloudy,1,75.27,Winter,284,45.87
2022-01-02,S002,P0016,Toys,West,210,154,70,166.83,63.13,1,Sunny,0,67.23,Autumn,439,32.52
2022-01-02,S002,P0017,Clothing,West,193,176,38,174.49,46.04,1,Rainy,1,41.4,Autumn,361,25.62
2022-01-02,S002,P0018,Groceries,East,124,124,46,116.05,21.07,1,Sunny,0,21.71,Autumn,389,12.31
2022-01-02,S002,P0019,Toys,East,492,479,132,469.74,79.11,0,Cloudy,0,80.06,Winter,591,43.67
2022-01-02,S002,P0020,Clothing,South,222,78,42,76.55,64.99,0,Sunny,1,65.4,Summer,266,34.58
2022-01-02,S003,P0001,Toys,West,277,114,40,132.41,73.48,1,Cloudy,0,72.55,Autumn,406,52.85
2022-01-02,S003,P0002,Groceries,East,175,2,140,-3.4,87.5,0,Rainy,0,91.2,Autumn,132,60.79
2022-01-02,S003,P0003,Toys,East,157,7,187,22.8,88.68,1,Cloudy,1,87.38,Autumn,192,59.91
2022-01-02,S003,P0004,Furniture,West,120,54,154,49.64,82.36,1,Snowy,0,85.85,Autumn,266,50.49
2022-01-02,S003,P0005,Furniture,East,375,282,61,297.42,38.56,1,Cloudy,0,36.57,Winter,494,19.59
2022-01-02,S003,P0006,Groceries,East,302,93,33,106.58,97.74,0,Cloudy,0,97.69,Winter,175,56.36
2022-01-02,S003,P0007,Electronics,West,375,85,40,85.31,37.68,1,Cloudy,0,36.72,Autumn,257,23.64
2022-01-02,S003,P0008,Clothing,South,248,136,50,130.52,36.03,1,Rainy,0,37.49,Spring,190,24.25
2022-01-02,S003,P0009,Electronics,West,219,140,196,139.46,88.97,0,Snowy,1,91.53,Spring,423,58.19
2022-01-02,S003,P0010,Furniture,West,146,79,155,94.23,16.48,1,Cloudy,1,21.42,Spring,359,9.94
2022-01-02,S003,P0011,Furniture,South,218,106,111,117.65,58.37,1,Cloudy,1,58.1,Autumn,405,31.21
2022-01-02,S003,P0012,Groceries,West,260,1,142,1.99,27.86,1,Snowy,1,31.78,Winter,91,15.11
2022-01-02,S003,P0013,Electronics,West,414,203,53,206.35,39.14,1,Rainy,1,35.3,Autumn,280,28.28
2022-01-02,S003,P0014,Toys,North,420,368,71,384.47,66.51,0,Cloudy,0,70.84,Spring,552,39.23
2022-01-02,S003,P0015,Electronics,East,435,286,159,283.25,89.65,1,Snowy,0,84.99,Winter,536,66.35
2022-01-02,S003,P0016,Clothing,South,230,69,173,70.77,86.7,1,Rainy,0,91.05,Spring,190,61.95
2022-01-02,S003,P0017,Toys,South,456,52,78,65.67,29.69,1,Snowy,0,25.27,Summer,113,16.63
2022-01-02,S003,P0018,Toys,East,319,109,83,126.67,86.93,1,Rainy,1,82.59,Winter,320,66.35
2022-01-02,S003,P0019,Furniture,North,59,50,135,44.37,59.33,1,Cloudy,0,54.98,Spring,132,31.56
2022-01-02,S003,P0020,Electronics,East,155,0,92,9.42,57.07,1,Rainy,1,53.34,Summer,97,36.85
2022-01-02,S004,P0001,Electronics,North,144,22,45,39.12,74.16,1,Rainy,0,69.74,Autumn,318,51.24
2022-01-02,S004,P0002,Electronics,East,283,45,156,46.65,59.38,0,Sunny,1,62.4,Spring,245,43.77
2022-01-02,S004,P0003,Clothing,East,347,89,122,87.77,48.18,0,Sunny,1,49.64,Spring,200,25.25
2022-01-02,S004,P0004,Groceries,East,410,209,128,224.66,94.75,1,Snowy,0,90.1,Autumn,474,66.11
2022-01-02,S004,P0005,Toys,West,99,4,76,14.91,60.89,1,Sunny,0,59.42,Autumn,90,44.2
2022-01-02,S004,P0006,Toys,East,97,47,138,52.02,14.71,1,Cloudy,0,16.85,Autumn,195,11.02
2022-01-02,S004,P0007,Furniture,West,339,115,95,124.22,33.09,1,Rainy,0,28.55,Spring,336,17.65
2022-01-02,S004,P0008,Toys,South,144,27,119,21.73,98.75,1,Snowy,0,102.7,Summer,180,68.03
2022-01-02,S004,P0009,Furniture,South,110,90,28,103.6,12.4,1,Snowy,0,8.56,Autumn,353,7.3
2022-01-02,S004,P0010,Groceries,South,348,206,67,214.99,92.01,1,Snowy,1,87.81,Autumn,474,67.22
2022-01-02,S004,P0011,Toys,East,458,328,144,339.54,92.12,1,Sunny,1,87.37,Spring,412,46.89
2022-01-02,S004,P0012,Groceries,South,403,155,24,145.99,37.39,1,Sunny,0,38.71,Spring,397,28.89
2022-01-02,S004,P0013,Clothing,West,198,184,161,191.55,85.35,1,Rainy,1,80.79,Spring,460,47.85
2022-01-02,S004,P0014,Electronics,East,472,16,166,28.75,82.64,0,Cloudy,0,78.35,Autumn,166,54.15
2022-01-02,S004,P0015,Toys,North,178,90,79,98.56,92.19,1,Snowy,1,97.07,Summer,314,63.7
2022-01-02,S004,P0016,Clothing,West,215,178,111,180.76,61.41,0,Sunny,0,61.32,Spring,433,45.04
2022-01-02,S004,P0017,Electronics,South,477,256,150,254.89,96.47,1,Cloudy,0,93.35,Spring,436,60.36
2022-01-02,S004,P0018,Furniture,South,198,27,62,25.51,89.33,0,Sunny,0,89.63,Spring,77,55.38
2022-01-02,S004,P0019,Groceries,North,110,67,83,79.41,59.49,1,Rainy,1,57.55,Spring,121,45.37
2022-01-02,S004,P0020,Electronics,North,254,84,112,77.15,73.05,1,Sunny,1,74.55,Autumn,351,58.42
2022-01-02,S005,P0001,Groceries,East,223,67,53,74.8,67.49,1,Sunny,0,65.24,Winter,363,51.75
2022-01-02,S005,P0002,Furniture,West,100,15,114,28.97,66.05,1,Sunny,1,65.16,Autumn,206,37.54
2022-01-02,S005,P0003,Toys,West,397,333,35,336.02,80.88,1,Rainy,1,84.97,Winter,485,52.33
2022-01-02,S005,P0004,Groceries,North,442,56,38,54.08,60.5,1,Cloudy,1,64.88,Spring,132,32.87
2022-01-02,S005,P0005,Furniture,West,411,165,194,172.41,71.72,1,Rainy,0,75.17,Autumn,351,52.01
2022-01-02,S005,P0006,Clothing,North,76,54,175,49.32,69.21,1,Rainy,1,71.17,Summer,310,47.55
2022-01-02,S005,P0007,Clothing,East,257,93,148,84.69,70.69,1,Snowy,0,71.37,Winter,157,42.96
2022-01-02,S005,P0008,Furniture,East,353,250,57,254.75,63.54,1,Cloudy,0,61.05,Summer,389,47.99
2022-01-02,S005,P0009,Electronics,West,119,90,76,99.63,78.08,1,Sunny,0,73.69,Winter,181,43.53
2022-01-02,S005,P0010,Furniture,West,403,83,77,84.32,43.09,1,Sunny,1,47.02,Spring,256,26.83
2022-01-02,S005,P0011,Electronics,East,60,16,149,23.98,25.67,1,Sunny,1,27.78,Winter,270,14.51
2022-01-02,S005,P0012,Toys,West,182,87,121,83.13,38.59,1,Rainy,0,33.87,Spring,315,29.03
2022-01-02,S005,P0013,Furniture,East,455,241,136,235.03,57.99,1,Sunny,0,55.4,Spring,353,43.31
2022-01-02,S005,P0014,Toys,South,437,286,116,282.52,14.65,1,Snowy,1,13.12,Winter,431,9.05
2022-01-02,S005,P0015,Clothing,West,289,60,83,52.77,63.26,0,Rainy,1,61.02,Autumn,340,33.41
2022-01-02,S005,P0016,Groceries,East,487,437,106,432.86,43.64,1,Cloudy,1,39.13,Autumn,727,31.06
2022-01-02,S005,P0017,Toys,North,418,377,76,383.26,84.85,1,Sunny,1,84.29,Summer,478,62.03
2022-01-02,S005,P0018,Clothing,West,89,83,113,78.67,47.05,1,Rainy,1,47.89,Spring,228,37.53
2022-01-02,S005,P0019,Clothing,West,421,203,152,220.23,76.83,1,Snowy,0,75.86,Spring,384,42.23
2022-01-02,S005,P0020,Clothing,South,211,183,189,190.11,93.95,1,Sunny,1,98.89,Spring,454,50.24
2022-01-03,S001,P0001,Electronics,West,154,5,189,5.36,62.7,1,Rainy,0,58.22,Winter,283,41.44
2022-01-03,S001,P0002,Clothing,East,282,199,70,193.26,54.02,0,Cloudy,0,52.91,Spring,399,30.78
2022-01-03,S001,P0003,Toys,South,183,176,124,168.28,26.03,1,Rainy,0,29.38,Winter,456,13.71
2022-01-03,S001,P0004,Electronics,East,239,214,51,228.51,10.19,0,Cloudy,1,7.82,Winter,500,5.68
2022-01-03,S001,P0005,Groceries,West,368,165,56,170.76,95.54,0,Sunny,0,91.29,Spring,357,57.86
2022-01-03,S001,P0006,Furniture,South,57,9,40,13.6,57.65,1,Sunny,0,58.01,Summer,229,34.7
2022-01-03,S001,P0007,Clothing,South,460,140,70,143.7,87.85,1,Sunny,0,91.9,Winter,218,69.4
2022-01-03,S001,P0008,Groceries,West,214,177,150,178.0,53.94,1,Snowy,0,51.47,Autumn,262,34.13
2022-01-03,S001,P0009,Groceries,South,407,217,55,217.69,61.42,1,Sunny,0,65.86,Winter,279,45.22
2022-01-03,S001,P0010,Electronics,West,51,47,155,38.08,99.14,1,Snowy,0,102.66,Autumn,256,52.66
2022-01-03,S001,P0011,Groceries,East,252,3,98,5.18,60.52,0,Cloudy,0,62.72,Autumn,123,30.27
2022-01-03,S001,P0012,Clothing,East,72,2,62,9.81,86.93,1,Cloudy,0,83.11,Summer,238,45.53
2022-01-03,S001,P0013,Clothing,South,194,18,120,20.5,83.11,1,Snowy,1,85.16,Summer,310,62.13
2022-01-03,S001,P0014,Toys,South,302,242,145,255.54,32.28,1,Rainy,1,30.1,Winter,377,16.61
2022-01-03,S001,P0015,Toys,North,330,228,157,246.91,52.17,1,Sunny,1,52.43,Summer,305,41.62
2022-01-03,S001,P0016,Clothing,East,148,31,160,35.11,93.61,1,Snowy,1,94.15,Spring,146,56.96
2022-01-03,S001,P0017,Clothing,North,315,16,197,33.51,98.25,1,Sunny,0,100.34,Spring,235,63.11
2022-01-03,S001,P0018,Furniture,East,97,20,147,37.26,78.53,1,Rainy,0,75.48,Autumn,114,58.41
2022-01-03,S001,P0019,Furniture,South,240,193,171,203.45,56.91,0,Sunny,1,54.2,Spring,304,45.0
2022-01-03,S001,P0020,Toys,North,178,118,162,110.02,35.32,1,Cloudy,1,37.56,Summer,352,21.76
2022-01-03,S002,P0001,Toys,North,405,96,171,100.82,48.08,0,Rainy,1,49.4,Autumn,390,32.61
2022-01-03,S002,P0002,Electronics,North,200,48,47,55.45,46.95,1,Snowy,1,43.48,Summer,231,32.46
2022-01-03,S002,P0003,Furniture,West,327,130,166,127.03,94.45,1,Cloudy,1,99.26,Winter,207,54.2
2022-01-03,S002,P0004,Groceries,North,409,11,48,8.25,27.28,1,Snowy,1,28.61,Autumn,88,19.09
2022-01-03,S002,P0005,Groceries,West,327,313,194,326.56,29.74,0,Snowy,1,31.67,Winter,470,23.47
2022-01-03,S002,P0006,Furniture,North,388,352,199,365.82,27.64,1,Snowy,0,27.19,Summer,445,15.93
2022-01-03,S002,P0007,Toys,South,483,265,108,277.23,60.54,1,Rainy,0,55.83,Autumn,398,38.15
2022-01-03,S002,P0008,Furniture,South,70,11,137,23.62,58.55,1,Cloudy,0,63.45,Summer,90,44.74
2022-01-03,S002,P0009,Groceries,South,288,191,29,207.27,58.59,0,Cloudy,0,60.98,Summer,430,41.91
2022-01-03,S002,P0010,Electronics,West,270,185,150,192.21,95.48,0,Rainy,1,91.76,Winter,309,64.27
2022-01-03,S002,P0011,Clothing,North,217,143,66,154.26,37.81,1,Snowy,1,37.14,Autumn,320,20.54
2022-01-03,S002,P0012,Electronics,West,221,85,84,104.48,48.7,1,Rainy,0,51.33,Spring,384,36.42
2022-01-03,S002,P0013,Groceries,West,303,270,164,268.73,65.89,1,Cloudy,0,64.52,Summer,566,51.68
2022-01-03,S002,P0014,Groceries,West,298,233,143,245.02,20.37,0,Rainy,1,23.3,Spring,374,12.41
2022-01-03,S002,P0015,Furniture,West,193,187,57,177.8,46.25,0,Snowy,0,49.2,Spring,453,31.38
2022-01-03,S002,P0016,Electronics,South,205,39,147,37.83,71.74,1,Rainy,0,76.17,Winter,319,38.83
2022-01-03,S002,P0017,Toys,West,427,234,195,231.16,20.57,1,Rainy,1,22.24,Autumn,473,15.85
