Date,Store_ID,Product_ID,Category,Region,Inventory_Level,Units_Sold,Units_Ordered,Demand_Forecast,Price,Discount,Weather_Condition,Holiday,Competitor_Pricing,Seasonality,Customer_Visits,Cost_Price,Conversion_Rate_%
02-01-2022,S002,P0002,Furniture,West,132,71,60,82.44,90.36,5,Rainy,0,86.73,Winter,134,63.251999999999995,52.98507462686567
02-01-2022,S002,P0003,Groceries,West,218,157,31,153.42,92.24,5,Snowy,1,89.57,Autumn,242,64.568,64.87603305785123
02-01-2022,S002,P0004,Groceries,South,131,88,109,100.61,68.71,0,Snowy,0,69.34,Spring,177,48.096999999999994,49.717514124293785
02-01-2022,S002,P0005,Groceries,North,93,64,128,57.53,87.22,5,Cloudy,1,90.59,Spring,109,61.053999999999995,58.71559633027523
02-01-2022,S002,P0006,Groceries,East,344,273,154,273.1,79.38,0,Rainy,0,77.28,Autumn,302,55.565999999999995,90.39735099337747
02-01-2022,S002,P0007,Groceries,North,340,247,148,264.18,17.41,15,Snowy,0,13.57,Summer,277,12.187,89.16967509025271
02-01-2022,S002,P0008,Electronics,North,241,42,187,46.32,14.8,15,Sunny,1,13.94,Spring,93,10.36,45.16129032258064
02-01-2022,S002,P0009,Electronics,North,296,197,157,195.61,30.5,0,Sunny,0,28.86,Spring,230,21.349999999999998,85.65217391304348
02-01-2022,S002,P0010,Groceries,West,472,374,65,387.41,27.84,15,Cloudy,1,32.0,Spring,416,19.488,89.90384615384616
02-01-2022,S002,P0011,Furniture,East,308,154,22,169.13,88.62,0,Cloudy,0,86.3,Winter,198,62.034,77.77777777777779
02-01-2022,S002,P0012,Toys,North,434,236,30,239.09,82.35,20,Rainy,0,83.13,Autumn,300,57.64499999999999,78.66666666666666
02-01-2022,S002,P0013,Toys,North,287,278,92,279.91,92.57,10,Sunny,1,97.09,Summer,377,64.79899999999999,73.74005305039788
02-01-2022,S002,P0014,Furniture,West,190,27,134,31.53,94.38,5,Rainy,0,89.47,Autumn,60,66.06599999999999,45.0
02-01-2022,S002,P0015,Toys,North,353,106,191,110.49,70.59,0,Cloudy,1,75.27,Winter,188,49.413,56.38297872340425
02-01-2022,S002,P0016,Toys,West,210,154,70,166.83,63.13,10,Sunny,0,67.23,Autumn,199,44.191,77.38693467336684
02-01-2022,S002,P0017,Clothing,West,193,176,38,174.49,46.04,5,Rainy,1,41.4,Autumn,267,32.227999999999994,65.91760299625467
02-01-2022,S002,P0018,Groceries,East,124,124,46,116.05,21.07,10,Sunny,0,21.71,Autumn,144,14.748999999999999,86.11111111111111
02-01-2022,S002,P0019,Toys,East,492,479,132,469.74,79.11,0,Cloudy,0,80.06,Winter,538,55.376999999999995,89.03345724907064
02-01-2022,S002,P0020,Clothing,South,222,78,42,76.55,64.99,0,Sunny,1,65.4,Summer,101,45.492999999999995,77.22772277227723
02-01-2022,S003,P0001,Toys,West,277,114,40,132.41,73.48,10,Cloudy,0,72.55,Autumn,178,51.436,64.04494382022472
02-01-2022,S003,P0002,Groceries,East,175,2,140,-3.4,87.5,0,Rainy,0,91.2,Autumn,88,61.24999999999999,2.272727272727273
02-01-2022,S003,P0003,Toys,East,157,7,187,22.8,88.68,20,Cloudy,1,87.38,Autumn,61,62.076,11.475409836065573
02-01-2022,S003,P0004,Furniture,West,120,54,154,49.64,82.36,20,Snowy,0,85.85,Autumn,115,57.651999999999994,46.95652173913044
02-01-2022,S003,P0005,Furniture,East,375,282,61,297.42,38.56,5,Cloudy,0,36.57,Winter,359,26.992,78.55153203342618
02-01-2022,S003,P0006,Groceries,East,302,93,33,106.58,97.74,0,Cloudy,0,97.69,Winter,173,68.41799999999999,53.75722543352601
02-01-2022,S003,P0007,Electronics,West,375,85,40,85.31,37.68,15,Cloudy,0,36.72,Autumn,164,26.375999999999998,51.829268292682926
02-01-2022,S003,P0008,Clothing,South,248,136,50,130.52,36.03,5,Rainy,0,37.49,Spring,178,25.221,76.40449438202246
02-01-2022,S003,P0009,Electronics,West,219,140,196,139.46,88.97,0,Snowy,1,91.53,Spring,218,62.278999999999996,64.22018348623854
02-01-2022,S003,P0010,Furniture,West,146,79,155,94.23,16.48,10,Cloudy,1,21.42,Spring,169,11.536,46.74556213017752
02-01-2022,S003,P0011,Furniture,South,218,106,111,117.65,58.37,10,Cloudy,1,58.1,Autumn,200,40.858999999999995,53.0
02-01-2022,S003,P0012,Groceries,West,260,1,142,1.99,27.86,5,Snowy,1,31.78,Winter,38,19.502,2.631578947368421
02-01-2022,S003,P0013,Electronics,West,414,203,53,206.35,39.14,5,Rainy,1,35.3,Autumn,275,27.398,73.81818181818181
02-01-2022,S003,P0014,Toys,North,420,368,71,384.47,66.51,0,Cloudy,0,70.84,Spring,395,46.557,93.16455696202532
02-01-2022,S003,P0015,Electronics,East,435,286,159,283.25,89.65,20,Snowy,0,84.99,Winter,379,62.755,75.46174142480211
02-01-2022,S003,P0016,Clothing,South,230,69,173,70.77,86.7,20,Rainy,0,91.05,Spring,166,60.69,41.566265060240966
02-01-2022,S003,P0017,Toys,South,456,52,78,65.67,29.69,20,Snowy,0,25.27,Summer,76,20.783,68.42105263157895
02-01-2022,S003,P0018,Toys,East,319,109,83,126.67,86.93,10,Rainy,1,82.59,Winter,207,60.851,52.65700483091788
02-01-2022,S003,P0019,Furniture,North,59,50,135,44.37,59.33,10,Cloudy,0,54.98,Spring,132,41.531,37.878787878787875
02-01-2022,S003,P0020,Electronics,East,155,0,92,9.42,57.07,10,Rainy,1,53.34,Summer,79,39.949,0.0
02-01-2022,S004,P0001,Electronics,North,144,22,45,39.12,74.16,15,Rainy,0,69.74,Autumn,101,51.91199999999999,21.782178217821784
02-01-2022,S004,P0002,Electronics,East,283,45,156,46.65,59.38,0,Sunny,1,62.4,Spring,133,41.566,33.83458646616541
02-01-2022,S004,P0003,Clothing,East,347,89,122,87.77,48.18,0,Sunny,1,49.64,Spring,115,33.726,77.39130434782608
02-01-2022,S004,P0004,Groceries,East,410,209,128,224.66,94.75,20,Snowy,0,90.1,Autumn,276,66.325,75.72463768115942
02-01-2022,S004,P0005,Toys,West,99,4,76,14.91,60.89,5,Sunny,0,59.42,Autumn,33,42.623,12.121212121212121
02-01-2022,S004,P0006,Toys,East,97,47,138,52.02,14.71,5,Cloudy,0,16.85,Autumn,118,10.297,39.83050847457627
02-01-2022,S004,P0007,Furniture,West,339,115,95,124.22,33.09,10,Rainy,0,28.55,Spring,144,23.163,79.86111111111111
02-01-2022,S004,P0008,Toys,South,144,27,119,21.73,98.75,15,Snowy,0,102.7,Summer,59,69.125,45.76271186440678
02-01-2022,S004,P0009,Furniture,South,110,90,28,103.6,12.4,20,Snowy,0,8.56,Autumn,185,8.68,48.64864864864865
02-01-2022,S004,P0010,Groceries,South,348,206,67,214.99,92.01,15,Snowy,1,87.81,Autumn,246,64.407,83.73983739837398
02-01-2022,S004,P0011,Toys,East,458,328,144,339.54,92.12,20,Sunny,1,87.37,Spring,370,64.484,88.64864864864866
02-01-2022,S004,P0012,Groceries,South,403,155,24,145.99,37.39,20,Sunny,0,38.71,Spring,252,26.173,61.50793650793651
02-01-2022,S004,P0013,Clothing,West,198,184,161,191.55,85.35,10,Rainy,1,80.79,Spring,257,59.74499999999999,71.59533073929961
02-01-2022,S004,P0014,Electronics,East,472,16,166,28.75,82.64,0,Cloudy,0,78.35,Autumn,77,57.848,20.77922077922078
02-01-2022,S004,P0015,Toys,North,178,90,79,98.56,92.19,10,Snowy,1,97.07,Summer,128,64.533,70.3125
02-01-2022,S004,P0016,Clothing,West,215,178,111,180.76,61.41,0,Sunny,0,61.32,Spring,228,42.986999999999995,78.0701754385965
02-01-2022,S004,P0017,Electronics,South,477,256,150,254.89,96.47,20,Cloudy,0,93.35,Spring,286,67.529,89.5104895104895
02-01-2022,S004,P0018,Furniture,South,198,27,62,25.51,89.33,0,Sunny,0,89.63,Spring,66,62.53099999999999,40.909090909090914
02-01-2022,S004,P0019,Groceries,North,110,67,83,79.41,59.49,20,Rainy,1,57.55,Spring,98,41.643,68.36734693877551
02-01-2022,S004,P0020,Electronics,North,254,84,112,77.15,73.05,15,Sunny,1,74.55,Autumn,123,51.135,68.29268292682927
02-01-2022,S005,P0001,Groceries,East,223,67,53,74.8,67.49,5,Sunny,0,65.24,Winter,108,47.242999999999995,62.03703703703704
02-01-2022,S005,P0002,Furniture,West,100,15,114,28.97,66.05,10,Sunny,1,65.16,Autumn,84,46.23499999999999,17.857142857142858
02-01-2022,S005,P0003,Toys,West,397,333,35,336.02,80.88,20,Rainy,1,84.97,Winter,430,56.61599999999999,77.44186046511628
02-01-2022,S005,P0004,Groceries,North,442,56,38,54.08,60.5,10,Cloudy,1,64.88,Spring,131,42.349999999999994,42.74809160305343
02-01-2022,S005,P0005,Furniture,West,411,165,194,172.41,71.72,20,Rainy,0,75.17,Autumn,252,50.20399999999999,65.47619047619048
02-01-2022,S005,P0006,Clothing,North,76,54,175,49.32,69.21,15,Rainy,1,71.17,Summer,135,48.446999999999996,40.0
02-01-2022,S005,P0007,Clothing,East,257,93,148,84.69,70.69,20,Snowy,0,71.37,Winter,177,49.483,52.54237288135594
02-01-2022,S005,P0008,Furniture,East,353,250,57,254.75,63.54,15,Cloudy,0,61.05,Summer,333,44.477999999999994,75.07507507507508
02-01-2022,S005,P0009,Electronics,West,119,90,76,99.63,78.08,10,Sunny,0,73.69,Winter,186,54.656,48.38709677419355
02-01-2022,S005,P0010,Furniture,West,403,83,77,84.32,43.09,10,Sunny,1,47.02,Spring,151,30.163,54.966887417218544
02-01-2022,S005,P0011,Electronics,East,60,16,149,23.98,25.67,5,Sunny,1,27.78,Winter,112,17.969,14.285714285714285
02-01-2022,S005,P0012,Toys,West,182,87,121,83.13,38.59,20,Rainy,0,33.87,Spring,115,27.013,75.65217391304347
02-01-2022,S005,P0013,Furniture,East,455,241,136,235.03,57.99,5,Sunny,0,55.4,Spring,333,40.592999999999996,72.37237237237237
02-01-2022,S005,P0014,Toys,South,437,286,116,282.52,14.65,20,Snowy,1,13.12,Winter,378,10.254999999999999,75.66137566137566
02-01-2022,S005,P0015,Clothing,West,289,60,83,52.77,63.26,0,Rainy,1,61.02,Autumn,111,44.282,54.054054054054056
02-01-2022,S005,P0016,Groceries,East,487,437,106,432.86,43.64,15,Cloudy,1,39.13,Autumn,459,30.548,95.20697167755992
02-01-2022,S005,P0017,Toys,North,418,377,76,383.26,84.85,20,Sunny,1,84.29,Summer,467,59.39499999999999,80.72805139186295
02-01-2022,S005,P0018,Clothing,West,89,83,113,78.67,47.05,15,Rainy,1,47.89,Spring,123,32.934999999999995,67.47967479674797
02-01-2022,S005,P0019,Clothing,West,421,203,152,220.23,76.83,20,Snowy,0,75.86,Spring,238,53.781,85.29411764705883
02-01-2022,S005,P0020,Clothing,South,211,183,189,190.11,93.95,10,Sunny,1,98.89,Spring,272,65.765,67.27941176470588
03-01-2022,S001,P0001,Electronics,West,154,5,189,5.36,62.7,20,Rainy,0,58.22,Winter,46,43.89,10.869565217391305
03-01-2022,S001,P0002,Clothing,East,282,199,70,193.26,54.02,0,Cloudy,0,52.91,Spring,230,37.814,86.52173913043478
03-01-2022,S001,P0003,Toys,South,183,176,124,168.28,26.03,10,Rainy,0,29.38,Winter,248,18.221,70.96774193548387
