Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,Visitors,Cost,Profit Margine,Margine Percentage,Demand Ratio,Inventory Pressure,Competitor Price Gap,Discounted Price,Revenue,Conversion Ratio,Price-Demand Ratio,Stock Remaining,Traffic Intensity,Time-Based Feature,Last Sale Feature
01-01-2022,S002,P0014,Electronics,East,465,359,77,370.36,91.28,20,Cloudy,0,90.85,Summer,466,65.14,0.286371604,28.63716039,0.140086022,0.139785408,0.43,73.024,32769.52,0.770386266,0.254261838,106,1.002150538,1,#NAME?
01-01-2022,S002,P0015,Toys,South,197,129,94,148.55,59.9,15,Sunny,1,55.23,Winter,200,44.73,0.253255426,25.32554257,0.227055838,0.225909091,4.67,50.915,7727.1,0.645,0.464341085,68,1.015228426,1,#NAME?
01-01-2022,S002,P0016,Toys,South,242,63,85,58.07,45.65,20,Rainy,1,42.17,Spring,348,25.58,0.439649507,43.96495071,0.105702479,0.10526749,3.48,36.52,2875.95,0.181034483,0.724603175,179,1.438016529,1,#NAME?
01-01-2022,S002,P0017,Groceries,West,398,373,92,390.89,11.71,20,Cloudy,1,10,Winter,511,8.01,0.315969257,31.5969257,0.020125628,0.020075188,1.71,9.368,4367.83,0.729941292,0.031394102,25,1.283919598,1,#NAME?
01-01-2022,S002,P0018,Groceries,North,234,160,140,177.41,58.84,5,Cloudy,0,54.39,Summer,258,34.06,0.42114208,42.11420802,0.145555556,0.14493617,4.45,55.898,9414.4,0.620155039,0.36775,74,1.102564103,1,#NAME?
01-01-2022,S002,P0019,Toys,East,67,15,186,34.38,84.99,5,Sunny,1,81.02,Winter,283,43.51,0.488057419,48.80574185,0.649402985,0.639852941,3.97,80.7405,1274.85,0.053003534,5.666,52,4.223880597,1,#NAME?
01-01-2022,S002,P0020,Toys,West,221,101,38,115,87.1,0,Rainy,1,91.56,Spring,209,62.8,0.278989667,27.8989667,0.284162896,0.282882883,-4.46,87.1,8797.1,0.483253589,0.862376238,120,0.945701357,1,#NAME?
01-01-2022,S003,P0001,Toys,South,241,147,180,161.09,67.21,5,Sunny,1,67.39,Summer,366,46.22,0.312304717,31.23047166,0.191784232,0.190991736,-0.18,63.8495,9879.87,0.401639344,0.457210884,94,1.518672199,1,#NAME?
01-01-2022,S003,P0002,Electronics,West,115,4,169,11.11,28.2,10,Sunny,1,25.63,Spring,273,20.54,0.271631206,27.16312057,0.178608696,0.177068966,2.57,25.38,112.8,0.014652015,7.05,111,2.373913043,1,#NAME?
01-01-2022,S003,P0003,Groceries,South,375,77,145,75.04,56.16,10,Sunny,1,57.16,Spring,314,31.74,0.43482906,43.48290598,0.08464,0.084414894,-1,50.544,4324.32,0.24522293,0.729350649,298,0.837333333,1,#NAME?
01-01-2022,S003,P0004,Toys,South,153,31,145,42.99,89.53,20,Rainy,1,93.6,Winter,288,70.55,0.211995979,21.1995979,0.461111111,0.458116883,-4.07,71.624,2775.43,0.107638889,2.888064516,122,1.882352941,1,#NAME?
01-01-2022,S003,P0005,Clothing,West,438,325,20,330.92,97.95,20,Sunny,0,93.54,Winter,389,72.36,0.261255743,26.12557427,0.165205479,0.164829157,4.41,78.36,31833.75,0.835475578,0.301384615,113,0.888127854,1,#NAME?
01-01-2022,S003,P0006,Groceries,North,456,163,22,159.17,76.37,5,Rainy,1,71.38,Summer,402,46.89,0.386015451,38.60154511,0.102828947,0.102603939,4.99,72.5515,12448.31,0.405472637,0.468527607,293,0.881578947,1,#NAME?
01-01-2022,S003,P0007,Electronics,North,189,34,107,26.91,86.99,15,Rainy,1,90.5,Summer,273,60.19,0.308081389,30.80813887,0.318465608,0.316789474,-3.51,73.9415,2957.66,0.124542125,2.558529412,155,1.444444444,1,#NAME?
01-01-2022,S003,P0008,Toys,North,223,47,107,45.48,66.53,15,Cloudy,1,70.46,Spring,271,48.21,0.275364497,27.53644972,0.216188341,0.215223214,-3.93,56.5505,3126.91,0.173431734,1.415531915,176,1.215246637,1,#NAME?
01-01-2022,S003,P0009,Groceries,South,381,15,184,30.05,74.86,15,Snowy,1,73.93,Winter,254,43.15,0.423590703,42.35907026,0.113254593,0.112958115,0.93,63.631,1122.9,0.059055118,4.990666667,366,0.666666667,1,#NAME?
01-01-2022,S003,P0010,Groceries,South,166,126,124,141.34,97.09,5,Rainy,1,95.8,Summer,226,53.22,0.4518488,45.18488001,0.32060241,0.318682635,1.29,92.2355,12233.34,0.557522124,0.770555556,40,1.361445783,1,#NAME?
01-01-2022,S003,P0011,Toys,East,292,232,155,242.02,56.19,0,Snowy,1,57.85,Winter,389,40.43,0.280476953,28.04769532,0.138458904,0.137986348,-1.66,56.19,13036.08,0.596401028,0.242198276,60,1.332191781,1,#NAME?
01-01-2022,S003,P0012,Electronics,North,311,175,55,176.75,90.38,20,Cloudy,0,89.52,Summer,279,59.43,0.342443018,34.24430184,0.191093248,0.190480769,0.86,72.304,15816.5,0.627240143,0.516457143,136,0.897106109,1,#NAME?
01-01-2022,S003,P0013,Furniture,North,51,17,172,12.86,73.98,20,Cloudy,1,76.65,Summer,310,56.71,0.233441471,23.34414707,1.111960784,1.090576923,-2.67,59.184,1257.66,0.05483871,4.351764706,34,6.078431373,1,#NAME?
01-01-2022,S003,P0014,Electronics,South,398,369,26,387.88,79.03,5,Rainy,0,82.51,Spring,482,41.14,0.479438188,47.9438188,0.103366834,0.103107769,-3.48,75.0785,29162.07,0.765560166,0.214173442,29,1.211055276,1,#NAME?
01-01-2022,S003,P0015,Clothing,West,445,260,24,266.36,27.72,5,Snowy,0,23.28,Autumn,558,21.81,0.213203463,21.32034632,0.049011236,0.048901345,4.44,26.334,7207.2,0.465949821,0.106615385,185,1.253932584,1,#NAME?
01-01-2022,S003,P0016,Groceries,South,487,347,93,349.36,98.18,15,Rainy,0,99.58,Winter,527,58.02,0.409044612,40.90446119,0.119137577,0.118893443,-1.4,83.453,34068.46,0.658444023,0.282939481,140,1.082135524,1,#NAME?
01-01-2022,S003,P0017,Clothing,East,429,150,168,157.82,27.1,5,Cloudy,1,27.4,Spring,428,19.2,0.291512915,29.15129151,0.044755245,0.044651163,-0.3,25.745,4065,0.35046729,0.180666667,279,0.997668998,1,#NAME?
01-01-2022,S003,P0018,Toys,West,204,70,170,83.01,97.08,15,Snowy,1,94.88,Winter,170,49.43,0.490832303,49.08323033,0.242303922,0.241121951,2.2,82.518,6795.6,0.411764706,1.386857143,134,0.833333333,1,#NAME?
01-01-2022,S003,P0019,Clothing,East,330,249,37,268.25,26.71,15,Cloudy,1,24.81,Summer,433,13.42,0.497566455,49.75664545,0.040666667,0.040543807,1.9,22.7035,6650.79,0.575057737,0.107269076,81,1.312121212,1,#NAME?
01-01-2022,S003,P0020,Electronics,North,431,370,99,387.57,95.85,20,Cloudy,1,95.7,Spring,440,74.04,0.227543036,22.7543036,0.171786543,0.171388889,0.15,76.68,35464.5,0.840909091,0.259054054,61,1.020881671,1,#NAME?
01-01-2022,S004,P0001,Toys,South,477,271,66,286.65,15.62,15,Sunny,0,16.09,Winter,393,9.72,0.377720871,37.77208707,0.020377358,0.020334728,-0.47,13.277,4233.02,0.68956743,0.057638376,206,0.823899371,1,#NAME?
01-01-2022,S004,P0002,Clothing,North,462,180,183,176.06,41.13,5,Sunny,0,45.05,Autumn,396,21.98,0.465596888,46.55968879,0.047575758,0.047473002,-3.92,39.0735,7403.4,0.454545455,0.2285,282,0.857142857,1,#NAME?
01-01-2022,S004,P0003,Clothing,West,446,344,27,352.93,89.32,20,Cloudy,0,93,Autumn,411,64.63,0.276421854,27.6421854,0.144910314,0.14458613,-3.68,71.456,30726.08,0.836982968,0.259651163,102,0.921524664,1,#NAME?
01-01-2022,S004,P0004,Groceries,West,437,0,160,-2.4,87.23,10,Sunny,0,90.36,Spring,181,50.31,0.423248882,42.32488823,0.115125858,0.114863014,-3.13,78.507,0,0,#DIV/0!,437,0.414187643,1,#NAME?
01-01-2022,S004,P0005,Groceries,North,397,200,172,196.57,81.72,0,Snowy,1,85.22,Spring,338,64.53,0.210352423,21.03524229,0.162544081,0.162135678,-3.5,81.72,16344,0.591715976,0.4086,197,0.85138539,1,#NAME?
01-01-2022,S004,P0006,Electronics,East,470,382,195,396.4,41.35,10,Snowy,0,39.86,Summer,491,26.04,0.37025393,37.02539299,0.055404255,0.055286624,1.49,37.215,15795.7,0.778004073,0.108246073,88,1.044680851,1,#NAME?
01-01-2022,S004,P0007,Electronics,West,264,190,139,197.45,67.26,20,Cloudy,0,64.78,Summer,253,34.48,0.487362474,48.7362474,0.130606061,0.130113208,2.48,53.808,12779.4,0.750988142,0.354,74,0.958333333,1,#NAME?
01-01-2022,S004,P0008,Furniture,South,250,51,137,54.98,85.88,20,Snowy,1,86.14,Winter,342,53.5,0.377037727,37.70377271,0.214,0.21314741,-0.26,68.704,4379.88,0.149122807,1.683921569,199,1.368,1,#NAME?
01-01-2022,S004,P0009,Furniture,North,63,40,73,51.78,59.23,10,Rainy,1,61.1,Summer,339,38.55,0.349147392,34.91473915,0.611904762,0.60234375,-1.87,53.307,2369.2,0.1179941,1.48075,23,5.380952381,1,#NAME?
01-01-2022,S004,P0010,Groceries,East,447,104,96,115.03,33.48,15,Cloudy,0,37.15,Summer,162,21.64,0.353643967,35.36439665,0.048411633,0.048303571,-3.67,28.458,3481.92,0.641975309,0.321923077,343,0.362416107,1,#NAME?
01-01-2022,S004,P0011,Electronics,West,205,46,27,46.65,54.84,0,Sunny,1,57.76,Spring,185,42.33,0.228118162,22.81181619,0.206487805,0.205485437,-2.92,54.84,2522.64,0.248648649,1.192173913,159,0.902439024,1,#NAME?
01-01-2022,S004,P0012,Electronics,North,349,9,165,0.95,14.25,5,Rainy,1,18.56,Spring,111,10.92,0.233684211,23.36842105,0.031289398,0.0312,-4.31,13.5375,128.25,0.081081081,1.583333333,340,0.318051576,1,#NAME?
01-01-2022,S004,P0013,Furniture,East,191,56,65,54.47,61.81,0,Sunny,0,63.92,Autumn,235,46.22,0.252224559,25.22245591,0.241989529,0.240729167,-2.11,61.81,3461.36,0.238297872,1.10375,135,1.230366492,1,#NAME?
01-01-2022,S004,P0014,Electronics,West,406,63,139,69.73,66.94,10,Snowy,1,68.47,Winter,196,35.26,0.473259635,47.32596355,0.086847291,0.086633907,-1.53,60.246,4217.22,0.321428571,1.062539683,343,0.482758621,1,#NAME?
01-01-2022,S004,P0015,Clothing,South,228,181,127,171.96,60.54,5,Cloudy,0,65.27,Autumn,322,47.34,0.218037661,21.80376611,0.207631579,0.206724891,-4.73,57.513,10957.74,0.562111801,0.334475138,47,1.412280702,1,#NAME?
01-01-2022,S004,P0016,Groceries,South,263,94,24,98.05,94.26,15,Rainy,0,96.74,Summer,254,55,0.416507532,41.65075324,0.209125475,0.208333333,-2.48,80.121,8860.44,0.37007874,1.002765957,169,0.965779468,1,#NAME?
01-01-2022,S004,P0017,Electronics,South,203,46,75,55.12,25.55,0,Rainy,0,28.07,Winter,283,13.15,0.485322896,48.53228963,0.064778325,0.064460784,-2.52,25.55,1175.3,0.16254417,0.555434783,157,1.39408867,1,#NAME?
01-01-2022,S004,P0018,Groceries,West,143,8,27,27.3,16.73,5,Cloudy,1,18.79,Spring,256,13.37,0.20083682,20.08368201,0.093496503,0.092847222,-2.06,15.8935,133.84,0.03125,2.09125,135,1.79020979,1,#NAME?
01-01-2022,S004,P0019,Groceries,West,359,172,125,181.25,71.2,15,Rainy,1,73.85,Spring,393,36.94,0.481179775,48.11797753,0.102896936,0.102611111,-2.65,60.52,12246.4,0.437659033,0.413953488,187,1.094707521,1,#NAME?
01-01-2022,S004,P0020,Clothing,West,211,68,37,86.27,11.5,20,Snowy,0,9.26,Winter,125,5.96,0.48173913,48.17391304,0.028246445,0.028113208,2.24,9.2,782,0.544,0.169117647,143,0.592417062,1,#NAME?
01-01-2022,S005,P0001,Toys,West,111,77,60,83.47,70.33,10,Cloudy,0,70.29,Winter,301,52.11,0.259064411,25.90644106,0.469459459,0.465267857,0.04,63.297,5415.41,0.255813953,0.913376623,34,2.711711712,1,#NAME?
01-01-2022,S005,P0002,Clothing,West,415,298,107,292.96,57.15,5,Snowy,1,60.71,Autumn,382,29.78,0.478915136,47.89151356,0.071759036,0.071586538,-3.56,54.2925,17030.7,0.780104712,0.191778523,117,0.920481928,1,#NAME?
01-01-2022,S005,P0003,Electronics,North,384,64,26,76.02,36.17,5,Sunny,0,40.93,Spring,319,23.06,0.362455073,36.24550733,0.060052083,0.059896104,-4.76,34.3615,2314.88,0.200626959,0.56515625,320,0.830729167,1,#NAME?
01-01-2022,S005,P0004,Furniture,West,436,300,174,292.04,50.77,15,Snowy,1,54.7,Spring,430,36.12,0.288556234,28.8556234,0.082844037,0.082654462,-3.93,43.1545,15231,0.697674419,0.169233333,136,0.986238532,1,#NAME?
01-01-2022,S005,P0005,Clothing,West,180,21,47,38.63,92.86,15,Rainy,1,96.3,Winter,234,55.69,0.400279991,40.02799914,0.309388889,0.307679558,-3.44,78.931,1950.06,0.08974359,4.421904762,159,1.3,1,#NAME?
01-01-2022,S005,P0006,Groceries,North,185,176,163,174.06,60.76,20,Cloudy,0,61.15,Summer,275,42.5,0.300526662,30.05266623,0.22972973,0.228494624,-0.39,48.608,10693.76,0.64,0.345227273,9,1.486486486,1,#NAME?
01-01-2022,S005,P0007,Clothing,South,292,131,140,122.6,46.47,15,Snowy,0,50.84,Summer,284,36.56,0.213255864,21.3255864,0.125205479,0.124778157,-4.37,39.4995,6087.57,0.461267606,0.354732824,161,0.97260274,1,#NAME?
01-01-2022,S005,P0008,Toys,West,478,317,197,328.64,34.08,5,Snowy,1,30.44,Winter,498,27.21,0.201584507,20.1584507,0.056924686,0.056805846,3.64,32.376,10803.36,0.636546185,0.107507886,161,1.041841004,1,#NAME?
01-01-2022,S005,P0009,Groceries,West,182,97,27,92.62,87.81,5,Snowy,0,85.45,Spring,148,57.06,0.350187906,35.01879057,0.313516484,0.311803279,2.36,83.4195,8517.57,0.655405405,0.905257732,85,0.813186813,1,#NAME?
01-01-2022,S005,P0010,Clothing,East,87,8,141,14.38,37.04,10,Rainy,1,36.87,Summer,191,26.97,0.271868251,27.18682505,0.31,0.306477273,0.17,33.336,296.32,0.041884817,4.63,79,2.195402299,1,#NAME?
01-01-2022,S005,P0011,Groceries,West,427,104,128,94.65,54.12,10,Rainy,1,53.03,Summer,207,37.72,0.303030303,30.3030303,0.088337237,0.088130841,1.09,48.708,5628.48,0.502415459,0.520384615,323,0.484777518,1,#NAME?
01-01-2022,S005,P0012,Electronics,West,245,87,188,90.59,67.64,15,Sunny,0,63.53,Summer,242,52.44,0.224719101,22.47191011,0.214040816,0.213170732,4.11,57.494,5884.68,0.359504132,0.777471264,158,0.987755102,1,#NAME?
01-01-2022,S005,P0013,Furniture,South,317,238,95,256.57,82.18,5,Cloudy,0,87.09,Summer,291,64.06,0.220491604,22.04916038,0.202082019,0.201446541,-4.91,78.071,19558.84,0.817869416,0.345294118,79,0.917981073,1,#NAME?
01-01-2022,S005,P0014,Electronics,South,325,171,43,188.55,42.62,20,Cloudy,1,42.01,Autumn,274,28.68,0.32707649,32.70764899,0.088246154,0.08797546,0.61,34.096,7288.02,0.624087591,0.249239766,154,0.843076923,1,#NAME?
01-01-2022,S005,P0015,Furniture,West,411,250,119,260.79,11.54,10,Cloudy,0,11.27,Spring,520,6.82,0.409012132,40.90121317,0.016593674,0.016553398,0.27,10.386,2885,0.480769231,0.04616,161,1.265206813,1,#NAME?
01-01-2022,S005,P0016,Clothing,South,71,11,32,1.85,16.3,5,Sunny,0,17.98,Winter,251,8.75,0.463190184,46.3190184,0.123239437,0.121527778,-1.68,15.485,179.3,0.043824701,1.481818182,60,3.535211268,1,#NAME?
01-01-2022,S005,P0017,Electronics,East,388,371,98,390.04,98.31,15,Sunny,1,102.42,Spring,566,59.69,0.392838979,39.28389787,0.153840206,0.15344473,-4.11,83.5635,36473.01,0.655477032,0.264986523,17,1.458762887,1,#NAME?
01-01-2022,S005,P0018,Furniture,West,161,107,66,103.97,48.96,10,Snowy,1,50.03,Spring,374,34.71,0.291053922,29.10539216,0.215590062,0.214259259,-1.07,44.064,5238.72,0.286096257,0.457570093,54,2.322981366,1,#NAME?
01-01-2022,S005,P0019,Groceries,South,235,106,124,119.33,88.22,5,Rainy,0,91.16,Spring,199,54.67,0.380299252,38.02992519,0.232638298,0.231652542,-2.94,83.809,9351.32,0.532663317,0.832264151,129,0.846808511,1,#NAME?
01-01-2022,S005,P0020,Electronics,South,108,101,52,105.92,11.04,10,Snowy,1,9.14,Autumn,312,5.59,0.49365942,49.36594203,0.051759259,0.051284404,1.9,9.936,1115.04,0.323717949,0.109306931,7,2.888888889,1,#NAME?
02-01-2022,S001,P0001,Groceries,West,116,81,104,92.94,27.95,10,Cloudy,0,30.89,Spring,332,18.98,0.320930233,32.09302326,0.16362069,0.162222222,-2.94,25.155,2263.95,0.243975904,0.345061728,35,2.862068966,1,#NAME?
02-01-2022,S001,P0002,Clothing,West,416,163,79,171.6,19.78,15,Cloudy,0,18.76,Spring,402,12.33,0.376643074,37.66430738,0.029639423,0.029568345,1.02,16.813,3224.14,0.405472637,0.121349693,253,0.966346154,1,#NAME?
02-01-2022,S001,P0003,Clothing,South,488,464,163,463.12,70.99,10,Snowy,0,72.93,Summer,741,40.88,0.424144246,42.41442457,0.083770492,0.083599182,-1.94,63.891,32939.36,0.626180837,0.15299569,24,1.518442623,1,#NAME?
02-01-2022,S001,P0004,Groceries,East,248,116,107,133.92,49.56,5,Snowy,0,50.46,Summer,179,29.88,0.397094431,39.7094431,0.120483871,0.12,-0.9,47.082,5748.96,0.648044693,0.427241379,132,0.721774194,1,#NAME?
02-01-2022,S001,P0005,Electronics,East,238,200,40,204.3,23.76,15,Sunny,1,19.19,Summer,344,16.82,0.292087542,29.20875421,0.070672269,0.070376569,4.57,20.196,4752,0.581395349,0.1188,38,1.445378151,1,#NAME?
02-01-2022,S001,P0006,Furniture,East,471,58,32,51.57,47.56,0,Snowy,1,46.82,Summer,155,24.3,0.489066442,48.90664424,0.051592357,0.051483051,0.74,47.56,2758.48,0.374193548,0.82,413,0.329087049,1,#NAME?
02-01-2022,S001,P0007,Electronics,North,178,56,149,60.3,17.1,5,Snowy,1,17,Autumn,120,10.56,0.38245614,38.24561404,0.059325843,0.058994413,0.1,16.245,957.6,0.466666667,0.305357143,122,0.674157303,1,#NAME?
02-01-2022,S001,P0008,Clothing,East,92,74,121,67.04,58.89,5,Cloudy,0,61.56,Autumn,323,30.8,0.476991,47.69910002,0.334782609,0.331182796,-2.67,55.9455,4357.86,0.229102167,0.795810811,18,3.510869565,1,#NAME?
02-01-2022,S001,P0009,Toys,South,99,54,182,70.6,99.76,20,Cloudy,0,95.61,Spring,309,71.25,0.285785886,28.57858861,0.71969697,0.7125,4.15,79.808,5387.04,0.174757282,1.847407407,45,3.121212121,1,#NAME?
02-01-2022,S001,P0010,Clothing,North,171,39,163,47.8,11.44,5,Sunny,0,12.71,Summer,303,9.13,0.201923077,20.19230769,0.053391813,0.053081395,-1.27,10.868,446.16,0.128712871,0.293333333,132,1.771929825,1,#NAME?
