date,store_id,product_id,category,region,inventory_level,units_sold,units_ordered,demand_forecast,price,discount,weather_condition,holiday/promotion,competitor_pricing,seasonality,visitors,cost,profit_margin,margin_percent,demand_ratio,inventory_pressure,competitor_gap,discounted_price,revenue,conversion_rate,price_demand_ratio,stock_remaining,traffic_intensity,day_of_week,month,is_weekend
2022-01-01,S001,P0011,Furniture,South,258,150,153,152.74,58.53,10,Sunny,1,61.42,Spring,410,40.97,17.560000000000002,0.3000170852554246,0.36585365853658536,0.5813953488372093,-2.8900000000000006,52.677,7901.55,0.36585365853658536,0.3876158940397351,108,1.3191300440571212,5,1,1
2022-01-01,S001,P0012,Clothing,West,66,24,70,26.75,58.25,20,Snowy,0,62.21,Spring,288,36.84,21.409999999999997,0.36755364806866947,0.08333333333333333,0.36363636363636365,-3.960000000000001,46.6,1118.4,0.08333333333333333,2.33,42,0.9266084211913437,5,1,1
2022-01-01,S001,P0013,Toys,South,96,42,85,41.46,43.6,0,Cloudy,0,46.31,Spring,166,25.07,18.53,0.425,0.25301204819277107,0.4375,-2.710000000000001,43.6,1831.2,0.25301204819277107,1.013953488372093,54,0.5340867983255662,5,1,1
2022-01-01,S001,P0014,Clothing,West,193,12,187,6.8,78.11,0,Sunny,0,80.06,Spring,264,58.23,19.880000000000003,0.25451286647036236,0.045454545454545456,0.06217616580310881,-1.9500000000000028,78.11,937.3199999999999,0.045454545454545456,6.008461538461538,181,0.8493910527587317,5,1,1
2022-01-01,S001,P0015,Clothing,North,379,369,154,363.46,92.99,15,Snowy,0,95.8,Winter,506,54.14,38.849999999999994,0.4177868588020217,0.7292490118577075,0.9736147757255936,-2.8100000000000023,79.0415,29166.3135,0.7292490118577075,0.25132432432432433,10,1.6279995177875692,5,1,1
2022-01-01,S001,P0016,Electronics,North,363,255,69,255.74,21.9,5,Cloudy,1,20.27,Autumn,421,12.32,9.579999999999998,0.43744292237442917,0.6057007125890737,0.7024793388429752,1.629999999999999,20.804999999999996,5305.274999999999,0.6057007125890737,0.085546875,108,1.3545213379220684,5,1,1
2022-01-01,S001,P0017,Toys,West,318,246,177,255.37,21.07,20,Sunny,0,16.49,Winter,395,14.99,6.08,0.28856193640246797,0.6227848101265823,0.7735849056603774,4.580000000000002,16.856,4146.576,0.6227848101265823,0.08530364372469636,72,1.2708691887867387,5,1,1
2022-01-01,S001,P0018,Clothing,South,241,151,47,147.27,19.57,5,Cloudy,0,23.13,Autumn,304,14.62,4.950000000000001,0.252938170669392,0.4967105263157895,0.6265560165975104,-3.5599999999999987,18.5915,2807.3165,0.4967105263157895,0.12875,90,0.978086666813085,5,1,1
2022-01-01,S001,P0019,Clothing,East,352,257,186,267.38,73.28,10,Cloudy,0,77.26,Winter,458,42.03,31.25,0.4264465065502183,0.5611353711790393,0.7301136363636364,-3.980000000000004,65.952,16949.664,0.5611353711790393,0.284031007751938,95,1.473564780922345,5,1,1
2022-01-01,S001,P0020,Toys,East,274,99,166,115.23,30.24,5,Cloudy,0,27.1,Spring,279,16.5,13.739999999999998,0.45436507936507936,0.3548387096774194,0.3613138686131387,3.139999999999997,28.727999999999998,2844.0719999999997,0.3548387096774194,0.3024,175,0.8976519080291142,5,1,1
2022-01-01,S002,P0001,Groceries,South,343,104,144,112.55,32.8,20,Sunny,1,30.78,Spring,303,21.74,11.059999999999999,0.3371951219512195,0.3432343234323432,0.3032069970845481,2.019999999999996,26.24,2728.96,0.3432343234323432,0.31238095238095237,239,0.9748692764617262,5,1,1
2022-01-01,S002,P0002,Clothing,West,373,141,151,135.62,46.16,10,Rainy,1,45.21,Winter,243,28.79,17.369999999999997,0.3762998266897747,0.5802469135802469,0.3780160857908847,0.9499999999999957,41.544,5857.704,0.5802469135802469,0.32507042253521123,232,0.7818258553801962,5,1,1
2022-01-01,S002,P0003,Furniture,East,445,182,119,176.31,20.46,20,Snowy,1,22.0,Spring,233,15.7,4.760000000000002,0.23264907135874885,0.7811158798283262,0.40898876404494383,-1.5399999999999991,16.368000000000002,2978.9760000000006,0.7811158798283262,0.11180327868852459,263,0.7496519518666079,5,1,1
2022-01-01,S002,P0004,Toys,West,191,63,115,54.57,26.19,0,Cloudy,0,28.06,Autumn,200,15.39,10.8,0.4123711340206186,0.315,0.3298429319371728,-1.8699999999999974,26.19,1649.97,0.315,0.40921875,128,0.6434780702717665,5,1,1
2022-01-01,S002,P0005,Toys,West,281,156,25,150.9,83.29,20,Rainy,0,80.64,Autumn,441,59.26,24.03000000000001,0.2885100252131109,0.35374149659863946,0.5551601423487544,2.6500000000000057,66.632,10394.592,0.35374149659863946,0.5305095541401275,125,1.418869144949245,5,1,1
2022-01-01,S002,P0006,Furniture,North,492,250,168,242.57,85.59,20,Cloudy,0,86.82,Winter,457,67.48,18.11,0.21159013903493398,0.5470459518599562,0.508130081300813,-1.2299999999999898,68.47200000000001,17118.000000000004,0.5470459518599562,0.340996015936255,242,1.4703473905709863,5,1,1
2022-01-01,S002,P0007,Groceries,West,460,393,70,401.48,91.13,5,Sunny,0,93.33,Summer,480,61.18,29.949999999999996,0.32865137715351694,0.81875,0.8543478260869565,-2.200000000000003,86.5735,34023.3855,0.81875,0.23129441624365482,67,1.5443473686522395,5,1,1
2022-01-01,S002,P0008,Electronics,West,304,29,99,35.54,66.96,20,Snowy,0,65.36,Summer,208,38.11,28.849999999999994,0.4308542413381123,0.13942307692307693,0.09539473684210527,1.5999999999999943,53.568,1553.472,0.13942307692307693,2.2319999999999998,275,0.6692171930826372,5,1,1
2022-01-01,S002,P0009,Clothing,South,113,9,84,14.78,81.29,5,Rainy,1,82.06,Winter,250,52.65,28.640000000000008,0.35231885840816834,0.036,0.07964601769911504,-0.769999999999996,77.2255,695.0295,0.036,8.129000000000001,104,0.8043475878397081,5,1,1
2022-01-01,S002,P0010,Electronics,North,157,126,181,132.75,60.84,0,Snowy,1,65.22,Winter,363,45.02,15.82,0.2600262984878369,0.34710743801652894,0.802547770700637,-4.3799999999999955,60.84,7665.84,0.34710743801652894,0.47905511811023627,31,1.167912697543256,5,1,1
2022-01-01,S002,P0011,Groceries,West,67,13,33,7.44,34.62,0,Snowy,1,33.98,Autumn,83,23.98,10.639999999999997,0.3073367995378393,0.1566265060240964,0.19402985074626866,0.6400000000000006,34.62,450.05999999999995,0.1566265060240964,2.472857142857143,54,0.2670433991627831,5,1,1
2022-01-01,S002,P0012,Groceries,East,281,25,136,37.27,19.56,5,Rainy,1,19.01,Winter,235,12.98,6.579999999999998,0.33640081799590993,0.10638297872340426,0.08896797153024912,0.5499999999999972,18.581999999999997,464.54999999999995,0.10638297872340426,0.7523076923076922,256,0.7560867325693256,5,1,1
2022-01-01,S002,P0013,Clothing,East,389,283,177,299.7,57.78,20,Cloudy,0,58.5,Spring,536,29.13,28.650000000000002,0.495846313603323,0.5279850746268657,0.7275064267352185,-0.7199999999999989,46.224000000000004,13081.392000000002,0.5279850746268657,0.2034507042253521,106,1.7245212283283342,5,1,1
2022-01-01,S002,P0014,Electronics,East,465,359,77,370.36,91.28,20,Cloudy,0,90.85,Summer,466,65.14,26.14,0.2863716038562664,0.7703862660944206,0.7720430107526882,0.4300000000000068,73.024,26215.616,0.7703862660944206,0.25355555555555553,106,1.4993039037332159,5,1,1
2022-01-01,S002,P0015,Toys,South,197,129,94,148.55,59.9,15,Sunny,1,55.23,Winter,200,44.73,15.170000000000002,0.25325542570951587,0.645,0.6548223350253807,4.670000000000002,50.915,6568.035,0.645,0.46076923076923076,68,0.6434780702717665,5,1,1
2022-01-01,S002,P0016,Toys,South,242,63,85,58.07,45.65,20,Rainy,1,42.17,Spring,348,25.58,20.07,0.43964950711938666,0.1810344827586207,0.2603305785123967,3.479999999999997,36.52,2300.76,0.1810344827586207,0.71328125,179,1.1196518422728736,5,1,1
2022-01-01,S002,P0017,Groceries,West,398,373,92,390.89,11.71,20,Cloudy,1,10.0,Winter,511,8.01,3.700000000000001,0.3159692570452605,0.7299412915851272,0.9371859296482412,1.7100000000000009,9.368,3494.264,0.7299412915851272,0.03131016042780749,25,1.6440864695443633,5,1,1
2022-01-01,S002,P0018,Groceries,North,234,160,140,177.41,58.84,5,Cloudy,0,54.39,Summer,258,34.06,24.78,0.42114208021753907,0.6201550387596899,0.6837606837606838,4.450000000000003,55.898,8943.68,0.6201550387596899,0.3654658385093168,74,0.8300867106505787,5,1,1
2022-01-01,S002,P0019,Toys,East,67,15,186,34.38,84.99,5,Sunny,1,81.02,Winter,283,43.51,41.48,0.48805741851982587,0.053003533568904596,0.22388059701492538,3.969999999999999,80.7405,1211.1075,0.053003533568904596,5.311875,52,0.9105214694345496,5,1,1
2022-01-01,S002,P0020,Toys,West,221,101,38,115.0,87.1,0,Rainy,1,91.56,Spring,209,62.8,24.299999999999997,0.2789896670493685,0.48325358851674644,0.45701357466063347,-4.460000000000008,87.1,8797.099999999999,0.48325358851674644,0.8539215686274509,120,0.672434583433996,5,1,1
2022-01-01,S003,P0001,Toys,South,241,147,180,161.09,67.21,5,Sunny,1,67.39,Summer,366,46.22,20.989999999999995,0.31230471656003567,0.4016393442622951,0.6099585062240664,-0.18000000000000682,63.84949999999999,9385.876499999998,0.4016393442622951,0.45412162162162156,94,1.1775648685973326,5,1,1
2022-01-01,S003,P0002,Electronics,West,115,4,169,11.11,28.2,10,Sunny,1,25.63,Spring,273,20.54,7.66,0.27163120567375887,0.014652014652014652,0.034782608695652174,2.5700000000000003,25.38,101.52,0.014652014652014652,5.64,111,0.8783475659209612,5,1,1
2022-01-01,S003,P0003,Groceries,South,375,77,145,75.04,56.16,10,Sunny,1,57.16,Spring,314,31.74,24.419999999999998,0.43482905982905984,0.24522292993630573,0.20533333333333334,-1.0,50.544,3891.888,0.24522292993630573,0.72,298,1.0102605703266734,5,1,1
2022-01-01,S003,P0004,Toys,South,153,31,145,42.99,89.53,20,Rainy,1,93.6,Winter,288,70.55,18.980000000000004,0.21199597900145206,0.1076388888888889,0.20261437908496732,-4.069999999999993,71.62400000000001,2220.3440000000005,0.1076388888888889,2.7978125,122,0.9266084211913437,5,1,1
2022-01-01,S003,P0005,Clothing,West,438,325,20,330.92,97.95,20,Sunny,0,93.54,Winter,389,72.36,25.590000000000003,0.2612557427258806,0.8354755784061697,0.7420091324200914,4.409999999999997,78.36000000000001,25467.000000000004,0.8354755784061697,0.3004601226993865,113,1.2515648466785858,5,1,1
2022-01-01,S003,P0006,Groceries,North,456,163,22,159.17,76.37,5,Rainy,1,71.38,Summer,402,46.89,29.480000000000004,0.3860154510933613,0.4054726368159204,0.3574561403508772,4.990000000000009,72.5515,11825.8945,0.4054726368159204,0.4656707317073171,293,1.2933909212462507,5,1,1
2022-01-01,S003,P0007,Electronics,North,189,34,107,26.91,86.99,15,Rainy,1,90.5,Summer,273,60.19,26.799999999999997,0.30808138866536383,0.12454212454212454,0.17989417989417988,-3.510000000000005,73.94149999999999,2514.0109999999995,0.12454212454212454,2.4854285714285713,155,0.8783475659209612,5,1,1
2022-01-01,S003,P0008,Toys,North,223,47,107,45.48,66.53,15,Cloudy,1,70.46,Spring,271,48.21,18.32,0.27536449721929956,0.17343173431734318,0.21076233183856502,-3.9299999999999926,56.5505,2657.8735,0.17343173431734318,1.3860416666666666,176,0.8719127852182436,5,1,1
2022-01-01,S003,P0009,Groceries,South,381,15,184,30.05,74.86,15,Snowy,1,73.93,Winter,254,43.15,31.71,0.42359070264493726,0.05905511811023622,0.03937007874015748,0.9299999999999926,63.631,954.465,0.05905511811023622,4.67875,366,0.8172171492451434,5,1,1
2022-01-01,S003,P0010,Groceries,South,166,126,124,141.34,97.09,5,Rainy,1,95.8,Summer,226,53.22,43.870000000000005,0.4518488000823978,0.5575221238938053,0.7590361445783133,1.2900000000000063,92.2355,11621.673,0.5575221238938053,0.7644881889763779,40,0.7271302194070961,5,1,1
2022-01-01,S003,P0011,Toys,East,292,232,155,242.02,56.19,0,Snowy,1,57.85,Winter,389,40.43,15.759999999999998,0.2804769531945186,0.596401028277635,0.7945205479452054,-1.6600000000000037,56.19,13036.08,0.596401028277635,0.24115879828326178,60,1.2515648466785858,5,1,1
2022-01-01,S003,P0012,Electronics,North,311,175,55,176.75,90.38,20,Cloudy,0,89.52,Summer,279,59.43,30.949999999999996,0.3424430183668953,0.6272401433691757,0.5627009646302251,0.8599999999999994,72.304,12653.2,0.6272401433691757,0.5135227272727273,136,0.8976519080291142,5,1,1
2022-01-01,S003,P0013,Furniture,North,51,17,172,12.86,73.98,20,Cloudy,1,76.65,Summer,310,56.71,17.270000000000003,0.23344147066774806,0.054838709677419356,0.3333333333333333,-2.6700000000000017,59.184000000000005,1006.128,0.054838709677419356,4.11,34,0.997391008921238,5,1,1
2022-01-01,S003,P0014,Electronics,South,398,369,26,387.88,79.03,5,Rainy,0,82.51,Spring,482,41.14,37.89,0.4794381880298621,0.7655601659751037,0.9271356783919598,-3.480000000000004,75.07849999999999,27703.966499999995,0.7655601659751037,0.2135945945945946,29,1.5507821493549572,5,1,1
2022-01-01,S003,P0015,Clothing,West,445,260,24,266.36,27.72,5,Snowy,0,23.28,Autumn,558,21.81,5.91,0.21320346320346323,0.4659498207885305,0.5842696629213483,4.439999999999998,26.333999999999996,6846.839999999999,0.4659498207885305,0.10620689655172413,185,1.7953038160582284,5,1,1
2022-01-01,S003,P0016,Groceries,South,487,347,93,349.36,98.18,15,Rainy,0,99.58,Winter,527,58.02,40.160000000000004,0.4090446119372581,0.6584440227703985,0.7125256673511293,-1.3999999999999915,83.453,28958.191000000003,0.6584440227703985,0.2821264367816092,140,1.6955647151661046,5,1,1
2022-01-01,S003,P0017,Clothing,East,429,150,168,157.82,27.1,5,Cloudy,1,27.4,Spring,428,19.2,7.900000000000002,0.29151291512915134,0.35046728971962615,0.34965034965034963,-0.29999999999999716,25.745,3861.75,0.35046728971962615,0.1794701986754967,279,1.3770430703815801,5,1,1
2022-01-01,S003,P0018,Toys,West,204,70,170,83.01,97.08,15,Snowy,1,94.88,Winter,170,49.43,47.65,0.4908323032550474,0.4117647058823529,0.3431372549019608,2.200000000000003,82.518,5776.26,0.4117647058823529,1.3673239436619717,134,0.5469563597310015,5,1,1
2022-01-01,S003,P0019,Clothing,East,330,249,37,268.25,26.71,15,Cloudy,1,24.81,Summer,433,13.42,13.290000000000001,0.49756645451141895,0.5750577367205543,0.7545454545454545,1.9000000000000021,22.703500000000002,5653.1715,0.5750577367205543,0.10684,81,1.3931300221383744,5,1,1
2022-01-01,S003,P0020,Electronics,North,431,370,99,387.57,95.85,20,Cloudy,1,95.7,Spring,440,74.04,21.809999999999988,0.2275430359937401,0.8409090909090909,0.8584686774941995,0.14999999999999147,76.67999999999999,28371.6,0.8409090909090909,0.25835579514824797,61,1.4156517545978862,5,1,1
2022-01-01,S004,P0001,Toys,South,477,271,66,286.65,15.62,15,Sunny,0,16.09,Winter,393,9.72,5.899999999999999,0.3777208706786171,0.6895674300254453,0.5681341719077568,-0.47000000000000064,13.277,3598.067,0.6895674300254453,0.057426470588235294,206,1.264434408084021,5,1,1
2022-01-01,S004,P0002,Clothing,North,462,180,183,176.06,41.13,5,Sunny,0,45.05,Autumn,396,21.98,19.150000000000002,0.4655968879163628,0.45454545454545453,0.38961038961038963,-3.9199999999999946,39.0735,7033.2300000000005,0.45454545454545453,0.2272375690607735,282,1.2740865791380975,5,1,1
2022-01-01,S004,P0003,Clothing,West,446,344,27,352.93,89.32,20,Cloudy,0,93.0,Autumn,411,64.63,24.689999999999998,0.2764218540080609,0.8369829683698297,0.7713004484304933,-3.680000000000007,71.456,24580.864,0.8369829683698297,0.2588985507246377,102,1.32234743440848,5,1,1
2022-01-01,S004,P0004,Groceries,West,437,0,160,-2.4,87.23,10,Sunny,0,90.36,Spring,181,50.31,36.92,0.4232488822652757,0.0,0.0,-3.1299999999999955,78.507,0.0,0.0,87.23,437,0.5823476535959486,5,1,1
2022-01-01,S004,P0005,Groceries,North,397,200,172,196.57,81.72,0,Snowy,1,85.22,Spring,338,64.53,17.189999999999998,0.21035242290748896,0.591715976331361,0.5037783375314862,-3.5,81.72,16344.0,0.591715976331361,0.4065671641791045,197,1.0874779387592852,5,1,1
2022-01-01,S004,P0006,Electronics,East,470,382,195,396.4,41.35,10,Snowy,0,39.86,Summer,491,26.04,15.310000000000002,0.3702539298669892,0.7780040733197556,0.8127659574468085,1.490000000000002,37.215,14216.130000000001,0.7780040733197556,0.10796344647519583,88,1.5797386625171868,5,1,1
2022-01-01,S004,P0007,Electronics,West,264,190,139,197.45,67.26,20,Cloudy,0,64.78,Summer,253,34.48,32.78000000000001,0.4873624739815642,0.7509881422924901,0.7196969696969697,2.480000000000004,53.80800000000001,10223.52,0.7509881422924901,0.35214659685863875,74,0.8139997588937846,5,1,1
2022-01-01,S004,P0008,Furniture,South,250,51,137,54.98,85.88,20,Snowy,1,86.14,Winter,342,53.5,32.379999999999995,0.37703772706101535,0.14912280701754385,0.204,-0.2600000000000051,68.704,3503.9039999999995,0.14912280701754385,1.6515384615384614,199,1.1003475001647207,5,1,1
2022-01-01,S004,P0009,Furniture,North,63,40,73,51.78,59.23,10,Rainy,1,61.1,Summer,339,38.55,20.68,0.34914739152456525,0.11799410029498525,0.6349206349206349,-1.8700000000000045,53.306999999999995,2132.2799999999997,0.11799410029498525,1.4446341463414634,23,1.090695329110644,5,1,1
2022-01-01,S004,P0010,Groceries,East,447,104,96,115.03,33.48,15,Cloudy,0,37.15,Summer,162,21.64,11.839999999999996,0.35364396654719227,0.6419753086419753,0.232662192393736,-3.6700000000000017,28.457999999999995,2959.6319999999996,0.6419753086419753,0.31885714285714284,343,0.5212172369201308,5,1,1
2022-01-01,S004,P0011,Electronics,West,205,46,27,46.65,54.84,0,Sunny,1,57.76,Spring,185,42.33,12.510000000000005,0.22811816192560183,0.24864864864864866,0.22439024390243903,-2.9199999999999946,54.84,2522.6400000000003,0.24864864864864866,1.166808510638298,159,0.595217215001384,5,1,1
2022-01-01,S004,P0012,Electronics,North,349,9,165,0.95,14.25,5,Rainy,1,18.56,Spring,111,10.92,3.33,0.2336842105263158,0.08108108108108109,0.025787965616045846,-4.309999999999999,13.5375,121.83749999999999,0.08108108108108109,1.425,340,0.35713032900083036,5,1,1
2022-01-01,S004,P0013,Furniture,East,191,56,65,54.47,61.81,0,Sunny,0,63.92,Autumn,235,46.22,15.590000000000003,0.25222455913282643,0.23829787234042554,0.2931937172774869,-2.1099999999999994,61.81,3461.36,0.23829787234042554,1.0843859649122807,135,0.7560867325693256,5,1,1
2022-01-01,S004,P0014,Electronics,West,406,63,139,69.73,66.94,10,Snowy,1,68.47,Winter,196,35.26,31.68,0.4732596354944727,0.32142857142857145,0.15517241379310345,-1.5300000000000011,60.246,3795.498,0.32142857142857145,1.0459375,343,0.6306085088663311,5,1,1
2022-01-01,S004,P0015,Clothing,South,228,181,127,171.96,60.54,5,Cloudy,0,65.27,Autumn,322,47.34,13.199999999999996,0.21803766105054503,0.562111801242236,0.793859649122807,-4.729999999999997,57.513,10409.853,0.562111801242236,0.33263736263736265,47,1.035999693137544,5,1,1
2022-01-01,S004,P0016,Groceries,South,263,94,24,98.05,94.26,15,Rainy,0,96.74,Summer,254,55.0,39.260000000000005,0.4165075323573096,0.3700787401574803,0.3574144486692015,-2.4799999999999898,80.12100000000001,7531.374000000001,0.3700787401574803,0.9922105263157895,169,0.8172171492451434,5,1,1
2022-01-01,S004,P0017,Electronics,South,203,46,75,55.12,25.55,0,Rainy,0,28.07,Winter,283,13.15,12.4,0.48532289628180036,0.1625441696113074,0.22660098522167488,-2.5199999999999996,25.55,1175.3,0.1625441696113074,0.5436170212765957,157,0.9105214694345496,5,1,1
2022-01-01,S004,P0018,Groceries,West,143,8,27,27.3,16.73,5,Cloudy,1,18.79,Spring,256,13.37,3.360000000000001,0.2008368200836821,0.03125,0.055944055944055944,-2.0599999999999987,15.8935,127.148,0.03125,1.858888888888889,135,0.8236519299478611,5,1,1
2022-01-01,S004,P0019,Groceries,West,359,172,125,181.25,71.2,15,Rainy,1,73.85,Spring,393,36.94,34.260000000000005,0.48117977528089895,0.43765903307888043,0.479108635097493,-2.6499999999999915,60.52,10409.44,0.43765903307888043,0.4115606936416185,187,1.264434408084021,5,1,1
2022-01-01,S004,P0020,Clothing,West,211,68,37,86.27,11.5,20,Snowy,0,9.26,Winter,125,5.96,5.54,0.4817391304347826,0.544,0.3222748815165877,2.24,9.200000000000001,625.6,0.544,0.16666666666666666,143,0.40217379391985403,5,1,1
2022-01-01,S005,P0001,Toys,West,111,77,60,83.47,70.33,10,Cloudy,0,70.29,Winter,301,52.11,18.22,0.2590644106355751,0.2558139534883721,0.6936936936936937,0.03999999999999204,63.297,4873.869,0.2558139534883721,0.9016666666666666,34,0.9684344957590085,5,1,1
2022-01-01,S005,P0002,Clothing,West,415,298,107,292.96,57.15,5,Snowy,1,60.71,Autumn,382,29.78,27.369999999999997,0.47891513560804894,0.7801047120418848,0.7180722891566265,-3.5600000000000023,54.2925,16179.164999999999,0.7801047120418848,0.1911371237458194,117,1.2290431142190739,5,1,1
2022-01-01,S005,P0003,Electronics,North,384,64,26,76.02,36.17,5,Sunny,0,40.93,Spring,319,23.06,13.110000000000003,0.36245507326513693,0.2006269592476489,0.16666666666666666,-4.759999999999998,34.3615,2199.136,0.2006269592476489,0.5564615384615385,320,1.0263475220834675,5,1,1
2022-01-01,S005,P0004,Furniture,West,436,300,174,292.04,50.77,15,Snowy,1,54.7,Spring,430,36.12,14.650000000000006,0.2885562339964547,0.6976744186046512,0.6880733944954128,-3.9299999999999997,43.1545,12946.35,0.6976744186046512,0.16867109634551497,136,1.383477851084298,5,1,1
2022-01-01,S005,P0005,Clothing,West,180,21,47,38.63,92.86,15,Rainy,1,96.3,Winter,234,55.69,37.17,0.40027999138488046,0.08974358974358974,0.11666666666666667,-3.4399999999999977,78.931,1657.551,0.08974358974358974,4.220909090909091,159,0.7528693422179668,5,1,1
2022-01-01,S005,P0006,Groceries,North,185,176,163,174.06,60.76,20,Cloudy,0,61.15,Summer,275,42.5,18.259999999999998,0.3005266622778143,0.64,0.9513513513513514,-0.39000000000000057,48.608000000000004,8555.008000000002,0.64,0.3432768361581921,9,0.8847823466236788,5,1,1
2022-01-01,S005,P0007,Clothing,South,292,131,140,122.6,46.47,15,Snowy,0,50.84,Summer,284,36.56,9.909999999999997,0.2132558639982784,0.4612676056338028,0.4486301369863014,-4.3700000000000045,39.4995,5174.434499999999,0.4612676056338028,0.35204545454545455,161,0.9137388597859084,5,1,1
2022-01-01,S005,P0008,Toys,West,478,317,197,328.64,34.08,5,Snowy,1,30.44,Winter,498,27.21,6.869999999999997,0.20158450704225345,0.6365461847389559,0.6631799163179917,3.639999999999997,32.376,10263.192,0.6365461847389559,0.10716981132075472,161,1.6022603949766985,5,1,1
2022-01-01,S005,P0009,Groceries,West,182,97,27,92.62,87.81,5,Snowy,0,85.45,Spring,148,57.06,30.75,0.3501879057055005,0.6554054054054054,0.532967032967033,2.3599999999999994,83.4195,8091.6915,0.6554054054054054,0.8960204081632653,85,0.47617377200110717,5,1,1
2022-01-01,S005,P0010,Clothing,East,87,8,141,14.38,37.04,10,Rainy,1,36.87,Summer,191,26.97,10.07,0.27186825053995683,0.041884816753926704,0.09195402298850575,0.1700000000000017,33.336,266.688,0.041884816753926704,4.115555555555556,79,0.6145215571095369,5,1,1
2022-01-01,S005,P0011,Groceries,West,427,104,128,94.65,54.12,10,Rainy,1,53.03,Summer,207,37.72,16.4,0.30303030303030304,0.5024154589371981,0.24355971896955503,1.0899999999999963,48.708,5065.632,0.5024154589371981,0.5154285714285715,323,0.6659998027312782,5,1,1
2022-01-01,S005,P0012,Electronics,West,245,87,188,90.59,67.64,15,Sunny,0,63.53,Summer,242,52.44,15.200000000000003,0.22471910112359555,0.359504132231405,0.3551020408163265,4.109999999999999,57.494,5001.978,0.359504132231405,0.7686363636363637,158,0.7786084650288374,5,1,1
2022-01-01,S005,P0013,Furniture,South,317,238,95,256.57,82.18,5,Cloudy,0,87.09,Summer,291,64.06,18.120000000000005,0.2204916037965442,0.8178694158075601,0.750788643533123,-4.909999999999997,78.071,18580.898,0.8178694158075601,0.3438493723849373,79,0.9362605922454202,5,1,1
2022-01-01,S005,P0014,Electronics,South,325,171,43,188.55,42.62,20,Cloudy,1,42.01,Autumn,274,28.68,13.939999999999998,0.32707648991083993,0.6240875912408759,0.5261538461538462,0.6099999999999994,34.096,5830.415999999999,0.6240875912408759,0.24779069767441858,154,0.88156495627232,5,1,1
