date,store_id,product_id,category,region,inventory_level,units_sold,units_ordered,demand_forecast,price,discount,weather_condition,holiday/promotion,competitor_pricing,seasonality,visitors,cost,profit_margin,margin_percent,demand_ratio,inventory_pressure,competitor_gap,discounted_price,revenue,conversion_rate,price_demand_ratio,stock_remaining,traffic_intensity,day_of_week,month,is_weekend,rule_price,rule_revenue,baseline_revenue
2022-01-01,S004,P0014,Electronics,West,406,63,139,69.73,66.94,0.1,Snowy,1,68.47,Winter,196,35.26,31.68,0.473259635,0.890711155,0.154791155,-1.53,60.246,3795.498,0.319796954,1.0459375,343,0.481572482,5,1,1,58.950711,3713.894793,4217.22
2022-01-01,S004,P0016,Groceries,South,263,94,24,98.05,94.26,0.15,Rainy,0,96.74,Summer,254,55.0,39.26,0.416507532,0.949015649,0.356060606,-2.48,80.121,7531.374,0.368627451,0.992210526,169,0.962121212,5,1,1,89.1266004,8377.9004376,8860.44
2022-01-01,S004,P0017,Electronics,South,203,46,75,55.12,25.55,0.0,Rainy,0,28.07,Winter,283,13.15,12.4,0.485322896,0.819672131,0.225490196,-2.52,25.55,1175.3,0.161971831,0.543617021,157,1.387254902,5,1,1,23.68485,1089.5031000000001,1175.3
2022-01-01,S004,P0018,Groceries,West,143,8,27,27.3,16.73,0.05,Cloudy,1,18.79,Spring,256,13.37,3.36,0.20083682,0.282685512,0.055555556,-2.06,15.8935,127.148,0.031128405,1.858888889,135,1.777777778,5,1,1,14.30415,114.4332,133.84
2022-01-01,S005,P0020,Electronics,South,108,101,52,105.92,11.04,0.1,Snowy,1,9.14,Autumn,312,5.59,5.45,0.49365942,0.9446315,0.926605505,1.9,9.936,1003.536,0.322683706,0.108235294,7,2.862385321,5,1,1,11.591999999999999,1170.792,1115.04
2022-01-01,S005,P0019,Groceries,South,235,106,124,119.33,88.22,0.05,Rainy,0,91.16,Spring,199,54.67,33.55,0.380299252,0.880910829,0.449152542,-2.94,83.809,8883.754,0.53,0.824485981,129,0.843220339,5,1,1,81.77994,8668.673639999999,9351.32
2022-01-01,S005,P0018,Furniture,West,161,107,66,103.97,48.96,0.1,Snowy,1,50.03,Spring,374,34.71,14.25,0.291053922,1.019338859,0.660493827,-1.07,44.064,4714.848,0.285333333,0.453333333,54,2.308641975,5,1,1,51.408,5500.656,5238.72
2022-01-01,S005,P0017,Electronics,East,388,371,98,390.04,98.31,0.15,Sunny,1,102.42,Spring,566,59.69,38.62,0.392838979,0.948752046,0.953727506,-4.11,83.5635,31002.0585,0.654320988,0.264274194,17,1.455012853,5,1,1,103.22550000000001,38296.660500000005,36473.01
2022-01-01,S005,P0016,Clothing,South,71,11,32,1.85,16.3,0.05,Sunny,0,17.98,Winter,251,8.75,7.55,0.463190184,3.859649123,0.152777778,-1.68,15.485,170.335,0.043650794,1.358333333,60,3.486111111,5,1,1,14.354595000000002,157.90054500000002,179.3
2022-01-01,S005,P0015,Furniture,West,411,250,119,260.79,11.54,0.1,Cloudy,0,11.27,Spring,520,6.82,4.72,0.409012132,0.954963902,0.606796117,0.27,10.386,2596.5,0.479846449,0.045976096,161,1.262135922,5,1,1,12.116999999999999,3029.25,2885.0
2022-01-01,S005,P0014,Electronics,South,325,171,43,188.55,42.62,0.2,Cloudy,1,42.01,Autumn,274,28.68,13.94,0.32707649,0.902136639,0.524539877,0.61,34.096,5830.416,0.621818182,0.247790698,154,0.840490798,5,1,1,44.751,7652.420999999999,7288.0199999999995
2022-01-01,S005,P0013,Furniture,South,317,238,95,256.57,82.18,0.05,Cloudy,0,87.09,Summer,291,64.06,18.12,0.220491604,0.924020655,0.748427673,-4.91,78.071,18580.898,0.815068493,0.343849372,79,0.91509434,5,1,1,88.01478000000002,20947.517640000005,19558.84
2022-01-01,S005,P0012,Electronics,West,245,87,188,90.59,67.64,0.15,Sunny,0,63.53,Summer,242,52.44,15.2,0.224719101,0.949885359,0.353658537,4.11,57.494,5001.978,0.358024691,0.768636364,158,0.983739837,5,1,1,62.093520000000005,5402.136240000001,5884.68
2022-01-01,S005,P0011,Groceries,West,427,104,128,94.65,54.12,0.1,Rainy,1,53.03,Summer,207,37.72,16.4,0.303030303,1.087297439,0.242990654,1.09,48.708,5065.632,0.5,0.515428571,323,0.48364486,5,1,1,51.172624799999994,5321.952979199999,5628.48
2022-01-01,S003,P0012,Electronics,North,311,175,55,176.75,90.38,0.2,Cloudy,0,89.52,Summer,279,59.43,30.95,0.342443018,0.984528833,0.560897436,0.86,72.304,12653.2,0.625,0.513522727,136,0.894230769,5,1,1,92.1876,16132.83,15816.5
2022-01-01,S005,P0010,Clothing,East,87,8,141,14.38,37.04,0.1,Rainy,1,36.87,Summer,191,26.97,10.07,0.271868251,0.520156047,0.090909091,0.17,33.336,266.688,0.041666667,4.115555556,79,2.170454545,5,1,1,32.302583999999996,258.42067199999997,296.32
2022-01-01,S005,P0008,Toys,West,478,317,197,328.64,34.08,0.05,Snowy,1,30.44,Winter,498,27.21,6.87,0.201584507,0.961655139,0.661795407,3.64,32.376,10263.192,0.635270541,0.107169811,161,1.039665971,5,1,1,36.85752,11683.833840000001,10803.359999999999
2022-01-01,S005,P0007,Clothing,South,292,131,140,122.6,46.47,0.15,Snowy,0,50.84,Summer,284,36.56,9.91,0.213255864,1.05987055,0.447098976,-4.37,39.4995,5174.4345,0.459649123,0.352045455,161,0.969283276,5,1,1,44.792433,5867.808723,6087.57
2022-01-01,S005,P0006,Groceries,North,185,176,163,174.06,60.76,0.2,Cloudy,0,61.15,Summer,275,42.5,18.26,0.300526662,1.005369588,0.946236559,-0.39,48.608,8555.008,0.637681159,0.343276836,9,1.478494624,5,1,1,65.07396,11453.01696,10693.76
2022-01-01,S005,P0005,Clothing,West,180,21,47,38.63,92.86,0.15,Rainy,1,96.3,Winter,234,55.69,37.17,0.400279991,0.52990159,0.116022099,-3.44,78.931,1657.551,0.089361702,4.220909091,159,1.29281768,5,1,1,81.77715900000001,1717.3203390000003,1950.06
2022-01-01,S005,P0004,Furniture,West,436,300,174,292.04,50.77,0.15,Snowy,1,54.7,Spring,430,36.12,14.65,0.288556234,1.023751024,0.686498856,-3.93,43.1545,12946.35,0.696055684,0.168671096,136,0.983981693,5,1,1,53.3085,15992.550000000001,15231.000000000002
2022-01-01,S005,P0003,Electronics,North,384,64,26,76.02,36.17,0.05,Sunny,0,40.93,Spring,319,23.06,13.11,0.362455073,0.830952999,0.166233766,-4.76,34.3615,2199.136,0.2,0.556461538,320,0.828571429,5,1,1,32.553000000000004,2083.3920000000003,2314.88
2022-01-01,S005,P0002,Clothing,West,415,298,107,292.96,57.15,0.05,Snowy,1,60.71,Autumn,382,29.78,27.37,0.478915136,1.013743366,0.716346154,-3.56,54.2925,16179.165,0.778067885,0.191137124,117,0.918269231,5,1,1,60.0075,17882.235,17030.7
2022-01-01,S005,P0001,Toys,West,111,77,60,83.47,70.33,0.1,Cloudy,0,70.29,Winter,301,52.11,18.22,0.259064411,0.911566237,0.6875,0.04,63.297,4873.869,0.254966887,0.901666667,34,2.6875,5,1,1,72.4399,5577.8723,5415.41
2022-01-01,S004,P0020,Clothing,West,211,68,37,86.27,11.5,0.2,Snowy,0,9.26,Winter,125,5.96,5.54,0.48173913,0.779191016,0.320754717,2.24,9.2,625.6,0.53968254,0.166666667,143,0.589622642,5,1,1,11.193525000000001,761.1597,782.0
2022-01-01,S004,P0019,Groceries,West,359,172,125,181.25,71.2,0.15,Rainy,1,73.85,Spring,393,36.94,34.26,0.481179775,0.943758573,0.477777778,-2.65,60.52,10409.44,0.436548223,0.411560694,187,1.091666667,5,1,1,69.30252,11920.033440000001,12246.4
2022-01-01,S005,P0009,Groceries,West,182,97,27,92.62,87.81,0.05,Snowy,0,85.45,Spring,148,57.06,30.75,0.350187906,1.036103397,0.530054645,2.36,83.4195,8091.6915,0.651006711,0.896020408,85,0.808743169,5,1,1,87.81,8517.57,8517.57
2022-01-01,S003,P0011,Toys,East,292,232,155,242.02,56.19,0.0,Snowy,1,57.85,Winter,389,40.43,15.76,0.280476953,0.954653938,0.791808874,-1.66,56.19,13036.08,0.594871795,0.241158798,60,1.327645051,5,1,1,60.769484999999996,14098.520519999998,13036.08
2022-01-01,S004,P0015,Clothing,South,228,181,127,171.96,60.54,0.05,Cloudy,0,65.27,Autumn,322,47.34,13.2,0.218037661,1.046484736,0.790393013,-4.73,57.513,10409.853,0.560371517,0.332637363,47,1.406113537,5,1,1,63.567,11505.627,10957.74
2022-01-01,S003,P0009,Groceries,South,381,15,184,30.05,74.86,0.15,Snowy,1,73.93,Winter,254,43.15,31.71,0.423590703,0.483091787,0.039267016,0.93,63.631,954.465,0.058823529,4.67875,366,0.664921466,5,1,1,65.92545899999999,988.8818849999998,1122.9
2022-01-01,S002,P0003,Furniture,East,445,182,119,176.31,20.46,0.2,Snowy,1,22.0,Spring,233,15.7,4.76,0.232649071,1.026450849,0.408071749,-1.54,16.368,2978.976,0.777777778,0.111803279,263,0.522421525,5,1,1,19.3347,3518.9154000000003,3723.7200000000003
2022-01-01,S002,P0002,Clothing,West,373,141,151,135.62,46.16,0.1,Rainy,1,45.21,Winter,243,28.79,17.37,0.376299827,1.032059728,0.377005348,0.95,41.544,5857.704,0.577868852,0.325070423,232,0.64973262,5,1,1,44.929835999999995,6335.106875999999,6508.5599999999995
2022-01-01,S002,P0001,Groceries,South,343,104,144,112.55,32.8,0.2,Sunny,1,30.78,Spring,303,21.74,11.06,0.337195122,0.915896081,0.302325581,2.02,26.24,2728.96,0.342105263,0.312380952,239,0.880813953,5,1,1,30.996,3223.584,3411.2
2022-01-01,S001,P0020,Toys,East,274,99,166,115.23,30.24,0.05,Cloudy,0,27.1,Spring,279,16.5,13.74,0.454365079,0.851759442,0.36,3.14,28.728,2844.072,0.353571429,0.3024,175,1.014545455,5,1,1,28.5768,2829.1032,2993.7599999999998
2022-01-01,S001,P0019,Clothing,East,352,257,186,267.38,73.28,0.1,Cloudy,0,77.26,Winter,458,42.03,31.25,0.426446507,0.957597436,0.728045326,-3.98,65.952,16949.664,0.559912854,0.284031008,95,1.297450425,5,1,1,79.25232000000001,20367.846240000003,18832.96
2022-01-01,S001,P0018,Clothing,South,241,151,47,147.27,19.57,0.05,Cloudy,0,23.13,Autumn,304,14.62,4.95,0.252938171,1.018412356,0.623966942,-3.56,18.5915,2807.3165,0.495081967,0.12875,90,1.256198347,5,1,1,20.5485,3102.8235,2955.07
2022-01-01,S001,P0017,Toys,West,318,246,177,255.37,21.07,0.2,Sunny,0,16.49,Winter,395,14.99,6.08,0.288561936,0.959550649,0.771159875,4.58,16.856,4146.576,0.621212121,0.085303644,72,1.238244514,5,1,1,22.787205,5605.65243,5183.22
2022-01-01,S001,P0016,Electronics,North,363,255,69,255.74,21.9,0.05,Cloudy,1,20.27,Autumn,421,12.32,9.58,0.437442922,0.993222716,0.700549451,1.63,20.805,5305.275,0.604265403,0.085546875,108,1.156593407,5,1,1,22.995,5863.725,5584.5
2022-01-01,S001,P0015,Clothing,North,379,369,154,363.46,92.99,0.15,Snowy,0,95.8,Winter,506,54.14,38.85,0.417786859,1.012456785,0.971052632,-2.81,79.0415,29166.3135,0.727810651,0.251324324,10,1.331578947,5,1,1,100.568685,37109.844765,34313.31
2022-01-01,S001,P0013,Toys,South,96,42,85,41.46,43.6,0.0,Cloudy,0,46.31,Spring,166,25.07,18.53,0.425,0.989166274,0.432989691,-2.71,43.6,1831.2,0.251497006,1.013953488,54,1.711340206,5,1,1,37.278000000000006,1565.6760000000002,1831.2
2022-01-01,S002,P0004,Toys,West,191,63,115,54.57,26.19,0.0,Cloudy,0,28.06,Autumn,200,15.39,10.8,0.412371134,1.133705237,0.328125,-1.87,26.19,1649.97,0.313432836,0.40921875,128,1.041666667,5,1,1,24.749550000000003,1559.2216500000002,1649.97
2022-01-01,S001,P0012,Clothing,West,66,24,70,26.75,58.25,0.2,Snowy,0,62.21,Spring,288,36.84,21.41,0.367553648,0.864864865,0.358208955,-3.96,46.6,1118.4,0.083044983,2.33,42,4.298507463,5,1,1,49.80375,1195.29,1398.0
2022-01-01,S001,P0010,Toys,South,108,28,196,24.47,59.99,0.0,Rainy,1,61.21,Winter,199,35.14,24.85,0.414235706,1.099332548,0.256880734,-1.22,59.99,1679.72,0.14,2.06862069,80,1.825688073,5,1,1,52.8301935,1479.245418,1679.72
2022-01-01,S001,P0009,Electronics,West,183,175,135,174.15,20.74,0.1,Cloudy,0,17.66,Autumn,327,10.72,10.02,0.483124397,0.999143591,0.951086957,3.08,18.666,3266.55,0.533536585,0.117840909,8,1.777173913,5,1,1,21.777,3810.9750000000004,3629.4999999999995
2022-01-01,S001,P0008,Clothing,North,380,312,54,329.73,97.99,0.05,Cloudy,0,100.09,Spring,382,66.56,31.43,0.320747015,0.943367702,0.818897638,-2.1,93.0905,29044.236,0.81462141,0.313067093,68,1.002624672,5,1,1,102.8895,32101.523999999998,30572.879999999997
2022-01-01,S001,P0007,Furniture,East,359,97,167,108.92,34.16,0.1,Rainy,1,36.55,Winter,335,17.59,16.57,0.485070258,0.882459971,0.269444444,-2.39,30.744,2982.168,0.288690476,0.348571429,262,0.930555556,5,1,1,33.249636,3225.214692,3313.5199999999995
2022-01-01,S001,P0006,Groceries,South,138,128,102,139.82,76.83,0.1,Sunny,1,79.35,Winter,249,44.84,31.99,0.416373812,0.908961795,0.920863309,-2.52,69.147,8850.816,0.512,0.595581395,10,1.791366906,5,1,1,79.1349,10129.2672,9834.24
2022-01-01,S001,P0005,Electronics,East,166,14,135,9.26,73.64,0.0,Sunny,0,68.95,Summer,170,39.08,34.56,0.469310158,1.364522417,0.083832335,4.69,73.64,1030.96,0.081871345,4.909333333,152,1.017964072,5,1,1,64.221444,899.100216,1030.96
2022-01-01,S001,P0004,Toys,North,469,61,164,62.18,32.72,0.1,Cloudy,1,34.74,Autumn,125,16.37,16.35,0.499694377,0.96549541,0.129787234,-2.02,29.448,1796.328,0.484126984,0.527741935,408,0.265957447,5,1,1,29.448,1796.328,1995.9199999999998
2022-01-01,S001,P0003,Toys,West,102,65,51,74.02,27.99,0.1,Sunny,1,31.32,Summer,207,21.54,6.45,0.230439443,0.866435617,0.631067961,-3.33,25.191,1637.415,0.3125,0.424090909,37,2.009708738,5,1,1,29.97729,1948.52385,1819.35
2022-01-01,S001,P0002,Toys,South,204,150,66,144.04,63.01,0.2,Sunny,0,66.16,Autumn,379,38.28,24.73,0.392477385,1.034197463,0.731707317,-3.15,50.408,7561.2,0.394736842,0.417284768,54,1.848780488,5,1,1,66.1605,9924.075,9451.5
2022-01-01,S003,P0010,Groceries,South,166,126,124,141.34,97.09,0.05,Rainy,1,95.8,Summer,226,53.22,43.87,0.4518488,0.88520444,0.754491018,1.29,92.2355,11621.673,0.555066079,0.764488189,40,1.353293413,5,1,1,102.00275400000001,12852.347004000001,12233.34
2022-01-01,S001,P0011,Furniture,South,258,150,153,152.74,58.53,0.1,Sunny,1,61.42,Spring,410,40.97,17.56,0.300017085,0.975673215,0.579150579,-2.89,52.677,7901.55,0.364963504,0.387615894,108,1.583011583,5,1,1,61.456500000000005,9218.475,8779.5
2022-01-01,S002,P0005,Toys,West,281,156,25,150.9,83.29,0.2,Rainy,0,80.64,Autumn,441,59.26,24.03,0.288510025,1.026991442,0.553191489,2.65,66.632,10394.592,0.352941176,0.530509554,125,1.563829787,5,1,1,83.29,12993.240000000002,12993.240000000002
2022-01-01,S001,P0014,Clothing,West,193,12,187,6.8,78.11,0.0,Sunny,0,80.06,Spring,264,58.23,19.88,0.254512866,1.538461538,0.06185567,-1.95,78.11,937.32,0.045283019,6.008461538,181,1.360824742,5,1,1,66.78405,801.4086,937.3199999999999
2022-01-01,S003,P0008,Toys,North,223,47,107,45.48,66.53,0.15,Cloudy,1,70.46,Spring,271,48.21,18.32,0.275364497,1.011187608,0.209821429,-3.93,56.5505,2657.8735,0.172794118,1.386041667,176,1.209821429,5,1,1,56.88315,2673.50805,3126.91
2022-01-01,S002,P0006,Furniture,North,492,250,168,242.57,85.59,0.2,Cloudy,0,86.82,Winter,457,67.48,18.11,0.211590139,1.026398982,0.507099391,-1.23,68.472,17118.0,0.545851528,0.340996016,242,0.926977688,5,1,1,92.565585,23141.396249999998,21397.5
2022-01-01,S003,P0007,Electronics,North,189,34,107,26.91,86.99,0.15,Rainy,1,90.5,Summer,273,60.19,26.8,0.308081389,1.218201362,0.178947368,-3.51,73.9415,2514.011,0.124087591,2.485428571,155,1.436842105,5,1,1,75.86397899999999,2579.3752859999995,2957.66
2022-01-01,S003,P0006,Groceries,North,456,163,22,159.17,76.37,0.05,Rainy,1,71.38,Summer,402,46.89,29.48,0.386015451,1.017668727,0.356673961,4.99,72.5515,11825.8945,0.404466501,0.465670732,293,0.879649891,5,1,1,75.82143429000001,12358.893789270001,12448.310000000001
2022-01-01,S003,P0005,Clothing,West,438,325,20,330.92,97.95,0.2,Sunny,0,93.54,Winter,389,72.36,25.59,0.261255743,0.979151603,0.740318907,4.41,78.36,25467.0,0.833333333,0.300460123,113,0.886104784,5,1,1,105.93292500000001,34428.200625000005,31833.75
2022-01-01,S003,P0004,Toys,South,153,31,145,42.99,89.53,0.2,Rainy,1,93.6,Winter,288,70.55,18.98,0.211995979,0.704705615,0.201298701,-4.07,71.624,2220.344,0.107266436,2.7978125,122,1.87012987,5,1,1,78.84459450000001,2444.1824295000006,2775.43
2022-01-01,S003,P0003,Groceries,South,375,77,145,75.04,56.16,0.1,Sunny,1,57.16,Spring,314,31.74,24.42,0.43482906,1.012624934,0.204787234,-1.0,50.544,3891.888,0.244444444,0.72,298,0.835106383,5,1,1,50.544,3891.888,4324.32
2022-01-01,S003,P0002,Electronics,West,115,4,169,11.11,28.2,0.1,Sunny,1,25.63,Spring,273,20.54,7.66,0.271631206,0.330305533,0.034482759,2.57,25.38,101.52,0.01459854,5.64,111,2.353448276,5,1,1,24.111,96.444,112.8
2022-01-01,S002,P0020,Toys,West,221,101,38,115.0,87.1,0.0,Rainy,1,91.56,Spring,209,62.8,24.3,0.278989667,0.870689655,0.454954955,-4.46,87.1,8797.1,0.480952381,0.853921569,120,0.941441441,5,1,1,78.39,7917.39,8797.099999999999
2022-01-01,S002,P0019,Toys,East,67,15,186,34.38,84.99,0.05,Sunny,1,81.02,Winter,283,43.51,41.48,0.488057419,0.423968344,0.220588235,3.97,80.7405,1211.1075,0.052816901,5.311875,52,4.161764706,5,1,1,74.84644349999999,1122.6966524999998,1274.85
2022-01-01,S002,P0018,Groceries,North,234,160,140,177.41,58.84,0.05,Cloudy,0,54.39,Summer,258,34.06,24.78,0.42114208,0.896810717,0.680851064,4.45,55.898,8943.68,0.617760618,0.365465839,74,1.09787234,5,1,1,63.01764000000001,10082.822400000001,9414.400000000001
2022-01-01,S002,P0017,Groceries,West,398,373,92,390.89,11.71,0.2,Cloudy,1,10.0,Winter,511,8.01,3.7,0.315969257,0.951797698,0.934837093,1.71,9.368,3494.264,0.728515625,0.03131016,25,1.280701754,5,1,1,12.664365,4723.808145,4367.83
2022-01-01,S003,P0001,Toys,South,241,147,180,161.09,67.21,0.05,Sunny,1,67.39,Summer,366,46.22,20.99,0.312304717,0.906903572,0.607438017,-0.18,63.8495,9385.8765,0.400544959,0.454121622,94,1.512396694,5,1,1,71.98191,10581.34077,9879.869999999999
2022-01-01,S002,P0007,Groceries,West,460,393,70,401.48,91.13,0.05,Sunny,0,93.33,Summer,480,61.18,29.95,0.328651377,0.976446035,0.852494577,-2.2,86.5735,34023.3855,0.817047817,0.231294416,67,1.041214751,5,1,1,97.60023,38356.89039,35814.09
2022-01-01,S002,P0015,Toys,South,197,129,94,148.55,59.9,0.15,Sunny,1,55.23,Winter,200,44.73,15.17,0.253255426,0.862587763,0.651515152,4.67,50.915,6568.035,0.641791045,0.460769231,68,1.01010101,5,1,1,64.78185,8356.85865,7727.099999999999
2022-01-01,S002,P0014,Electronics,East,465,359,77,370.36,91.28,0.2,Cloudy,0,90.85,Summer,466,65.14,26.14,0.286371604,0.966716932,0.770386266,0.43,73.024,26215.616,0.768736617,0.253555556,106,1.0,5,1,1,97.76088000000001,35096.155920000005,32769.52
2022-01-01,S002,P0013,Clothing,East,389,283,177,299.7,57.78,0.2,Cloudy,0,58.5,Spring,536,29.13,28.65,0.495846314,0.941137346,0.725641026,-0.72,46.224,13081.392,0.527001862,0.203450704,106,1.374358974,5,1,1,60.669000000000004,17169.327,16351.74
2022-01-01,S002,P0012,Groceries,East,281,25,136,37.27,19.56,0.05,Rainy,1,19.01,Winter,235,12.98,6.58,0.336400818,0.653253201,0.088652482,0.55,18.582,464.55,0.105932203,0.752307692,256,0.833333333,5,1,1,18.676083600000002,466.90209000000004,488.99999999999994
2022-01-01,S002,P0011,Groceries,West,67,13,33,7.44,34.62,0.0,Snowy,1,33.98,Autumn,83,23.98,10.64,0.3073368,1.54028436,0.191176471,0.64,34.62,450.06,0.154761905,2.472857143,54,1.220588235,5,1,1,29.600099999999998,384.80129999999997,450.05999999999995
2022-01-01,S002,P0010,Electronics,North,157,126,181,132.75,60.84,0.0,Snowy,1,65.22,Winter,363,45.02,15.82,0.260026298,0.942056075,0.797468354,-4.38,60.84,7665.84,0.346153846,0.479055118,31,2.297468354,5,1,1,65.79846,8290.60596,7665.84
